Governo,Ministro,nome,cognome,gender
I Governo Zoli,Ministro dell'Interno,FERDINANDO,TAMBRONI ARMAROLI,male
I Governo Scelba,Ministro della Pubblica Istruzione,GAETANO,MARTINO,male
I Governo Scelba,Ministro degli Affari Esteri,GAETANO,MARTINO,male
I Governo Segni,Ministro degli Affari Esteri,GAETANO,MARTINO,male
I Governo Scelba,Ministro del Commercio con l'Estero,MARIO,MARTINELLI,male
I Governo Segni,Ministro dell'Agricoltura e Foreste,EMILIO,COLOMBO,male
I Governo Zoli,Ministro dell'Agricoltura e Foreste,EMILIO,COLOMBO,male
I Governo Scelba,Ministro della Pubblica Istruzione,GIUSEPPE,ERMINI,male
I Governo Zoli,Ministro degli Affari Esteri,GIUSEPPE,PELLA,male
IV Governo Berlusconi,Vice Ministro dell'Economia e delle Finanze,GIUSEPPE CARLO FERDINANDO,VEGAS,male
IV Governo Berlusconi,"Ministro del lavoro, della salute e delle politiche sociali",MAURIZIO,SACCONI,male
IV Governo Berlusconi,Ministro del Lavoro e delle Politiche Sociali,MAURIZIO,SACCONI,male
I Governo Scelba,Ministro senza Portafoglio,GIOVANNI,PONTI,male
I Governo Zoli,Ministro senza Portafoglio,MARIO,ZOTTA,male
I Governo Monti,Ministro senza portafoglio per i rapporti con il Parlamento,DINO PIERO,GIARDA,male
I Governo Letta,MINISTRO DELLE POLITICHE AGRICOLE ALIMENTARI E FORESTALI,ENRICO,LETTA,male
IV Governo Berlusconi,Ministro delle Politiche agricole alimentari e forestali,FRANCESCO SAVERIO,ROMANO,male
IV Governo Berlusconi,Ministro per i Beni e le attività culturali,SANDRO,BONDI,male
IV Governo Berlusconi,Ministro della Giustizia,NITTO FRANCESCO,PALMA,male
IV Governo Berlusconi,Ministro senza portafoglio per le politiche comunitarie,ANDREA,RONCHI,male
IV Governo Berlusconi,Ministro senza portafoglio,ANDREA,RONCHI,male
IV Governo Berlusconi,Ministro senza portafoglio per le politiche europee,ANDREA,RONCHI,male
I Governo Scelba,Ministro del Tesoro,SILVIO,GAVA,male
I Governo Segni,Ministro del Tesoro,SILVIO,GAVA,male
I Governo Zoli,Ministro dell'Industria e Commercio,SILVIO,GAVA,male
I Governo Scelba,Ministro dellì'Agricoltura e Foreste,GIUSEPPE,MEDICI,male
I Governo Segni,Ministro del Tesoro,GIUSEPPE,MEDICI,male
I Governo Zoli,Ministro del Tesoro,GIUSEPPE,MEDICI,male
I Governo Zoli,Ministro delle Partecipazioni Statali,GIORGIO,BO,male
IV Governo Berlusconi,"Ministro dell'istruzione, dell'università e della ricerca",MARIASTELLA,GELMINI,female
IV Governo Berlusconi,Ministro senza portafoglio per le pari opportunità,MARIA ROSARIA,CARFAGNA,female
IV Governo Berlusconi,Ministro senza portafoglio,MARIA ROSARIA,CARFAGNA,female
IV Governo Berlusconi,Ministro senza portafoglio per i rapporti con le regioni,RAFFAELE,FITTO,male
IV Governo Berlusconi,Ministro senza portafoglio,RAFFAELE,FITTO,male
IV Governo Berlusconi,Ministro senza portafoglio per i rapporti con le regioni e per la coesione territoriale,RAFFAELE,FITTO,male
IV Governo Berlusconi,Ministro senza portafoglio per le politiche per i giovani,GIORGIA,MELONI,female
IV Governo Berlusconi,Ministro senza portafoglio,GIORGIA,MELONI,female
IV Governo Berlusconi,Ministro senza portafoglio della gioventù,GIORGIA,MELONI,female
IV Governo Berlusconi,Vice Ministro delle infrastrutture e dei trasporti,AURELIO SALVATORE,MISITI,male
I Governo Letta,Vice Ministro dell'Interno,FILIPPO,BUBBICO,male
IV Governo Berlusconi,Ministro senza portafoglio,MICHELA VITTORIA,BRAMBILLA,female
IV Governo Berlusconi,Ministro senza portafoglio per il Turismo,MICHELA VITTORIA,BRAMBILLA,female
IV Governo Berlusconi,Ministro senza portafoglio per le politiche europee,ANNA MARIA,BERNINI,female
IV Governo Berlusconi,Ministro senza portafoglio per la pubblica amministrazione e l'innovazione,RENATO,BRUNETTA,male
IV Governo Berlusconi,Ministro senza portafoglio,RENATO,BRUNETTA,male
IV Governo Berlusconi,Vice Ministro dello Sviluppo economico,CATIA,POLIDORI,female
IV Governo Berlusconi,Ministro delle politiche agricole e forestali,LUCA,ZAIA,male
IV Governo Berlusconi,"Vice Ministro del Lavoro, della Salute e delle Politiche sociali",FERRUCCIO,FAZIO,male
IV Governo Berlusconi,Ministro della Salute,FERRUCCIO,FAZIO,male
I Governo Monti,Ministro dell'Economia e delle finanze,MARIO,MONTI,male
I Governo Monti,Ministro affari esteri,MARIO,MONTI,male
I Governo Monti,Ministro dell'Interno,ANNA MARIA,CANCELLIERI,female
I Governo Monti,Ministro della Giustizia,PAOLA,SEVERINO DI BENEDETTO,female
I Governo Monti,Ministro della Difesa,GIAMPAOLO,DI PAOLA,male
I Governo Monti,Ministro dello Sviluppo economico,CORRADO,PASSERA,male
I Governo Monti,Ministro delle Infrastrutture e dei trasporti,CORRADO,PASSERA,male
I Governo Monti,Ministro delle Politiche agricole alimentari e forestali,MARIO,CATANIA,male
I Governo Monti,Ministro dell'Ambiente e della tutela del territorio e del mare,CORRADO,CLINI,male
I Governo Monti,Ministro del Lavoro e delle politiche sociali,ELSA,FORNERO,female
I Governo Monti,Ministro della Salute,RENATO,BALDUZZI,male
I Governo Monti,"Ministro dell'Istruzione, dell'università e della ricerca",FRANCESCO,PROFUMO,male
I Governo Monti,Ministro per i Beni e le attività culturali,LORENZO,ORNAGHI,male
I Governo Monti,Ministro senza portafoglio per gli affari europei,ENZO,MOAVERO MILANESI,male
I Governo Monti,Ministro senza portafoglio per il turismo e lo sport,PIERO,GNUDI,male
I Governo Monti,"Ministro senza portafoglio per gli affari regionali, il turismo e lo sport",PIERO,GNUDI,male
I Governo Monti,Ministro senza portafoglio per la coesione territoriale,FABRIZIO,BARCA,male
I Governo Monti,Ministro senza portafoglio per la cooperazione internazionale e l'integrazione,ANDREA,RICCARDI,male
I Governo Monti,Ministro degli Affari esteri,GIULIOMARIA,TERZI DI SANT'AGATA,male
I Governo Monti,Vice Ministro affari esteri,MARTA,DASSU',female
I Governo Monti,Vice Ministro affari esteri,STAFFAN,DE MISTURA,male
I Governo Monti,Viceministro dell'Economia e delle finanze,VITTORIO UMBERTO,GRILLI,male
I Governo Monti,Ministro dell'Economia e delle finanze,VITTORIO UMBERTO,GRILLI,male
I Governo Monti,Vice Ministro delle Infrastrutture e dei trasporti,MARIO,CIACCIA,male
I Governo Monti,Vice Ministro del Lavoro e delle politiche sociali,MICHEL,MARTONE,male
I Governo Monti,Ministro senza portafoglio per la pubblica amministrazione e la semplificazione,FILIPPO,PATRONI GRIFFI,male
I Governo Letta,Ministro dei Beni e delle Attività culturali e del Turismo,MASSIMO,BRAY,male
I Governo Letta,Vice Ministro del Lavoro e delle Politiche sociali,MARIA CECILIA,GUERRA,female
I Governo Zoli,Ministro del Lavoro e della Previdenza Sociale,LUIGI,GUI,male
IV Governo Berlusconi,Ministro senza portafoglio per le riforme per il federalismo,UMBERTO,BOSSI,male
IV Governo Berlusconi,Ministro senza portafoglio,UMBERTO,BOSSI,male
IV Governo Berlusconi,Ministro senza portafoglio per la semplificazione normativa,ROBERTO,CALDEROLI,male
IV Governo Berlusconi,Ministro senza portafoglio,ROBERTO,CALDEROLI,male
IV Governo Berlusconi,Vice Ministro delle Infrastrutture e dei Trasporti,ROBERTO,CASTELLI,male
IV Governo Berlusconi,Ministro senza portafoglio per i rapporti con il Parlamento,ELIO,VITO,male
IV Governo Berlusconi,Ministro senza portafoglio,ELIO,VITO,male
IV Governo Berlusconi,Ministro dello Sviluppo Economico,SILVIO,BERLUSCONI,male
IV Governo Berlusconi,Ministro delle Politiche agricole alimentari e forestali,GIANCARLO,GALAN,male
IV Governo Berlusconi,Ministro per i beni e le attività culturali,GIANCARLO,GALAN,male
IV Governo Berlusconi,Vice Ministro dello Sviluppo economico,PAOLO,ROMANI,male
IV Governo Berlusconi,Ministro dello Sviluppo economico,PAOLO,ROMANI,male
IV Governo Berlusconi,Ministro senza portafoglio per l'attuazione del programma,GIANFRANCO,ROTONDI,male
IV Governo Berlusconi,Ministro senza portafoglio,GIANFRANCO,ROTONDI,male
IV Governo Berlusconi,Ministro senza portafoglio per l'attuazione del programma di Governo,GIANFRANCO,ROTONDI,male
IV Governo Berlusconi,Vice Ministro dello Sviluppo economico,ADOLFO,URSO,male
I Governo Segni,Ministro di Grazia e Giustizia,ALDO,MORO,male
I Governo Zoli,Ministro della Pubblica Istruzione,ALDO,MORO,male
IV Governo Berlusconi,Ministro degli Affari esteri,FRANCO,FRATTINI,male
IV Governo Berlusconi,Ministro dello Sviluppo economico,CLAUDIO,SCAJOLA,male
I Governo Zoli,Ministro senza Portafoglio,RINALDO,DEL BO,male
IV Governo Berlusconi,Ministro senza portafoglio,ANNA MARIA,BERNINI,female
IV Governo Berlusconi,MINISTRO SENZA PORTAFOGLIO,ALDO,BRANCHER,male
I Governo Monti,Ministro senza portafoglio,FILIPPO,PATRONI GRIFFI,male
II Governo Conte,Ministro dell'Istruzione,LUCIA,AZZOLINA,female
II Governo Conte,Ministro dell'Università e della ricerca,GAETANO,MANFREDI,male
II Governo Conte,Ministro delle Infrastrutture e dei trasporti,PAOLA,DE MICHELI,female
II Governo Conte,Ministro senza portafoglio per le Politiche giovanili e lo sport,VINCENZO,SPADAFORA,male
II Governo Conte,Ministro senza portafoglio per gli Affari regionali e le autonomie,FRANCESCO,BOCCIA,male
II Governo Conte,Ministro senza portafoglio per i Rapporti con il Parlamento,FEDERICO,D'INCA',male
II Governo Conte,Ministro per i Beni e le attività culturali,DARIO,FRANCESCHINI,male
II Governo Conte,Ministro senza portafoglio per la pubblica amministrazione,FABIANA,DADONE,female
II Governo Conte,Ministro della Salute,ROBERTO,SPERANZA,male
II Governo Conte,Ministro dell'Ambiente e della tutela del territorio e del mare,SERGIO,COSTA,male
II Governo Conte,Ministro del Lavoro e delle politiche sociali,NUNZIA,CATALFO,female
II Governo Conte,Ministro senza portafoglio per gli Affari europei,VINCENZO,AMENDOLA,male
II Governo Conte,"Ministro delle Politiche agricole alimentari, forestali e del turismo",TERESA,BELLANOVA,female
II Governo Conte,"Ministro dell'Istruzione, dell'università e della ricerca",LORENZO,FIORAMONTI,male
II Governo Conte,Ministro degli Affari esteri e della cooperazione internazionale,LUIGI,DI MAIO,male
II Governo Conte,Ministro dell'Interno,LUCIANA,LAMORGESE,female
II Governo Conte,Ministro della Difesa,LORENZO,GUERINI,male
II Governo Conte,Ministro della Giustizia,ALFONSO,BONAFEDE,male
II Governo Conte,Ministro senza portafoglio per il Sud e la coesione territoriale,GIUSEPPE LUCIANO CALOGERO,PROVENZANO,male
II Governo Conte,Ministro senza portafoglio per le Pari opportunità e la famiglia,ELENA,BONETTI,female
II Governo Conte,Ministro dell'Economia e delle finanze,ROBERTO,GUALTIERI,male
II Governo Conte,Ministro senza portafoglio per l'Innovazione tecnologica e la digitalizzazione,PAOLA,PISANO,female
II Governo Conte,Ministro dello Sviluppo economico,STEFANO,PATUANELLI,male
I Governo Conte,Ministro del Lavoro e delle politiche sociali,LUIGI,DI MAIO,male
I Governo Conte,Ministro per la Pubblica amministrazione,GIULIA,BONGIORNO,female
I Governo Conte,Ministro dello Sviluppo economico,LUIGI,DI MAIO,male
I Governo Conte,Ministro per la Famiglia e le disabilità,LORENZO,FONTANA,male
I Governo Conte,Ministro per il Sud,BARBARA,LEZZI,female
I Governo Conte,Ministro dell'Ambiente e della tutela del territorio e del mare,SERGIO,COSTA,male
I Governo Conte,Ministro della Difesa,ELISABETTA,TRENTA,female
I Governo Conte,Ministro dell'Interno,MATTEO,SALVINI,male
I Governo Conte,"Ministro dell'Istruzione, dell'università e della ricerca",MARCO,BUSSETTI,male
I Governo Conte,Ministro per gli Affari europei,PAOLO,SAVONA,male
I Governo Conte,Ministro senza portafoglio,BARBARA,LEZZI,female
I Governo Conte,Ministro senza portafoglio,PAOLO,SAVONA,male
I Governo Conte,Ministro senza portafoglio,RICCARDO,FRACCARO,male
I Governo Conte,Ministro senza portafoglio,GIULIA,BONGIORNO,female
I Governo Conte,Ministro senza portafoglio,LORENZO,FONTANA,male
I Governo Conte,Ministro senza portafoglio,ERIKA,STEFANI,female
I Governo Conte,Ministro per gli Affari regionali e le autonomie,ERIKA,STEFANI,female
I Governo Conte,Ministro della Salute,GIULIA,GRILLO,female
I Governo Conte,Ministro degli Affari esteri e della cooperazione internazionale,ENZO,MOAVERO MILANESI,male
I Governo Conte,Ministro dei Beni e delle attività culturali e del turismo,ALBERTO,BONISOLI,male
I Governo Conte,Ministro per i Rapporti con il Parlamento e la democrazia diretta,RICCARDO,FRACCARO,male
I Governo Conte,Ministro delle Infrastrutture e dei trasporti,DANILO,TONINELLI,male
I Governo Conte,Ministro dell'Economia e delle finanze,GIOVANNI,TRIA,male
I Governo Conte,Ministro della Giustizia,ALFONSO,BONAFEDE,male
I Governo Conte,Ministro delle Politiche agricole alimentari e forestali,GIAN MARCO,CENTINAIO,male
I Governo Conte,"Ministro delle Politiche agricole alimentari, forestali e del turismo",GIAN MARCO,CENTINAIO,male
I Governo Conte,Ministro per i Beni e le attività culturali,ALBERTO,BONISOLI,male
I Governo Conte,Vice Ministro dell'Economia e delle finanze,LAURA,CASTELLI,female
I Governo Conte,Vice Ministro dell'Economia e delle finanze,MASSIMO,GARAVAGLIA,male
I Governo Conte,Vice Ministro dello Sviluppo economico,DARIO,GALLI,male
I Governo Conte,"Vice Ministro dell'Istruzione, dell'università e della ricerca",LORENZO,FIORAMONTI,male
I Governo Conte,Vice Ministro delle infrastrutture e dei trasporti,EDOARDO,RIXI,male
II Governo Conte,Vice Ministro dell'Economia e le finanze,LAURA,CASTELLI,female
II Governo Conte,Vice Ministro dell'Economia e le finanze,ANTONIO,MISIANI,male
I Governo Conte,Viceministro agli Affari esteri e alla cooperazione internazionale,EMANUELA CLAUDIA,DEL RE,female
II Governo Conte,"Ministro dell'Istruzione, dell'università e della ricerca",GIUSEPPE,CONTE,male
I Governo Gentiloni Silveri,Vice Ministro degli Affari esteri e della cooperazione internazionale,MARIO,GIRO,male
I Governo Gentiloni Silveri,Vice Ministro dell'Interno,FILIPPO,BUBBICO,male
I Governo Gentiloni Silveri,Vice Ministro delle Politiche agricole alimentari e forestali,ANDREA,OLIVERO,male
I Governo Gentiloni Silveri,Vice Ministro dello Sviluppo economico,TERESA,BELLANOVA,female
I Governo Gentiloni Silveri,Vice Ministro delle Infrastrutture e dei trasporti,RICCARDO,NENCINI,male
I Governo Gentiloni Silveri,Vice Ministro dell'Economia e delle finanze,LUIGI,CASERO,male
I Governo Gentiloni Silveri,Vice Ministro dell'Economia e delle finanze,ANTONIO ENRICO,MORANDO,male
I Governo Conte,Ministro per gli Affari europei,LORENZO,FONTANA,male
I Governo Conte,Ministro per le disabilità e la famiglia,ALESSANDRA,LOCATELLI,female
I Governo Conte,Ministro senza portafoglio,ALESSANDRA,LOCATELLI,female
I Governo Gentiloni Silveri,"Ministro dell'Istruzione, dell'università e della ricerca",VALERIA,FEDELI,female
I Governo Gentiloni Silveri,Ministro dell'Economia e delle finanze,PIETRO CARLO,PADOAN,male
I Governo Gentiloni Silveri,Ministro della Giustizia,ANDREA,ORLANDO,male
I Governo Gentiloni Silveri,Ministro della Salute,BEATRICE,LORENZIN,female
I Governo Gentiloni Silveri,Ministro per i Rapporti con il Parlamento,ANNA,FINOCCHIARO,female
I Governo Gentiloni Silveri,Ministro delle Politiche agricole alimentari e forestali,MAURIZIO,MARTINA,male
I Governo Gentiloni Silveri,Ministro degli Affari esteri e della cooperazione internazionale,ANGELINO,ALFANO,male
I Governo Gentiloni Silveri,Ministro dello Sviluppo economico,CARLO,CALENDA,male
I Governo Gentiloni Silveri,Ministro per la Coesione territoriale e il Mezzogiorno,CLAUDIO,DE VINCENTI,male
I Governo Gentiloni Silveri,Ministro per gli Affari regionali,ENRICO,COSTA,male
I Governo Gentiloni Silveri,Ministro dei Beni e delle attività culturali e del turismo,DARIO,FRANCESCHINI,male
I Governo Gentiloni Silveri,Ministro della Difesa,ROBERTA,PINOTTI,female
I Governo Gentiloni Silveri,Ministro per lo Sport,LUCA,LOTTI,male
I Governo Gentiloni Silveri,Ministro delle Infrastrutture e dei trasporti,GRAZIANO,DELRIO,male
I Governo Gentiloni Silveri,Ministro del Lavoro e delle politiche sociali,GIULIANO,POLETTI,male
I Governo Gentiloni Silveri,Ministro dell'Interno,DOMENICO,MINNITI,male
I Governo Gentiloni Silveri,Ministro per la Semplificazione e la pubblica amministrazione,MARIA ANNA,MADIA,female
I Governo Gentiloni Silveri,Ministro dell'Ambiente e della tutela del territorio e del mare,GIAN LUCA,GALLETTI,male
I Governo Gentiloni Silveri,Ministro delle Politiche agricole alimentari e forestali,PAOLO,GENTILONI SILVERI,male
II Governo Conte,Ministro per i Beni e le attività culturali e per il turismo,DARIO,FRANCESCHINI,male
II Governo Conte,Ministro delle Politiche agricole alimentari e forestali,TERESA,BELLANOVA,female
II Governo Conte,Vice Ministro degli Affari esteri e della cooperazione internazionale,MARINA,SERENI,female
II Governo Conte,Vice Ministro delle Infrastrutture e dei trasporti,GIANCARLO,CANCELLERI,male
II Governo Conte,Vice Ministro dell'Interno,VITO CLAUDIO,CRIMI,male
II Governo Conte,Vice Ministro dell'Istruzione,ANNA,ASCANI,female
II Governo Conte,Vice Ministro della Salute,PIERPAOLO,SILERI,male
II Governo Conte,Vice Ministro degli Affari esteri e della cooperazione internazionale,EMANUELA CLAUDIA,DEL RE,female
II Governo Conte,Vice Ministro dell'Interno,MATTEO,MAURI,male
II Governo Conte,Vice Ministro dello sviluppo economico,STEFANO,BUFFAGNI,male
II Governo Conte,Ministro delle politiche agricole alimentari e forestali,GIUSEPPE,CONTE,male
I Governo Draghi,Vice Ministro dell'Economia e delle finanze,LAURA,CASTELLI,female
I Governo Draghi,Vice Ministro degli Affari esteri e della cooperazione internazionale,MARINA,SERENI,female
I Governo Draghi,Ministro per il Sud e la coesione territoriale,MARIA ROSARIA,CARFAGNA,female
I Governo Draghi,Ministro per il Coordinamento di iniziative nel settore del turismo,MASSIMO,GARAVAGLIA,male
I Governo Draghi,Ministro per i Rapporti con il Parlamento,FEDERICO,D'INCA',male
I Governo Draghi,Ministro della Salute,ROBERTO,SPERANZA,male
I Governo Draghi,Ministro dell'Economia e delle finanze,DANIELE,FRANCO,male
I Governo Draghi,Ministro della Difesa,LORENZO,GUERINI,male
I Governo Draghi,Ministro per i Beni e le attività culturali e per il turismo,DARIO,FRANCESCHINI,male
I Governo Draghi,Ministro del Lavoro e delle politiche sociali,ANDREA,ORLANDO,male
I Governo Draghi,Ministro dell'Istruzione,PATRIZIO,BIANCHI,male
I Governo Draghi,Ministro per le Politiche giovanili,FABIANA,DADONE,female
I Governo Draghi,Ministro dello Sviluppo economico,GIANCARLO,GIORGETTI,male
I Governo Draghi,Ministro per le Pari opportunità e la famiglia,ELENA,BONETTI,female
I Governo Draghi,Ministro dell'Ambiente e della tutela del territorio e del mare,ROBERTO,CINGOLANI,male
I Governo Draghi,Ministro delle Politiche agricole alimentari e forestali,STEFANO,PATUANELLI,male
I Governo Draghi,Ministro per gli Affari regionali e le autonomie,MARIASTELLA,GELMINI,female
I Governo Draghi,Ministro dell'Interno,LUCIANA,LAMORGESE,female
I Governo Draghi,Ministro delle Infrastrutture e dei trasporti,ENRICO,GIOVANNINI,male
I Governo Draghi,Ministro della Giustizia,MARTA,CARTABIA,female
I Governo Draghi,Ministro per le Disabilità,ERIKA,STEFANI,female
I Governo Draghi,Ministro degli Affari esteri e della cooperazione internazionale,LUIGI,DI MAIO,male
I Governo Draghi,Ministro dell'Università e della ricerca,MARIA CRISTINA,MESSA,female
I Governo Draghi,Ministro per la Pubblica amministrazione,RENATO,BRUNETTA,male
I Governo Draghi,Ministro per l'Innovazione tecnologica e la transizione digitale,VITTORIO,COLAO,male
I Governo Draghi,Vice Ministro dello Sviluppo economico,ALESSANDRA,TODDE,female
I Governo Draghi,Vice Ministro dello Sviluppo economico,GILBERTO,PICHETTO FRATIN,male
I Governo Draghi,Ministro del Turismo,MASSIMO,GARAVAGLIA,male
I Governo Draghi,Ministro della Cultura,DARIO,FRANCESCHINI,male
I Governo Draghi,Ministro delle Infrastrutture e della mobilità sostenibili,ENRICO,GIOVANNINI,male
I Governo Draghi,Ministro della Transizione ecologica,ROBERTO,CINGOLANI,male
I Governo Draghi,Vice Ministro delle Infrastrutture e della mobilità sostenibili,TERESA,BELLANOVA,female
I Governo Draghi,Vice Ministro delle Infrastrutture e della mobilità sostenibili,ALESSANDRO,MORELLI,male
