d,nome,cognome,legislatura,gender
http://dati.camera.it/ocd/deputato.rdf/d20760_10,TOMMASO,BISAGNO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d20810_10,FELICE,BORGOGLIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d20830_10,FRANCESCO,BRUNI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d20860_10,PAOLO,CACCIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d20910_10,CARLO,CASINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d20990_10,CARMELO,CONTE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21000_10,FELICE,CONTU,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21010_10,SILVANO,COSTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21060_10,MARIO,DAL CASTELLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21070_10,GIUSEPPE,DEGENNARO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21080_10,PARIS,DELL'UNTO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21130_10,ENRICO,ERMELLI CUPELLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21160_10,LUCIANO,FARAGUTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21190_10,FILIPPO,FIANDROTTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21200_10,PUBLIO,FIORI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21230_10,LUIGI,FOTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21290_10,GIORGIO,GANGI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21320_10,ANDREA,GEREMICCA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21340_10,TARCISIO,GITTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21390_10,UGO,GRIPPO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21420_10,GIUSEPPE,LA GANGA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21430_10,LELIO,LAGORIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21450_10,CLAUDIO,LENOCI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21460_10,GIUSEPPE,LEONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21500_10,ANTONINO,MACALUSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21530_10,DINO,MADAUDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21540_10,VILLER,MANFREDINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21550_10,CLAUDIO,MARTELLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d21560_10,UGO,MARTINAT,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d200458_10,ALDO,GREGORELLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d200912_10,MARCELLO,STEFANINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,male
http://dati.camera.it/ocd/deputato.rdf/d20350_2,GAETANO,ZANOTTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d2180_0,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/costituente,male
http://dati.camera.it/ocd/deputato.rdf/d22320_0,RICCARDO,RAVAGNAN,http://dati.camera.it/ocd/legislatura.rdf/costituente,male
http://dati.camera.it/ocd/deputato.rdf/d22330_0,AGOSTINO,NOVELLA,http://dati.camera.it/ocd/legislatura.rdf/costituente,male
http://dati.camera.it/ocd/deputato.rdf/d2180_1,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,male
http://dati.camera.it/ocd/deputato.rdf/d2210_1,GUSTAVO,DE MEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,male
http://dati.camera.it/ocd/deputato.rdf/d22330_1,AGOSTINO,NOVELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,male
http://dati.camera.it/ocd/deputato.rdf/d2300_1,GAETANO,DI LEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,male
http://dati.camera.it/ocd/deputato.rdf/d2180_2,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d2200_2,ERNESTO,DE MARZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d2210_2,GUSTAVO,DE MEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d22330_2,AGOSTINO,NOVELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d22400_2,GIORGIO ANNIBALE,FRANCESCHINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d2300_2,GAETANO,DI LEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02,male
http://dati.camera.it/ocd/deputato.rdf/d2160_4,FERRUCCIO,DE LORENZO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2180_3,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2200_3,ERNESTO,DE MARZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d220_3,LUIGI SILVESTRO,ANDERLINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2210_3,GUSTAVO,DE MEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2220_3,FERRUCCIO,DE MICHIELI VITTURI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d22320_3,RICCARDO,RAVAGNAN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d22330_3,AGOSTINO,NOVELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2260_3,NATALINO,DI GIANNANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2300_3,GAETANO,DI LEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2350_3,CARLO,DONAT CATTIN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,male
http://dati.camera.it/ocd/deputato.rdf/d2160_5,FERRUCCIO,DE LORENZO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d21680_4,ROBERTO,PALLESCHI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2180_4,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2200_4,ERNESTO,DE MARZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d220_4,LUIGI SILVESTRO,ANDERLINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2210_4,GUSTAVO,DE MEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2230_4,LUIGI CIRIACO,DE MITA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d22330_4,AGOSTINO,NOVELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2260_4,NATALINO,DI GIANNANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2300_4,GAETANO,DI LEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2320_4,FERDINANDO,DI NARDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2340_4,GIUSEPPE,DI VAGNO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2350_4,CARLO,DONAT CATTIN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,male
http://dati.camera.it/ocd/deputato.rdf/d2160_6,FERRUCCIO,DE LORENZO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2180_5,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d21980_5,ERMIDO,SANTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2200_5,ERNESTO,DE MARZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2210_5,GUSTAVO,DE MEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2230_5,LUIGI CIRIACO,DE MITA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d22330_5,AGOSTINO,NOVELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2260_5,NATALINO,DI GIANNANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2300_5,GAETANO,DI LEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d230_5,GIOVANNI,ANDREONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2310_5,GAETANO,DI MARINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2320_5,FERDINANDO,DI NARDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2330_5,MARCELLO,DI PUCCIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2340_5,GIUSEPPE,DI VAGNO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2350_5,CARLO,DONAT CATTIN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,male
http://dati.camera.it/ocd/deputato.rdf/d2170_6,ANTONIO,DEL PENNINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2180_6,BENIAMINO,DE MARIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2200_6,ERNESTO,DE MARZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d220_6,LUIGI SILVESTRO,ANDERLINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2210_6,GUSTAVO,DE MEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2220_6,FERRUCCIO,DE MICHIELI VITTURI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2230_6,LUIGI CIRIACO,DE MITA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2240_6,GIORGIO,DE SABBATA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2250_6,RENZO,DE VIDOVICH,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2260_6,NATALINO,DI GIANNANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2270_6,MICHELE,DI GIESI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2280_6,MARIO VINCENZO,DI GIOIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2290_6,FERNANDO,DI GIULIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2300_6,GAETANO,DI LEO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d230_6,GIOVANNI,ANDREONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2310_6,GAETANO,DI MARINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2320_6,FERDINANDO,DI NARDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2330_6,MARCELLO,DI PUCCIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2340_6,GIUSEPPE,DI VAGNO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d2350_6,CARLO,DONAT CATTIN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,male
http://dati.camera.it/ocd/deputato.rdf/d21570_8,GIANLUIGI,MELEGA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21580_8,DOMENICO,MENNITTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21600_8,ENRICO,MENZIANI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21610_8,GUSTAVO,MINERVINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21630_8,GIOVANNI,MOTETTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21640_8,DOMENICO,NAPOLETANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d2170_7,ANTONIO,DEL PENNINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2200_7,ERNESTO,DE MARZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2230_7,LUIGI CIRIACO,DE MITA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2260_7,NATALINO,DI GIANNANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2270_7,MICHELE,DI GIESI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2290_7,FERNANDO,DI GIULIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d230_7,GIOVANNI,ANDREONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2320_7,FERDINANDO,DI NARDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2340_7,GIUSEPPE,DI VAGNO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d2350_7,CARLO,DONAT CATTIN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,male
http://dati.camera.it/ocd/deputato.rdf/d21560_9,UGO,MARTINAT,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,male
http://dati.camera.it/ocd/deputato.rdf/d21570_9,GIANLUIGI,MELEGA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,male
http://dati.camera.it/ocd/deputato.rdf/d21580_9,DOMENICO,MENNITTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,male
http://dati.camera.it/ocd/deputato.rdf/d21610_9,GUSTAVO,MINERVINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,male
http://dati.camera.it/ocd/deputato.rdf/d21630_9,GIOVANNI,MOTETTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,male
http://dati.camera.it/ocd/deputato.rdf/d21650_8,GIOVANNI,NONNE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21660_8,VITTORIO,OLCESE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21670_8,PIERLUIGI,ONORATO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21680_8,ROBERTO,PALLESCHI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21690_8,ANTONIO,PARLATO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21700_8,ALESSIO,PASQUINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d2170_8,ANTONIO,DEL PENNINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21710_8,ALDO,PASTORE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21720_8,RENZO,PATRIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21730_8,GIOVANNI,PELLEGATTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21740_8,GIUSEPPE,PERNICE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21770_8,GIUSEPPE,PIERINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21790_8,FRANCO,POLITANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21800_8,DAMIANO,POTI',http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21810_8,FRANCO,PROIETTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21820_8,MARIO,RAFFAELLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21830_8,GIROLAMO,RALLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21840_8,GIANNI,RAVAGLIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21850_8,GIUSEPPE,REINA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21860_8,SALVATORE,RINDONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21880_8,ALDO,RIZZO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21890_8,FRANCESCO,ROCCELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21900_8,STEFANO,RODOTA',http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21910_8,ALBERTO,ROSSI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21920_8,GIUSEPPE,RUBINACCI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21930_8,RAFFAELLO,RUBINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21940_8,GIUSEPPE,RUSSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21950_8,RAFFAELE,RUSSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21960_8,MAURIZIO,SACCONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21970_8,EDOARDO,SANGUINETI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21980_8,ERMIDO,SANTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d21990_8,ANGELO,SATANASSI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22000_8,ALESSANDRO,SCAIOLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22010_8,LEONARDO,SCIASCIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22020_8,MICHELE,SCOZIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22040_8,NINO,SOSPIRI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22050_8,VALDO,SPINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22070_8,TOMASO,STAITI DI CUDDIA DELLE CHIUSE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22080_8,EGIDIO,STERPA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22090_8,DOMENICO,SUSI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22100_8,GIANFRANCO,TAGLIABUE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22110_8,ANTONIO,TANCREDI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22120_8,GIUSEPPE,TATARELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22130_8,MASSIMO,TEODORI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22150_8,NICOLA,TROTTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22160_8,ANTONIO,VENTRE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22180_8,GIUSEPPE,VIGNOLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22190_8,LUCIANO,VIOLANTE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22200_8,BIAGIO,VIRGILI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22210_8,MICHELE,VISCARDI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22220_8,MARCELLO,ZANFAGNA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22230_8,ANTONIO,ZANFORLIN,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22240_8,PAOLO,ZANINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22250_8,CESARE,ZAPPULLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22260_8,PIETRO EMILIO ANTONIO,ICHINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22280_8,ANTONIO,CARPINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22290_8,MICHL,EBNER,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22300_8,FAMIANO,CRUCIANELLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d2230_8,LUIGI CIRIACO,DE MITA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22310_8,PIO,BALDELLI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22340_8,NOVELLO,PALLANTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
http://dati.camera.it/ocd/deputato.rdf/d22350_8,ALDO,GANDOLFI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,male
