Persona,gender,graduated
Rosaria_Tassinari,female,yes
Sara_Kelany,female,yes
Carmen_Letizia_Giorgianni,female,yes
Alessia_Ambrosi,female,yes
Maria_Tripodi,female,yes
Cecilia_D'elia,female,yes
Michaela_Di_Donna,female,yes
Stefania_Pezzopane,female,yes
Rossana_Lidia_Boldi,female,yes
Eva_Avossa,female,yes
Graziella_Leyla_Ciaga',female,yes
Angela_Schiro',female,yes
Elisa_Siragusa,female,yes
Maria_Teresa_Baldini,female,yes
Annarita_Patriarca,female,yes
Ilenia_Malavasi,female,yes
Valentina_Ghio,female,yes
Alessandra_Todde,female,yes
Silvia_Roggiani,female,yes
Beatriz_Colombo,female,yes
Ouidad_Bakkali,female,yes
Cristina_Almici,female,yes
Daniela_Dondi,female,yes
Mariangela_Matera,female,yes
Ida_Carmina,female,yes
Rosa_Maria_Di_Giorgi,female,yes
Grazia_Sestini,female,yes
Ada_Becchi,female,yes
Anna_Maria_Bernasconi,female,yes
