nome,cognome,legislatura,incarico
GABRIELLA,CARLUCCI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
GABRIELLA,CARLUCCI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,VICEPRESIDENTE
ERMINIA,MAZZONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
ERMINIA,MAZZONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
VIVIANA,BECCALOSSI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
OLGA,DI SERIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
MONICA STEFANIA,BALDI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
ISABELLA,BERTOLINI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,VICEPRESIDENTE
SIMONETTA,LICASTRO SCARDINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,VICEPRESIDENTE
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,PRESIDENTE
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,VICEPRESIDENTE
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
CAROLINA,LUSSANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,SEGRETARIO
CHIARA,MORONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
CHIARA,MORONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,CAPOGRUPPO
PATRIZIA,PAOLETTI TANGHERONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
PATRIZIA,PAOLETTI TANGHERONI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
LUANA,ZANELLA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
KATIA,ZANOTTI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
GRAZIELLA,MASCIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
GRAZIELLA,MASCIA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
CATERINA,DE SIMONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
CATERINA,DE SIMONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,CAPOGRUPPO
CATERINA,DE SIMONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,SEGRETARIO
CATERINA,DE SIMONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,PRESIDENTE
ELETTRA,DEIANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
ELETTRA,DEIANA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,VICEPRESIDENTE
CARLA,MAZZUCA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,PRESIDENTE
CARLA,MAZZUCA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,SEGRETARIO
CARLA,MAZZUCA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,CAPOGRUPPO
