Governo,Ministro,nome,cognome,gender,legislatura
VI Governo Andreotti,Ministro senza Portafoglio per i rapporti con il Parlamento,EGIDIO,STERPA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro del Tesoro,GIULIANO,AMATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro del Tesoro,GIULIANO,AMATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
II Governo Craxi,Ministro dell'Ambiente,FRANCESCO,DE LORENZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro dei Lavori Pubblici,EMILIO MARIO,DE ROSE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
II Governo Craxi,Ministro della Sanità,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro della Sanità,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro della Sanità,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro della Sanità,CARLO,DONAT CATTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
II Governo Craxi,Ministro del Commercio con l'estero,SALVATORE,FORMICA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro del Lavoro e della Previdenza Sociale,SALVATORE,FORMICA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro del Lavoro e della Previdenza sociale,SALVATORE,FORMICA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro di Grazia e Giustizia,FERMO MINO,MARTINAZZOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio per i rapporti con il Parlamento,SERGIO,MATTARELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio per i rapporti con il Parlamento,SERGIO,MATTARELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro senza Portafoglio,ARNALDO,FORLANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro senza Portafoglio,ARNALDO,FORLANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro senza Portafoglio,LORIS,FORTUNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo De Mita,Ministro delle Partecipazioni Statali,CARLO,FRACANZANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VIII Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
I Governo Goria,MInistro di Grazia e Giustizia,GIULIANO,VASSALLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro di Grazia e Giustizia,GIULIANO,VASSALLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro della Pubblica Istruzione,GIOVANNI,GALLONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro della Pubblica Istruzione,GIOVANNI,GALLONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VI Governo Fanfani,Ministro della Difesa,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro senza Portafoglio,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro senza Portafoglio,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio per il coordinamento della protezione civile,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,REMO,GASPARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro delle Poste e Telecomunicazioni,ANTONIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro delle Poste e telecomunicazioni,ANTONIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro delle Poste e Telecomunicazioni,ANTONIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro delle Finanze,ANTONIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro dell'Interno,ANTONIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VI Governo Fanfani,Ministro delle Finanze,GIUSEPPE,GUARINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro senza Portafoglio,LIVIO,PALADIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro del Commercio con l'Estero,RENATO,RUGGIERO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VIII Governo De Gasperi,Ministro dell'Industria e Commercio,SILVIO,GAVA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
VIII Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ROCCO,SALOMONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
I Governo Craxi,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro della Pubblica istruzione,FRANCA,FALCUCCI,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro del Commercio con l'Estero,MARIO,SARCINELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,ANTONIO,LA PERGOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,ANTONIO,LA PERGOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro del Turismo e Spettacolo,FRANCO,CARRARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro del Turismo e dello Spettacolo,FRANCO,CARRARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VI Governo Fanfani,Ministro dell'Ambiente,MARIO,PAVAN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,"Ministro dell'Industria, Commercio e Artigianato",FRANCO,PIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio per i problemi delle aree urbane,CARLO,TOGNOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio per i problemi delle aree urbane,CARLO,TOGNOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VI Governo Fanfani,Ministro dei Trasporti,GIOVANNI,TRAVAGLINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro dei Beni Culturali e Ambientali,ANTONINO,GULLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro dei Beni culturali e ambientali,ANTONINO,GULLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro dei Beni Culturali e Ambientali,ANTONINO,GULLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio,ARISTIDE,GUNNELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio - coordinamento della protezione civile,VITO,LATTANZIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro dei Lavori Pubblici,ENRICO,FERRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro dell'Università e della Ricerca Scientifica e Tecnologica,ANTONIO,RUBERTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro senza Portafoglio per la ricerca scientifica e tecnologica,ANTONIO,RUBERTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio per la ricerca scientifica e tecnologica,ANTONIO,RUBERTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro delle Poste e Telecomunicazioni,OSCAR,MAMMI',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro delle Poste e Telecomunicazioni,OSCAR,MAMMI',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro senza Portafoglio,OSCAR,MAMMI',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro senza Portafoglio,OSCAR,MAMMI',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio,ROSA,JERVOLINO RUSSO,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio per gli Affari sociali,ROSA,JERVOLINO RUSSO,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro dei Lavori pubblici,FRANCO,NICOLAZZI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro dell'Agricoltura e foreste,FILIPPO MARIA,PANDOLFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro dell'Agricoltura e Foreste,FILIPPO MARIA,PANDOLFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro della Marina Mercantile,GIOVANNI,PRANDINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro della Marina Mercantile,GIOVANNI,PRANDINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,Ministro senza Portafoglio,ANTONIO,MACCANICO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
II Governo Craxi,Ministro di Grazia e giustizia,VIRGINIO,ROGNONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro di Grazia e Giustizia,VIRGINIO,ROGNONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,PIER LUIGI,ROMITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro del Bilancio e della programmazione economica,PIER LUIGI,ROMITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo De Mita,Ministro dei Trasporti,GIORGIO,SANTUZ,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Goria,Ministro senza Portafoglio per la funzione pubblica,GIORGIO,SANTUZ,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro senza Portafoglio,VINCENZO,SCOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro dei Trasporti,CLAUDIO,SIGNORILE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro dei Trasporti,CLAUDIO,SIGNORILE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,"Ministro dell'Industria, Commercio e Artigianato",ADOLFO,BATTAGLIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo De Mita,"Ministro dell'Industria, del Commercio e Artigianato",ADOLFO,BATTAGLIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro del Tesoro,GIOVANNI,GORIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro del Tesoro,GIOVANNI,GORIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro del Tesoro,GIOVANNI,GORIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro del Bilancio e della Programmazione Economica,GIOVANNI,GORIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Goria,Ministro senza Portafoglio per gli interventi straordinari nel Mezzogiorno,GIOVANNI,GORIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Craxi,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro dell'Interno,OSCAR LUIGI,SCALFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro dei Lavori Pubblici,GIUSEPPE,ZAMBERLETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Craxi,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
II Governo Craxi,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
VI Governo Fanfani,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
I Governo Pella,Ministro dei Trasporti,BERNARDO,MATTARELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
I Governo Pella,Ministro senza Portafoglio,SALVATORE,SCOCA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
VII Governo Andreotti,Ministro delle Partecipazioni Statali,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VII Governo Andreotti,Ministro dei Beni culturali e ambientali,GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Pella,Ministro della Difesa,PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
I Governo Pella,Ministro senza Portafoglio,PIETRO,CAMPILLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
I Governo Pella,Ministro della Pubblica Istruzione,ANTONIO,SEGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
I Governo Pella,Ministro dei Lavori Pubblici,UMBERTO,MERLIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
VII Governo Andreotti,Ministro del Tesoro,GUIDO,CARLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Ciampi,Ministro senza Portafoglio per i rapporti con il Parlamento,AUGUSTO ANTONIO,BARBERA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro senza Portafoglio per il coordinamento della protezione civile,NICOLA,CAPRIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VII Governo Andreotti,Ministro del Bilancio e della Programmazione economica,PAOLO,CIRINO POMICINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Amato,Ministro della Sanità,RAFFAELE,COSTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Ciampi,Ministro dei Trasporti,RAFFAELE,COSTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Ciampi,Ministro della Marina mercantile,RAFFAELE,COSTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Berlusconi,Ministro della Sanita',RAFFAELE,COSTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Amato,Ministro senza Portafoglio per le Politiche comunitarie,RAFFAELE,COSTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministro senza Portafoglio per gli Affari regionali,RAFFAELE,COSTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro degli Affari Esteri,GIANNI,DE MICHELIS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
VII Governo Andreotti,Ministro senza Portafoglio per gli interventi straordinari nel mezzogiorno,CALOGERO,MANNINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Berlusconi,MInistro del Lavoro e della Previdenza sociale,MARIO CLEMENTE,MASTELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Ciampi,Ministro del Bilancio e della programmazione economica,LUIGI,SPAVENTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro delle Poste e Telecomunicazioni,CARLO,VIZZINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Amato,Ministro degli Affari esteri,EMILIO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Ciampi,Ministro dell'Università e della ricerca scientifica e tecnologica,LUIGI,BERLINGUER,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministron del Lavoro e della Previdenza Sociale,ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro dei Trasporti e della Navigazione,CARLO,BERNINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Amato,Ministro del Turismo e Spettacolo,MARGHERITA,BONIVER,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro senza Portafoglio per italiani all'estero e immigrazione,MARGHERITA,BONIVER,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Ciampi,Ministro della Difesa,FABIO,FABBRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Berlusconi,Ministro dei Beni culturali e ambientali,DOMENICO,FISICHELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Amato,Ministro dell'Università e della Ricerca scientifica e tecnologica,ALESSANDRO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministro dell'Agricoltura e Foreste,GIOVANNI ANGELO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministro dell'Interno,NICOLA,MANCINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Ciampi,Ministro dell'Interno,NICOLA,MANCINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Dini,Ministro senza portafoglio per la Famiglia e la solidarietà sociale,ADRIANO,OSSICINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Amato,Ministro del Bilancio e della Programmazione economica,FRANCO,REVIGLIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministro delle Finanze,FRANCO,REVIGLIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro dell'Ambiente,GIORGIO,RUFFOLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Berlusconi,Ministro senza Portafoglio per le Riforme istituzionali,FRANCESCO ENRICO,SPERONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Amato,Ministro del Commercio con l'Estero,CLAUDIO,VITALONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministro della Difesa,SALVATORE,ANDO',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Berlusconi,Ministro di Grazia e Giustizia,ALFREDO,BIONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
VII Governo Andreotti,Ministro senza Portafoglio per i problemi delle aree urbane,CARMELO,CONTE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Amato,Ministro senza Portafoglio per le aree urbane,CARMELO,CONTE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Berlusconi,Ministro dei Trasporti e della Navigazione,PUBLIO,FIORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Ciampi,Ministro della Sanita',MARIAPIA,GARAVAGLIA,female,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,Ministro di Grazia e Giustizia,CLAUDIO,MARTELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Amato,Ministro della Giustizia,CLAUDIO,MARTELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Amato,Ministro dell'Ambiente,VALDO,SPINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Ciampi,Ministro dell'Ambiente,VALDO,SPINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
I Governo Ciampi,Ministro senza Portafoglio per le politiche comunitarie,VALDO,SPINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
VII Governo Andreotti,MInistro senza Portafoglio per i rapporti con il Parlamento,EGIDIO,STERPA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
I Governo Berlusconi,Ministro delle Poste e delle Telecomunicazioni,GIUSEPPE,TATARELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12
I Governo Amato,Ministro degli Affari esteri,GIULIANO,AMATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11
