legislatura,Governo,Ministro,nome,cognome
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro delle Partecipazioni Statali,ANTONINO,GULLOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,MInistro delle Partecipazioni Statali,ANTONINO,GULLOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro dei Lavori Pubblici,SALVATORE,LAURICELLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,"Ministro dell'Industria, Commercio e Artigianato",DOMENICO,MAGRI'
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro del Tesoro,GIOVANNI FRANCESCO,MALAGODI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,Ministro delle Partecipazioni Statali,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,MInistro delle Poste e Telecomunicazioni,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro senza Portafoglio,GIACOMO,MANCINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro della Sanità,LUIGI,MARIOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro della Sanità,LUIGI,MARIOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,MInistro del Turismo e Spettacolo,GIANMATTEO,MATTEOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro del Commercio con l'Estero,GIANMATTEO,MATTEOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro del Turismo e Spettacolo,VITTORIO,BADINI CONFALONIERI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,Ministro del Commercio con l'Estero,RICCARDO,MISASI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro della Pubblica Istruzione,RICCARDO,MISASI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro della Pubblica Istruzione,RICCARDO,MISASI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro della Pubblica Istruzione,RICCARDO,MISASI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro degli Affari Esteri,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro degli Affari Esteri,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro degli Affari Esteri,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,Ministro dei Lavori Pubblici,LORENZO,NATALI PIERUCCI BONDI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro dell'Agricolture e Foreste,LORENZO,NATALI PIERUCCI BONDI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro dell'Agricoltura e Foreste,LORENZO,NATALI PIERUCCI BONDI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro delle Finanze,LUIGI,PRETI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro delle Finanze,LUIGI,PRETI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro dei Trasporti e dell'Aviazione civile,LUIGI,PRETI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro dei Trasporti e dell'Aviazione Civile,LUIGI,PRETI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro dei Trasporti,LUIGI,PRETI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro senza Portafoglio,PIER LUIGI,ROMITA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro dell'Interno,MARIANO,RUMOR
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro dell'Interno,MARIANO,RUMOR
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro senza Portafoglio,CARLO,RUSSO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro senza Portafoglio,CARLO,RUSSO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro senza Portafoglio,CARLO,RUSSO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,II Governo Rumor,Ministro dell'Agricoltura e Foreste,GIACOMO,SEDATI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro senza Portafoglio,FIORENTINO,SULLO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,MInistro senza Portafoglio,FIORENTINO,SULLO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro della Difesa,MARIO,TANASSI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro della Difesa,MARIO,TANASSI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro della Difesa,MARIO,TANASSI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro della Difesa,MARIO,TANASSI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Rumor,Ministro delle Finanze,MARIO,TANASSI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Andreotti,Ministro dei Trasporti e dell'Aviazione civile,OSCAR LUIGI,SCALFARO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,II Governo Andreotti,Ministro della Pubblica Istruzione,OSCAR LUIGI,SCALFARO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,III Governo Rumor,Ministro del Commercio con l'Estero,MARIO,ZAGARI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,I Governo Colombo,Ministro del Commercio con l'Estero,MARIO,ZAGARI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro di Grazia e Giustizia,MARIO,ZAGARI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,LUIGI,BERTOLDI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro della Marina Mercantile,PAOLO,CAPPA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro per gli Affari Esteri,ALCIDE,DE GASPERI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro dell'Interno,GIULIO,ANDREOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro dei Beni Culturali e Ambientali,GIULIO,ANDREOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,GIULIO,ANDREOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro delle Finanze,BRUNO,VISENTINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,BRUNO,VISENTINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro dei Lavori Pubblici,SALVATORE,ALDISIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro dell'Industria e Commercio,PIETRO,CAMPILLI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro della Pubblica Istruzione,ANTONIO,SEGNI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro senza Portafoglio,CARLO,SFORZA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro del Tesoro,EZIO,VANONI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro di Grazia e Giustizia,ADONE,ZOLI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,UGO,LA MALFA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro senza Portafoglio,VITO,SCALIA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro dei Lavori Pubblici,PIETRO,BUCALOSSI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro dei Trasporti,PIERO,MALVESTITI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro senza Portafoglio,CLELIO,DARIDA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro dei Trasporti,MARIO,MARTINELLI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro dei Trasporti,MARIO,MARTINELLI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro della Sanità,RENATO,ALTISSIMO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro del Turismo e Spettacolo,EGIDIO,ARIOSTO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro dei Beni Culturali e Ambientali,EGIDIO,ARIOSTO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro dei Lavori Pubblici,FRANCESCO,COMPAGNA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro della Sanità,LUCIANO,DAL FALCO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro della Sanità,LUCIANO,DAL FALCO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro del Turismo e Spettacolo,ADOLFO,SARTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro del Turismo e Spettacolo,ADOLFO,SARTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro della Difesa,ADOLFO,SARTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro senza Portafoglio,ADOLFO,SARTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro dei Trasporti,VITTORINO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro della Marina Mercantile,VITTORINO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro delle Poste e Telecomunicazioni,VITTORINO,COLOMBO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro dell'Interno,FRANCESCO,COSSIGA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro dell'Interno,FRANCESCO,COSSIGA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro dell'Interno,FRANCESCO,COSSIGA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,MInistro senza Portafoglio,FRANCESCO,COSSIGA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro senza Portafoglio,FRANCESCO,COSSIGA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro dell'Agricoltura e Foreste,AMINTORE,FANFANI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro delle Finanze,FRANCO,REVIGLIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,MInistro dei Beni Culturali e Ambientali,GIOVANNI,SPADOLINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro della Pubblica Istruzione,GIOVANNI,SPADOLINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro senza Portafoglio,GIOVANNI,SPADOLINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,MInistro del Lavoro e della Previdenza Sociale,MARIO,TOROS
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro del Lavoro e della Previdenza Sociale,MARIO,TOROS
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro della Pubblica Istruzione,SALVATORE,VALITUTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro del Turismo e Spettacolo,BERNARDO,D'AREZZO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro del Commercio con l'Estero,LUIGI CIRIACO,DE MITA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro del Commercio con l'Estero,LUIGI CIRIACO,DE MITA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro senza Portafoglio,LUIGI CIRIACO,DE MITA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro senza Portafoglio,LUIGI CIRIACO,DE MITA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro del Bilancio e della Programmazione Economica,BENIAMINO,ANDREATTA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro senza Portafoglio,MICHELE,DI GIESI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,MInistro senza Portafoglio,MICHELE,DI GIESI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro della Marina Mercantile,FRANCO,EVANGELISTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro della Marina Mercantile,FRANCESCO,FABBRI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro della Difesa,ARNALDO,FORLANI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro della Difesa,ARNALDO,FORLANI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro degli Affari Esteri,ARNALDO,FORLANI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro degli Affari Esteri,ARNALDO,FORLANI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro degli Affari Esteri,ARNALDO,FORLANI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,VII Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,TINA,ANSELMI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro della Sanità,TINA,ANSELMI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro della Sanità,TINA,ANSELMI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro del Turismo e Spettacolo,DARIO,ANTONIOZZI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro dei Beni Culturali e Ambientali,DARIO,ANTONIOZZI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro dei Beni Culturali e Ambientali,DARIO,ANTONIOZZI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro della Marina Mercantile,GIOVANNI,GIOIA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro della Marina Mercantile,GIOVANNI,GIOIA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro delle Poste e Telecomunicazioni,GIULIO,ORLANDO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro delle Poste e delle Telecomunicazioni,GIULIO,ORLANDO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro della Marina Mercantile,NICOLA,SIGNORELLO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,MInistro del Bilancio e della Programmazione Economica,TOMMASO,MORLINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,TOMMASO,MORLINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro di Grazia e Giustizia,TOMMASO,MORLINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro di Grazia e Giustizia,TOMMASO,MORLINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro senza Portafoglio,TOMMASO,MORLINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro senza Portafoglio,TOMMASO,MORLINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro di Grazia e Giustizia,FRANCESCO PAOLO,BONIFACIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro di Grazia e Giustizia,FRANCESCO PAOLO,BONIFACIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro di Grazia e Giustizia,FRANCESCO PAOLO,BONIFACIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro delle Finanze,GAETANO,STAMMATI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro del Tesoro,GAETANO,STAMMATI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro dei Lavori Pubblici,GAETANO,STAMMATI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro del Commercio con l'Estero,GAETANO,STAMMATI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro del Commercio con l'Estero,GAETANO,STAMMATI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro del Turismo e Spettacolo,CARLO,PASTORINO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,MInistro del Commercio con l'Estero,RINALDO,OSSOLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro del Commercio con l'Estero,RINALDO,OSSOLA
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro senza Portafoglio,MASSIMO SEVERO,GIANNINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro delle Partecipazioni Statali,SIRO,LOMBARDINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro dell'Interno,LUIGI,GUI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,Ministro della Sanità,ANTONINO,GULLOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro dei Lavori Pubblici,ANTONINO,GULLOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro dei Lavori Pubblici,ANTONINO,GULLOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,MInistro delle Poste e Telecomunicazioni,ANTONINO,GULLOTTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro dei Trasporti,VITO,LATTANZIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro della Marina Mercantile,VITO,LATTANZIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro della Difesa,VITO,LATTANZIO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,IV Governo Moro,MInistro della Pubblica Istruzione,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro delle Finanze,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro delle Finanze,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro degli Affari Esteri,FRANCO MARIA,MALFATTI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro dell'Interno,ALDO,MORO
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",FRANCO,NICOLAZZI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro delle Finanze,FILIPPO MARIA,PANDOLFI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,IV Governo Andreotti,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,V Governo Andreotti,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,I Governo Cossiga,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,V Governo Moro,Ministro dei Beni Culturali e Ambientali,MARIO,PEDINI
http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,III Governo Andreotti,Ministro dei Beni Culturali e Ambientali,MARIO,PEDINI
