d,cognome,nome,legislatura,gruppoParlamentare
http://dati.camera.it/ocd/deputato.rdf/d200348_9,DUJANY,CESARE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200348_9,DUJANY,CESARE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200467_7,GUARRA,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200493_3,LAMA,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d200493_4,LAMA,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d200629_9,MINUCCI,ADALBERTO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200740_3,PICCOLI,FLAMINIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d200740_4,PICCOLI,FLAMINIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d200740_6,PICCOLI,FLAMINIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200740_7,PICCOLI,FLAMINIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200806_6,RIZ,ROLAND,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200806_7,RIZ,ROLAND,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200806_8,RIZ,ROLAND,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d200806_9,RIZ,ROLAND,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20190_4,TOROS,MARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20220_4,USVARDI,GIANNI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20220_5,USVARDI,GIANNI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d20240_4,VAJA,KARL,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d20250_4,VALITUTTI,SALVATORE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20260_4,VALORI,DARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20320_3,VIDALI,VITTORIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20370_4,ZUCALLI,LANFRANCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20380_3,ZUGNO,FAUSTINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20380_4,ZUGNO,FAUSTINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d20400_7,DE CATALDO,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20440_8,CICCIOMESSERE,ROBERTO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20440_9,CICCIOMESSERE,ROBERTO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20470_5,TERRANA,EMANUELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2050_7,D'AQUINO,SAVERIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20550_9,AMODEO,NATALE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d20670_9,BASSANINI,FRANCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20870_9,CAFIERO,LUCA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d20900_8,CASALINUOVO,MARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d2090_3,DE' COCCI,DANILO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d2090_4,DE' COCCI,DANILO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d21040_8,CUOJATI,GIOVANNI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21040_9,CUOJATI,GIOVANNI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21190_8,FIANDROTTI,FILIPPO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21280_8,GALANTE GARRONE,CARLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d2130_3,DELFINO,RAFFAELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d2130_6,DELFINO,RAFFAELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2130_6,DELFINO,RAFFAELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d2130_7,DELFINO,RAFFAELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d2130_7,DELFINO,RAFFAELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21330_8,GIANNI,ALFONSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21340_9,GITTI,TARCISIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRES. VICARIO
http://dati.camera.it/ocd/deputato.rdf/d2140_4,DELLA BRIOTTA,LIBERO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d2140_5,DELLA BRIOTTA,LIBERO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2140_6,DELLA BRIOTTA,LIBERO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21430_9,LAGORIO,LELIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21560_9,MARTINAT,UGO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2160_6,DE LORENZO,FERRUCCIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21610_9,MINERVINI,GUSTAVO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d2170_6,DEL PENNINO,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2170_7,DEL PENNINO,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2170_8,DEL PENNINO,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d2170_9,DEL PENNINO,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21820_8,RAFFAELLI,MARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21820_8,RAFFAELLI,MARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21830_8,RALLO,GIROLAMO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21830_9,RALLO,GIROLAMO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21880_8,RIZZO,ALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21880_9,RIZZO,ALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21890_8,ROCCELLA,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21900_9,RODOTA',STEFANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d21920_8,RUBINACCI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d21960_10,SACCONI,MAURIZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22040_11,SOSPIRI,NINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22050_12,SPINI,VALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22050_14,SPINI,VALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22050_15,SPINI,VALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22050_15,SPINI,VALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,DELEGATO D'AULA
http://dati.camera.it/ocd/deputato.rdf/d22050_15,SPINI,VALDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
http://dati.camera.it/ocd/deputato.rdf/d22120_11,TATARELLA,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22120_12,TATARELLA,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22120_13,TATARELLA,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22130_10,TEODORI,MASSIMO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22190_10,VIOLANTE,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22190_11,VIOLANTE,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,VICEPRES. VICARIO
http://dati.camera.it/ocd/deputato.rdf/d22190_14,VIOLANTE,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22190_14,VIOLANTE,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22210_11,VISCARDI,MICHELE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22290_10,EBNER,MICHL,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22300_12,CRUCIANELLI,FAMIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22300_14,CRUCIANELLI,FAMIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22470_10,CALDERISI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22470_13,CALDERISI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22470_13,CALDERISI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22470_16,CALDERISI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22540_12,TRINGALI,PAOLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22560_11,AGOSTINACCHIO,PAOLO ANTONIO MARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22620_12,ANDREATTA,BENIAMINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22670_11,ASTORI,GIANFRANCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d22750_10,BATTISTUZZI,PAOLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22750_10,BATTISTUZZI,PAOLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22750_11,BATTISTUZZI,PAOLO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22860_10,BORGHINI,GIANFRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22930_10,CALAMIDA,FRANCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22980_11,CAPRILI,MILZIADE SILVIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d22980_11,CAPRILI,MILZIADE SILVIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d23000_10,CARIA,FILIPPO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23000_10,CARIA,FILIPPO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23010_10,CARRUS,GIOVANNI,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23020_16,CASINI,PIER FERDINANDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23030_10,CASTAGNETTI,GUGLIELMO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23030_11,CASTAGNETTI,GUGLIELMO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23220_12,D'AIMMO,FLORINDO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d23560_11,GALASSO,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23620_10,GHINAMI,ALESSANDRO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23650_10,GORGONI,GAETANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23650_11,GORGONI,GAETANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23670_12,GUERZONI,LUCIANO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23680_14,INTINI,UGO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23680_14,INTINI,UGO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
http://dati.camera.it/ocd/deputato.rdf/d23840_10,MARTINAZZOLI,FERMO MINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23870_13,MATTARELLA,SERGIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23890_10,MAZZONE,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d23910_11,MELELEO,SALVATORE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d23920_11,MELILLO,SAVINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24110_16,NUCARA,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
http://dati.camera.it/ocd/deputato.rdf/d24110_16,NUCARA,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24270_10,PIRO,FRANCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24540_10,RUSSO,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24540_10,RUSSO,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24550_10,RUTELLI,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24550_11,RUTELLI,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d24810_16,TEMPESTINI,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_16,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d24890_12,VISCO,VINCENZO ALFONSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_12,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d24890_14,VISCO,VINCENZO ALFONSO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_14,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d24920_10,ZANGHERI,RENATO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d25010_11,PARIGI,GASTONE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_11,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d25050_10,COLUMBU,GIOVANNI BATTISTA,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d25290_0,ALDISIO,SALVATORE,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d25300_1,AMADEO,EZIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d25400_1,BETTINOTTI,MARIO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,CONSIGLIERE
http://dati.camera.it/ocd/deputato.rdf/d25410_0,BOSCO LUCARELLI,GIAMBATTISTA,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d25450_1,CALAMANDREI,PIERO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d25470_0,CAPPI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d25470_1,CAPPI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d25470_1,CAPPI,GIUSEPPE,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d25590_0,CIFALDI,ANTONIO,http://dati.camera.it/ocd/legislatura.rdf/costituente,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d25690_0,DE CARO,RAFFAELE,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d25970_0,FRESA,ARMANDO,http://dati.camera.it/ocd/legislatura.rdf/costituente,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d26060_0,GIANNINI,GUGLIELMO,http://dati.camera.it/ocd/legislatura.rdf/costituente,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d26250_0,MACRELLI,GINO,http://dati.camera.it/ocd/legislatura.rdf/costituente,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d26250_0,MACRELLI,GINO,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d26340_0,MARINARO,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d26340_0,MARINARO,FRANCESCO,http://dati.camera.it/ocd/legislatura.rdf/costituente,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d26390_0,MASTINO,GESUMINO,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d26400_0,MASTROJANNI,OTTAVIO,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d26480_0,MODIGLIANI,GIUSEPPE EMANUELE,http://dati.camera.it/ocd/legislatura.rdf/costituente,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d26720_0,PONTI,GIOVANNI,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d26900_0,SANTI,ETTORE,http://dati.camera.it/ocd/legislatura.rdf/costituente,SEGRETARIO
http://dati.camera.it/ocd/deputato.rdf/d2700_13,FRAU,AVENTINO,http://dati.camera.it/ocd/legislatura.rdf/repubblica_13,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d27060_0,VERNOCCHI,OLINDO,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d27120_0,ZUCCARINI,OLIVIERO,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27200_0,BARBARESCHI,GAETANO,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27260_0,BENCIVENGA,ROBERTO,http://dati.camera.it/ocd/legislatura.rdf/costituente,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27260_0,BENCIVENGA,ROBERTO,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d27280_0,BERGAMINI,ALBERTO,http://dati.camera.it/ocd/legislatura.rdf/costituente,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27400_0,BRASCHI,GIOVANNI,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d27450_0,CANEVARI,EMILIO,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27590_0,CIANCA,ALBERTO,http://dati.camera.it/ocd/legislatura.rdf/costituente,PRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27610_0,CINGOLANI,MARIO,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27680_0,COSATTINI,GIOVANNI,http://dati.camera.it/ocd/legislatura.rdf/costituente,MEMBRO DEL C.D.
http://dati.camera.it/ocd/deputato.rdf/d27740_0,D'ARAGONA,LODOVICO,http://dati.camera.it/ocd/legislatura.rdf/costituente,VICEPRESIDENTE
http://dati.camera.it/ocd/deputato.rdf/d27770_0,DE MICHELIS,PAOLO,http://dati.camera.it/ocd/legislatura.rdf/costituente,SEGRETARIO
