nome,cognome,gender
MARIO,DOSI,male
GIUSEPPE,ERMINI,male
GIUSEPPE,FRACASSI,male
CARLO,FRANCAVILLA,male
GIACINTO,FROGGIO,male
GIUSEPPE,GARLATO,male
EUGENIO,GATTO,male
GIOVANNI BATTISTA,GIANQUINTO,male
GIOVANNI,GIRAUDO,male
GIUSEPPE,GOLINELLI,male
MARIO,GOMEZ D'AYALA,male
GUIDO,GONELLA,male
ERMANNO,GORRIERI,male
EZIO MARIA,GRAY,male
GIOVANNI,GRONCHI,male
ANGELO RAFFAELE,JERVOLINO,male
FEDERICO,KUNTZE,male
EDGARDO,LAMI STARNUTI,male
ANTONINO,LA RUSSA,male
DOMENICO,LATANZA,male
FAUSTO MARIA,LIBERATORE,male
DINO,LIMONI,male
CARLO,LOMBARDI,male
ALDO,AMADEO,male
UBALDO,LOPARDI,male
ORLANDO,LUCCHI,male
ANDREA,MARABINI,male
SPARTACO,MARANGONI,male
BENEDETTO,COTTONE,male
MICHELE,MARTINA,male
SILVIO,MELLO GRAND,male
ALESSANDRO,MENCHINELLI,male
ALFREDO,COVELLI,male
MARIO,MONTAGNANA,male
OTELLO,MONTANARI,male
LODOVICO,MONTINI,male
FRANCESCO,MORANINO,male
ALBERICO,MOTOLESE,male
FILIPPO,MURDACA,male
BENEDETTO,CRAXI,male
PIETRO,NENNI,male
LUCIANO,PAOLICCHI,male
ADOLFO LORIS,CRISTOFORI,male
NARCISO FRANCO,PATRINI,male
ANTONIO,PECORARO,male
GIUSEPPE,PELLA,male
GIUSEPPE,PELLEGRINO,male
ANTONIO,PESENTI,male
SECONDO,PESSI,male
PARIDE,PIASENTI,male
ATTILIO,PICCIONI,male
GIOVANNI,PIERACCINI,male
GASPARE,PIGNATELLI,male
IGNAZIO,PIRASTU,male
LUIGI,POLANO,male
COSTANTINO,PREZIOSI,male
ANSELMO,PUCCI,male
VITTORIO,PUGLIESE,male
CAMILLO,RIPAMONTI,male
ANTONIO,ROASIO,male
MARIO,ROFFI,male
ANTONIO,ROMEO,male
CARLO,RONZA,male
EMILIO,ROSINI,male
LUIGI,RUGGERI,male
WALTER,SACCHETTI,male
ENRICO,SAILIS,male
REMO,SAMMARTINO,male
EZIO,SANTARELLI,male
GIUSEPPE,SARAGAT,male
ADOLFO,SARTI,male
GIOVANNI BATTISTA,SCAGLIA,male
REMO,SCAPPINI,male
SERGIO,SCARPA,male
MARIO,SCELBA,male
FERNANDO,SCHIAVETTI,male
GIULIO,ANDREOTTI,male
FRANCO,BONFERRONI,male
GIORGIO,BORNACIN,male
FRANCESCO,BOSI,male
MATTEO,BRIGANDI',male
ANTONIO,CABRAS,male
GIUSEPPE,CAMO,male
BRUNO,CAZZARO,male
FRANCESCO,SCOTTI,male
STEFANO,CUSUMANO,male
RICCARDO,DE CORATO,male
FRANCESCO,DE MARTINO,male
ANTONIO,DI PIETRO,male
ANTONIO,FALOMI,male
AMINTORE,FANFANI,male
BRUNO,FERRARI,male
GIOVANNI LORENZO,FORCIERI,male
NICOLA,FUSILLO,male
SERGIO,GAMBINI,male
BASILIO,GERMANA',male
FILIPPO,DI FILIPPO,male
GIOVANNI,MANTOVANI,male
ENZO,SANTARELLI,male
STEFANO,BOCO,male
GIOVANNI,GEI,male
FRANCESCO,FERRAROTTI,male
FRANCESCO,COMPAGNA,male
GIORGIO,CANESTRI,male
DANTE,CAPPELLO,male
CARLO,CERUTI,male
GERARDO,CHIAROMONTE,male
IVONE,CHINELLO,male
EZEQUIEL STEFANO,CARRARA SUTOUR,male
GIOVANNI,CASOLA,male
RENATO,CEBRELLI,male
DOMENICO,CONTE,male
GAETANO,CINGARI,male
NAPOLEONE,COLAJANNI,male
RENATO,CORA',male
GIOVANNI BATTISTA,DAGNINO,male
VITO,DAMICO,male
VINCENZO,CORGHI,male
SIMONE,DE FLORIO,male
GIUSEPPE,DE GRAZIA,male
DINO,DE POLI,male
UBALDO,DE PONTI,male
FABIANO,DE ZAN,male
ENY NICOLA,DI LISA,male
SEBASTIANO,DI LORENZO,male
BRUNO,CORTI,male
ANNIBALE,FADA,male
GIANCARLO,FERRI,male
BENIAMINO,FINOCCHIARO,male
VITTORIO,GALLUZZI,male
CLAUDIO BRUNO,CORVATTA,male
GIOVANNI,GATTI,male
ENRICO,GHIO,male
GIORGIO,GRANZOTTO,male
GAETANO,ILLUMINATI,male
GIUSEPPE,COSTAMAGNA,male
GIANGIACOMO,LATTANZI,male
LUCIANO,LENTI,male
GIULIO,LEOPARDI DITTAIUTI,male
BRUNO,LEPRE,male
NICOLA,COTECCHIA,male
GIOVANNINO,LORETI,male
FRANCO,LUBERTI,male
NELLO,LUSOLI,male
ATTILIO,MANENTI,male
GIORDANO,MARCHIANI,male
NERI,MARRACCINI,male
RAFFAELE,MASCOLO,male
GIUSEPPE,MATARRESE,male
ITALO,MAZZOLA,male
DARIO,MENGOZZI,male
VITTORIO,NALDINI,male
RENZO,NICOLINI,male
RENATO,OGNIBENE,male
VITTORIO,ORILIA,male
PIETRO,PALA,male
VASCO,PALAZZESCHI,male
TOMASO,PALMIOTTI,male
ENNIO,PALMITESSA,male
FRANCO,PASINI,male
UGO,PERINELLI,male
SERGIO,CUMINETTI,male
MICHELE GAETANO,PIERANGELI,male
CESARE SALVATORE,PIRISI,male
ANTONINO,PISCITELLO,male
PASQUALE,POERIO,male
GIULIO CESARE,POLOTTI,male
VITO,CUSUMANO,male
VITO,RAIA,male
GIUSEPPE,D'ALEMA,male
GIANFRANCO,ROSSINOVICH,male
WALTER,SABADINI,male
MAURO,SANTONI,male
ALDO,D'ALESSIO,male
GIUSEPPE,SASSO,male
EUGENIO,SCALFARI,male
CORRADO,SCARDAVILLA,male
MICHELANGELO,DALL'ARMELLINA,male
MICHELE,SCIANATICO,male
FRANCO,CASTIGLIONE,male
VITTORINO,COLOMBO,male
LUDOVICO,CORRAO,male
FRANCESCO,COSSIGA,male
LUIGI,COVATTA,male
ANTONINO,CUFFARO,male
GERMANO,DE CINQUE,male
LORIS,SCRICCIOLO,male
CESARE,DUJANY,male
MICHELE,FLORINO,male
ELIO,FONTANA,male
GIOVANNI ANGELO,FONTANA,male
ANTONINO,SENESE,male
LUIGI,GRANELLI,male
ANTONIO,GUARRA,male
ENRICO,LA LOGGIA,male
LUCIANO,LAMA,male
FRANCESCO,SOLIANO,male
GIOVANNI,LEONE,male
LUCIO,LIBERTINI,male
ERNESTO,MAGGI,male
CESARE,MARINI,male
GIUSEPPE,SPATARO,male
CARLO,MEROLLI,male
RICCARDO,MINARDO,male
ADALBERTO,MINUCCI,male
ANDREA,PAPINI,male
RICCARDO,PEDRIZZI,male
PASQUALE,SPECCHIO,male
ENRICO,PIANETTA,male
ANGELO,PICANO,male
FLAMINIO,PICCOLI,male
CESARE,POZZO,male
ALDO,PREDA,male
LUIGI,RAMPONI,male
GIOVANNI,RICEVUTO,male
ROLAND,RIZ,male
ETTORE,SPORA,male
CARLO,ROGNONI,male
ETTORE,ROMOLI,male
MAURIZIO,RONCONI,male
SERGIO,ROSSI,male
VINCENZO,RUSSO,male
ANTONIO,SERENA,male
UGO,SPOSETTI,male
VINCENZO,SQUICCIARINI,male
PAOLO EMILIO,TAVIANI,male
GIUSEPPE,VALENTINO,male
LEO,VALIANI,male
GIUSEPPE CARLO FERDINANDO,VEGAS,male
COSIMO,VENTUCCI,male
SAVERIO,VERTONE GRIMALDI,male
GIORGIO,AMENDOLA,male
GIULIANO,ZOSO,male
LUIGI,TAGLIAFERRI,male
FRANCESCO,TAGLIARINI,male
RODOLFO,TAMBRONI ARMAROLI,male
LUIGI,BORSARI,male
ALFONSO,TESAURO,male
KARL,TINZL,male
GIULIO BRUNO,TOGNI,male
GIUSEPPE,TOGNI,male
GIUSTO,TOLLOY,male
MARIO,TOROS,male
ATTILIO,TREBBI,male
BRUNO,TRENTIN,male
GIANNI,USVARDI,male
FERDINANDO,VACCHETTA,male
KARL,VAJA,male
SALVATORE,VALITUTTI,male
DARIO,VALORI,male
DOMENICO,VALORI,male
ATHOS,VALSECCHI,male
ALCIDE,VECCHI,male
GIUSEPPE,VEDOVATO,male
LUIGI,D'ANGELO,male
GIORGIO,VESTRI,male
VITTORIO,VIDALI,male
GAETANO,VIGO,male
FRIEDRICH,VOLGGER,male
LANFRANCO,ZUCALLI,male
FAUSTINO,ZUGNO,male
ROBERTO,CICCIOMESSERE,male
RAFFAELE,CAMBA,male
EMANUELE,TERRANA,male
MASSIMO,ABBATANGELO,male
FABRIZIO,ABBATE,male
GIANCARLO,ABETE,male
SAVERIO,D'AQUINO,male
GUIDO,ALBERINI,male
RAFFAELE,ALLOCCA,male
NATALE,AMODEO,male
SALVATORE,ANDO',male
GIUSEPPE,ANDREOLI,male
LINO,ARMELLIN,male
VITALE,ARTESE,male
BERNARDO,D'AREZZO,male
GIUSEPPE,ASTONE,male
GIACOMO SEBASTIANO,AUGELLO,male
PAOLO,BABBINI,male
NELLO,BALESTRACCI,male
PIERO ANGELO,BALZARDI,male
FRANCO,BASSANINI,male
ANTONIO,D'AURIA,male
GIANCARLO,BINELLI,male
ALFREDO,BIONDI,male
TOMMASO,BISAGNO,male
MARCO,BOATO,male
FELICE,BORGOGLIO,male
FRANCESCO,BRUNI,male
PAOLO,CACCIA,male
DANILO,DE' COCCI,male
CARLO,CASINI,male
CARMELO,CONTE,male
TULLIO,ABELLI,male
FELICE,CONTU,male
COSTANTE,DEGAN,male
SILVANO,COSTI,male
MARIO,DAL CASTELLO,male
GIUSEPPE,DEGENNARO,male
PARIS,DELL'UNTO,male
FRANCESCO,AMODIO,male
ANTONIO,DEL DUCA,male
ENRICO,ERMELLI CUPELLI,male
LUCIANO,FARAGUTI,male
FILIPPO,FIANDROTTI,male
PUBLIO,FIORI,male
DONATO MARIO,DE LEONARDIS,male
LUIGI,FOTI,male
GIORGIO,GANGI,male
RAFFAELE,DELFINO,male
ANDREA,GEREMICCA,male
ALFONSO,GIANNI,male
TARCISIO,GITTI,male
UGO,GRIPPO,male
LIBERO,DELLA BRIOTTA,male
GIUSEPPE,LA GANGA,male
LELIO,LAGORIO,male
CLAUDIO,LENOCI,male
GIUSEPPE,LEONE,male
ANTONINO,MACALUSO,male
RENATO,DELL'ANDRO,male
DINO,MADAUDO,male
VILLER,MANFREDINI,male
CLAUDIO,MARTELLI,male
UGO,MARTINAT,male
ALDO,GREGORELLI,male
MARCELLO,STEFANINI,male
GAETANO,ZANOTTI,male
VINCENZO,LA RUSSA,male
FERDINANDO,MARINELLI,male
ALDO,MASULLO,male
FRANCESCO,MAZZOLA,male
GIORGIO,RUFFOLO,male
RINO,SERRI,male
GIOVANNI,SPADOLINI,male
BRUNO,VISENTINI,male
GIUSEPPE ANTONIO,DAL MASO,male
CARLO ARISTIDE,DAL SASSO,male
FRANCESCO,DE CATALDO,male
ENNIO,D'ANIELLO,male
ALFREDO,ERPETE,male
ANGELO,PEZZANA,male
ALDO,AJELLO,male
ALBERTO,ASOR ROSA,male
PIETRO,BARCELLONA,male
GIULIO,BELLINI,male
ANTONIO,BERNARDI,male
GIOVANNI,BETTINI,male
ILARIO,BIANCO,male
LUIGI,BOGGIO,male
SERGIO,DE CARNERI,male
ITALO,BRICCOLA,male
LUIGI,BUCCICO,male
LUCA,CAFIERO,male
VASCO,CALONACI,male
GIOVANNI,CARAVITA,male
MARIO,CASALINUOVO,male
MARIO,CATALANO,male
GIUSEPPE,CENI,male
GIANNI,CERIONI,male
ENEA,CERQUETTI,male
CARLO,CHIRICO,male
MARCELLO,CRIVELLINI,male
GIOVANNI,CUOJATI,male
ROCCO,CURCIO,male
DOMENICO,DE SIMONE,male
RICCARDO,DI CORATO,male
ARNALDO,DI GIOVANNI,male
ORLANDO,FABBRI,male
ANTONIO,FALCONIO,male
GIORGIO,FERRARI,male
FRANCO,FERRI,male
FRANCESCO,FORTE,male
HUBERT,FRASNELLI,male
BALDASSARRE,FURNARI,male
GIOVANNI,GAITI,male
CARLO,GALANTE GARRONE,male
ALBERTO,GAROCCHIO,male
GIOVANNI,GIUDICE,male
MARIO,GIULIANO,male
GIULIANO,GRADI,male
MICHELE,GRADUATA,male
MARIO BRUNO,LAGANA',male
LODOVICO,LIGATO,male
ROBERTO,LIOTTI,male
FRANCESCO,LODA,male
FRANCESCO,MACIS,male
DOMENICO,MENNITTI,male
FERRUCCIO,DE LORENZO,male
GIOVANNI,MOTETTA,male
GIOVANNI,NONNE,male
ROBERTO,PALLESCHI,male
ANTONIO,PARLATO,male
ANTONIO,DEL PENNINO,male
RENZO,PATRIA,male
GIOVANNI,PELLEGATTA,male
DAMIANO,POTI',male
BENIAMINO,DE MARIA,male
FRANCO,PROIETTI,male
MARIO,RAFFAELLI,male
GIROLAMO,RALLO,male
GIANNI,RAVAGLIA,male
GIUSEPPE,REINA,male
ALDO,RIZZO,male
STEFANO,RODOTA',male
ALBERTO,ROSSI,male
GIUSEPPE,RUBINACCI,male
GIUSEPPE,RUSSO,male
RAFFAELE,RUSSO,male
MAURIZIO,SACCONI,male
ERMIDO,SANTI,male
ERNESTO,DE MARZIO,male
NINO,SOSPIRI,male
VALDO,SPINI,male
TOMASO,STAITI DI CUDDIA DELLE CHIUSE,male
EGIDIO,STERPA,male
DOMENICO,SUSI,male
LUIGI SILVESTRO,ANDERLINI,male
GIANFRANCO,TAGLIABUE,male
GUSTAVO,DE MEO,male
ANTONIO,TANCREDI,male
GIUSEPPE,TATARELLA,male
MASSIMO,TEODORI,male
LUCIANO,VIOLANTE,male
FERRUCCIO,DE MICHIELI VITTURI,male
MICHELE,VISCARDI,male
MICHL,EBNER,male
FAMIANO,CRUCIANELLI,male
LUIGI CIRIACO,DE MITA,male
RICCARDO,RAVAGNAN,male
AGOSTINO,NOVELLA,male
NOVELLO,PALLANTI,male
GIORGIO ANNIBALE,FRANCESCHINI,male
GIORGIO,DE SABBATA,male
ALBERTO,ALESSI,male
FRANCESCO,CORLEONE,male
GIUSEPPE,CALDERISI,male
RENZO,DE VIDOVICH,male
PAOLO,TRINGALI,male
PAOLO ANTONIO MARIO,AGOSTINACCHIO,male
EGIDIO,ALAGNA,male
RENATO,ALPINI,male
NATALINO,DI GIANNANTONIO,male
GIULIANO,AMATO,male
BENIAMINO,ANDREATTA,male
PIERO MARIO,ANGELINI,male
GIANFRANCO,ASTORI,male
FRANCESCO,AULETA,male
LUCIANO,AZZOLINI,male
MICHELE,DI GIESI,male
FRANCESCO,BARBALACE,male
NEDO,BARZANTI,male
PAOLO,BATTISTUZZI,male
LUIGI,BENEVELLI,male
GIOVANNI CARLO,BIANCHINI,male
MARIO VINCENZO,DI GIOIA,male
ANDREA,BONETTI,male
GIANFRANCESCO,BORGHINI,male
RICCARDO,BRUZZANI,male
LUIGI,BULLERI,male
FRANCESCO,CAFARELLI,male
FRANCO,CALAMIDA,male
SEVERINO LUCANO,CANNELONGA,male
MARIO,CAPANNA,male
MILZIADE SILVIO,CAPRILI,male
FILIPPO,CARIA,male
GAETANO,DI LEO,male
GIOVANNI,CARRUS,male
PIER FERDINANDO,CASINI,male
GUGLIELMO,CASTAGNETTI,male
LUIGI,CASTAGNOLA,male
MARIO,CHELLA,male
ANTONIO,CIANCIO,male
GIOVANNI,ANDREONI,male
GRAZIANO,CIOCIA,male
GAETANO,DI MARINO,male
GIOVANNI,COBELLIS,male
SERGIO,COLONI,male
OTTAVIANO,COLZI,male
HUBERT,CORSI,male
GIUSEPPE,CRIPPA,male
FERDINANDO,DI NARDO,male
FRANCESCO,CURCI,male
FLORINDO,D'AIMMO,male
MICHELE,D'AMBROSIO,male
MARIO,D'ACQUISTO,male
FRANCESCO,DE CARLI,male
PAOLO,DEL MESE,male
FRANCESCO,DE LORENZO,male
MARCELLO,DI PUCCIO,male
STEFANO,DE LUCA,male
EMILIO MARIO,DE ROSE,male
GIULIO,DI DONATO,male
PASQUALE,DIGLIO,male
RENATO,DONAZZON,male
GIUSEPPE,DI VAGNO,male
FRANCO,FAUSTI,male
GIOVANNI,FERRARA,male
GIULIO,FERRARINI,male
GIANFRANCO,FINI,male
FILIPPO,FIORINO,male
CARLO,DONAT CATTIN,male
SALVATORE,FORMICA,male
GIANLUIGI,MELEGA,male
ENRICO,MENZIANI,male
GUSTAVO,MINERVINI,male
DOMENICO,NAPOLETANO,male
VITTORIO,OLCESE,male
PIERLUIGI,ONORATO,male
ALESSIO,PASQUINI,male
ALDO,PASTORE,male
GIUSEPPE,PERNICE,male
GIUSEPPE,PIERINO,male
FRANCO,POLITANO,male
SALVATORE,RINDONE,male
FRANCESCO,ROCCELLA,male
RAFFAELLO,RUBINO,male
EDOARDO,SANGUINETI,male
ANGELO,SATANASSI,male
ALESSANDRO,SCAIOLA,male
LEONARDO,SCIASCIA,male
MICHELE,SCOZIA,male
NICOLA,TROTTA,male
ANTONIO,VENTRE,male
GIUSEPPE,VIGNOLA,male
BIAGIO,VIRGILI,male
MARCELLO,ZANFAGNA,male
ANTONIO,ZANFORLIN,male
PAOLO,ZANINI,male
CESARE,ZAPPULLI,male
PIETRO EMILIO ANTONIO,ICHINO,male
ANTONIO,CARPINO,male
PIO,BALDELLI,male
ALDO,GANDOLFI,male
GIUSEPPE,RIPPA,male
LUCA,PAVOLINI,male
RICCARDO,ROMANO,male
LIVIO,BONCOMPAGNI,male
SILVIO,ANTONELLIS,male
ROBERTO,CONFALONIERI,male
ALFREDO,ARPAIA,male
ERCOLIANO,MONESI,male
ERNESTO,DI FRESCO,male
PAOLO,CAVIGLIA,male
GIOVANNI,ALASIA,male
NINO ALBERTO,ARBASINO,male
LUIGI,ARISIO,male
ANDREA,BARBATO,male
ITALO,BECCHETTI,male
VINCENZO,BIANCHI DI LAVAGNA,male
MARIO,BIRARDI,male
ANGELO,BONFIGLIO,male
BRUNO,BOSCO,male
ALFIO,BRINA,male
FERNANDO,DI GIULIO,male
EMANUELE,CARDINALE,male
MICHELE,CIFARELLI,male
PAOLO EMILIO,CIOFI DEGLI ATTI,male
MARIO LUIGI,COLUMBA,male
ALFREDO,COMIS,male
PAOLO,CORREALE,male
GIORGIO,DA MOMMIO,male
FERRUCCIO,DANINI,male
SERGIO,DARDINI,male
MARIO,DI BARTOLOMEI,male
CARLO,DI RE,male
GIUSEPPE,FACCHETTI,male
LUCIANO,FALCIER,male
VINCENZO,FANTO',male
COSTANTINO,FITTANTE,male
GIOVANNI,FORNER,male
ROBERTO,FRANCHI,male
LUCA,BONESCHI,male
LUDOVICO,BOETTI VILLANIS,male
ELIO,GABBUGGIANI,male
GIUSEPPE,GALASSO,male
ISAIA,GASPAROTTO,male
ALESSANDRO,GHINAMI,male
GAETANO,GORGONI,male
LUCIANO,GUERZONI,male
UGO,INTINI,male
ANTONINO,DRAGO,male
SILVIO,LEGA,male
ORESTE,LODIGIANI,male
ANGELO,MANNA,male
ANTONINO,MANNINO,male
AGOSTINO,MARIANETTI,male
FERMO MINO,MARTINAZZOLI,male
BIAGIO,MARZO,male
ETTORE,MASINA,male
SERGIO,MATTARELLA,male
ALTERO,MATTEOLI,male
ANTONIO,MAZZONE,male
GIORGIO,MEDRI,male
LUIGI,DURAND DE LA PENNE,male
SALVATORE,MELELEO,male
SAVINO,MELILLO,male
GIOVANNI,ELKAN,male
ANTONIO,MONTESSORO,male
ANTONIO,MUNDO,male
GIOVANNI,NEGRI,male
RENATO,NICOLINI,male
BENEDETTO VINCENZO,NICOTRA,male
FRANCESCO,NUCARA,male
DANTE ORESTE,ORSENIGO,male
ETTORE,PAGANELLI,male
ERMENEGILDO,PALMIERI,male
ANTONIO,PATUELLI,male
GEROLAMO,PELLICANO',male
EDILIO,PETROCELLI,male
SANTINO,PICCHETTI,male
GABRIELE,PIERMARTINI,male
GIANPAOLO,PILLITTERI,male
MATTEO,PIREDDA,male
FRANCO,PIRO,male
DANILO,POGGIOLINI,male
GIAN GAETANO,POLI,male
ENZO,POLIDORI,male
ALBERTO,PROVANTINI,male
CARMELO,PUJIA,male
NICOLA,QUARTA,male
GIOVANNI BATTISTA,RABINO,male
RENATO,RAVASIO,male
LUCIANO,REBULLA,male
ROMEO,RICCIUTI,male
SILVANO,RIDI,male
LUCIANO,RIGHI,male
LUIGI,RINALDI,male
ROLANDO,ROCCHI,male
DOMENICO,ROMANO,male
GIANNI WILMER,RONZANI,male
GIACOMO,ROSINI,male
FRANCESCO,RUSSO,male
FRANCESCO,RUTELLI,male
GABRIELE,SALERNO,male
FRANCESCO,SAMA',male
SALVATORE,SANFILIPPO,male
MAURO,SANGUINETI,male
BENEDETTO,SANNELLA,male
GIULIO,SANTARELLI,male
FRANCESCO,SAPIO,male
GIUSEPPE,SARETTA,male
GASTONE,SAVIO,male
GUGLIELMO,SCARLATO,male
CARLO,SENALDI,male
MASSIMO,SERAFINI,male
SERGIO,SOAVE,male
PIETRO,SODDU,male
VINCENZO,SORICE,male
GIANFRANCO,SPADACCIA,male
LUCIO,STRUMENDO,male
GIANNI,TAMINO,male
FRANCESCO,TEMPESTINI,male
MARIO,TOMA,male
GIUSEPPE,TORELLI,male
FELICE,TRABACCHI,male
FRANCO,TRAPPOLI,male
GIUSEPPE,VACCA,male
VINCENZO ALFONSO,VISCO,male
VINCENZO,VITI,male
AMEDEO,ZAMPIERI,male
RENATO,ZANGHERI,male
SAVERIO,ZAVETTIERI,male
MICHELE,CIAFARDINI,male
GUIDO,MARTINO,male
MARIO,CAVAGNA,male
LORENZO,CIOCCI,male
GASTONE,PARIGI,male
GIUSEPPE,DEMITRY,male
GIOVANNI BATTISTA,COLUMBU,male
SERGIO AUGUSTO,STANZANI GHEDINI,male
GIANCARLO,GALLI,male
ALBERTO,FERRANDI,male
GIUSEPPE,ABOZZI,male
FLAVIO,ALBIZZATI,male
SALVATORE,ALDISIO,male
EZIO,AMADEO,male
MARIO,FERRARI AGGRADI,male
ALESSANDRO,ARCANGELI,male
TORQUATO,BAGLIONI,male
GIUSEPPE,BAGNERA,male
GIORGIO,BARDANZELLU,male
GIACOMO,BERGAMONTI,male
CARLO,BERTAZZONI,male
GIUSEPPE,BERTI,male
VIRGINIO,BERTINELLI,male
MARIO,BETTINOTTI,male
GIAMBATTISTA,BOSCO LUCARELLI,male
GIACOMO,BRODOLINI,male
PIETRO,BULLONI,male
EDMONDO,CACCURI,male
PIERO,CALAMANDREI,male
PIETRO,CAMPILLI,male
GIUSEPPE,CAPPI,male
BENEDETTO,CARRATELLI,male
GIUSEPPE,CASTELLI AVOLIO,male
MAURO,FERRI,male
LUIGI,CASTIGLIONE,male
ANTONIO,CAVALLI,male
VINCENZO,CECCONI,male
FRANCESCO,CERABONA,male
ROBERTO,CESSI,male
RAFFAELE,CHIAROLANZA,male
GIUSEPPE,CHIOSTERGI,male
ANTONIO,CIFALDI,male
DOMENICO,COGGIOLA,male
CARLO,COLOGNATTI,male
ITALO,CORNIA,male
GASTONE,COSTA,male
ROBERTO,CUZZANITI,male
ANTONIO,DA VILLA,male
RAFFAELE,DE CARO,male
ANTONIO,ALBERTI,male
UGO,DELLA SETA,male
ALBERTO,DE MARTINO,male
FLORESTANO,DI FAUSTO,male
GIUSEPPE,DI VITTORIO,male
FRANCESCO MARIA,DOMINEDO',male
EZIO,DONATINI,male
GIUSEPPE,DOSSETTI,male
DOMENICO,EMANUELLI,male
LUIGI,FACCIO,male
VANNUCCIO,FARALLI,male
ALDO,FASCETTI,male
AGILULFO,CARAMIA,male
DOMENICO,COLASANTO,male
CARLO,FUSARO,male
GIUSEPPE,GATTI,male
SALVATORE,GENOVA,male
CLAUDIO,DONELLI,male
ANTONINO,GERMANA',male
LUIGI,GIOIA,male
ELIO,GIOVANNINI,male
GIOVANNI,GROTTOLA,male
BERNARDINO ALVARO,JOVANNITTI,male
PASQUALE,LOPS,male
ALBERTO,MANCHINU,male
ANGELO,MANCUSO,male
FRANCESCO,DULBECCO,male
ENRICO,MARRUCCI,male
LAMBERTO,MARTELLOTTI,male
MARIO,MELIS,male
LUIGI,MEMMI,male
MARIO,MONDUCCI,male
NICOLA,MONFREDI,male
GIORGIO,NEBBIA,male
ANTONIO,NEGRI,male
ENZO,ERMINERO,male
VALENTINO,PASQUALIN,male
PASQUALE,PERUGINI,male
ATTILIO,ESPOSTO,male
LUCIO,PISANI,male
GIANUGO,POLESELLO,male
FRANCO,EVANGELISTI,male
GUIDO,POLLICE,male
FRANCESCO,FABBRI,male
ADELMO,RICCARDI,male
FEDERICO,RICOTTI,male
STEFANO,ROSSATTINI,male
GIOVANNI,SALATIELLO,male
LUIGI,SANDIROCCO,male
IVO,FAENZI,male
BERNARDO,SANLORENZO,male
RENZO,SANTINI,male
EDMONDO,SASTRO,male
SALVATORE FAUSTO,FAGONE,male
NICOLA,SCAGLIONE,male
GIAMPAOLO,SODANO,male
GIROLAMO,FEDERICI,male
ACHILLE,TRAMARIN,male
CARLO,FELICI,male
EUGENIO,SARLI,male
NICOLA,MANCA,male
LUIGI DINO,FELISETTI,male
TOMMASO,ALIBRANDI,male
ROBERTO,BARONTINI,male
ANTONIO,DE GREGORIO,male
VITO,ANGELINI,male
ALBERTO,FERIOLI,male
MARIO,PINNA,male
BORTOLO,MAINARDI,male
PAOLO,MICOLINI,male
FRANCESCO,QUINTAVALLA,male
ALDO,TENAGLIA,male
ETTORE PALMIRO,PEDRONI,male
ATTILIO,FERRARI,male
ANGIOLO,BANDINELLI,male
GIAMPAOLO,FATALE,male
ANDREA,MANNA,male
ANGELO,TANSINI,male
MARIO,FERRI,male
NICOLA,CRAPSI,male
RENATO,FINELLI,male
AUGUSTO,DE MARSANICH,male
ENRICO,ENDRICH,male
MARIO,FIORET,male
FULVIO,FABBRI,male
ALDO,FEDELI,male
DOMENICO,FERRARA,male
CELESTINO,FERRARIO,male
EMANUELE,FERRARIS,male
PIETRO,FERRERI,male
ANDREA,FINOCCHIARO APRILE,male
GAETANO,FIORENTINO,male
GIUSEPPE,FIRRAO,male
ALBERTO,FOGAGNOLO,male
PIERO,FORNARA,male
ARMANDO,FRESA,male
LUIGI CAMILLO,FUMAGALLI,male
GIUSEPPE,FUSCHINI,male
FRANCESCO,GERACI,male
GIOVANNI,GHIROTTI,male
GUGLIELMO,GHISLANDI,male
GIUSEPPE,GIAMMARCO,male
GUGLIELMO,GIANNINI,male
ALBERTO,GIOVANNINI,male
GIUSEPPE,GIULIETTI,male
PIETRO,GRAMMATICO,male
CANDIDO,GRASSI,male
PAOLO,GRECO,male
UMBERTO,GRILLI,male
OTTO,GUGGENBERG,male
GIUSEPPE,IMPERIALE,male
PASQUALE,IMPROTA,male
PASQUALE,LAGRAVINESE,male
RAFFAELE,LETTIERI,male
GIROLAMO,LI CAUSI,male
ARNALDO,FORLANI,male
PIETRO,LIZIER,male
MARIO,LONGHENA,male
GINO,MACRELLI,male
MARINO,MAGNANI,male
SALVATORE,MANNIRONI,male
ACHILLE,MARAZZA,male
CONCETTO,MARCHESI,male
PASQUALE,MARCONI,male
FRANCESCO,MARINARO,male
ACHILLE,MARZAROTTO,male
GESUMINO,MASTINO,male
OTTAVIO,MASTROJANNI,male
GIUSEPPE,MICHELI,male
GIUSEPPE EMANUELE,MODIGLIANI,male
FRANCESCO,MUSOTTO,male
FRANCO,FOSCHI,male
VIRGILIO,NASI,male
AURELIO,NATOLI LAMANTEA,male
RAFFAELE,NUMEROSO,male
CAMILLO,ORLANDO,male
CARLO,FRACANZANI,male
ACHILLE,PELLIZZARI,male
TOMASO,PERASSI,male
BRUNO,FRACCHIA,male
UMBERTO,PISTOIA,male
GIOVANNI,PONTI,male
ALFREDO,PROIA,male
RENATO,PUOTI,male
GIOACCHINO,QUARELLO,male
QUINTO,QUINTIERI,male
GIUSEPPE GIOVANNI BATTISTA,RAIMONDI,male
VINCENZO,RIVERA,male
FRANCO,FRANCHI,male
