nome,cognome,gender
GIUSEPPE,ROMITA,male
ENRICO,ROSELLI,male
LUIGI RENATO,SANSONE,male
ETTORE,SANTI,male
MARIO,SEGALA,male
ANTONIO,SEGNI,male
ALBINO OTTAVIO,STELLA,male
FERDINANDO,TARGETTI,male
AVENTINO,FRAU,male
TULLIO,TOMBA,male
MARTINO,TRULLI,male
OLINDO,VERNOCCHI,male
OBERDAN,VIGNA,male
BRUNO,VILLABRUNA,male
OLIVIERO,ZUCCARINI,male
GIUSEPPE,ALBERTI,male
GIUSEPPE,AYROLDI CARISSIMO,male
LEONE,AZZALI,male
LEOPOLDO,BARACCO,male
GAETANO,BARBARESCHI,male
ILIO,BARONTINI,male
EZIO,BARTALINI,male
CARLO,BASSANO,male
GIUSEPPE SALVATORE,BELLUSCI,male
ROBERTO,BENCIVENGA,male
TULLIO,BENEDETTI,male
ALBERTO,BERGAMINI,male
BRUNO,BERNABEI,male
FERDINANDO,BERNINI,male
GIOVANNI,BERTINI,male
GIOVANNI BATTISTA,BERTONE,male
ALADINO,BIBOLOTTI,male
RENATO,BITOSSI,male
ALESSANDRO,BOCCONI,male
SEVERINO,BOLOGNESI,male
IVANOE,BONOMI,male
GIULIO,BORDON,male
ILIO,BOSI,male
GIOVANNI,BRASCHI,male
FRANCESCO,BUFFONI,male
GIUSEPPE,BUONOCORE,male
CARLO,CALDERA,male
GIUSEPPE,CANDELA,male
EMILIO,CANEVARI,male
GIUSEPPE,CANEPA,male
GIOVANNI ERNESTO,CAPORALI,male
ALDO,CAPRANI,male
NICOLO',CARANDINI,male
LUIGI,CARBONARI,male
ENRICO,CARBONI,male
CARMELO,CARISTIA,male
LUIGI,CARMAGNOLA,male
GAETANO,CHIARINI,male
GIOVANNI,CIAMPITTI,male
ALBERTO,CIANCA,male
NICOLA,CICCOLUNGO,male
GIOVANNI,GALLONI,male
MARIO,CINGOLANI,male
ORAZIO,CONDORELLI,male
GIOVANNI,CONTI,male
ALFEO,CORASSORI,male
LUIGI,CORAZZIN,male
GIOVANNI,COSATTINI,male
ANTONIO,COSTANTINI,male
AMERIGO,CRISPO,male
BENEDETTO,CROCE,male
ANTONINO,D'AGATA,male
DIEGO,D'AMICO,male
LODOVICO,D'ARAGONA,male
GIOVANNI,DEL CURTO,male
ABDON,MALTAGLIATI,male
PAOLO,DE MICHELIS,male
EDUARDO,DI GIOVANNI,male
LUIGI,EINAUDI,male
GUSTAVO,FABBRI,male
CIPRIANO,FACCHINETTI,male
LUCIANO,FANTONI,male
SILVIO,FANTUZZI,male
GIOVANNI,FARINA,male
ARMANDO,FEDELI,male
GIACOMO,FERRARI,male
GIUSEPPE,FILIPPINI,male
UMBERTO,FIORE,male
DOMENICO,FIORITTO,male
VITTORIO,FLECCHIA,male
GIUSEPPE,FUSCO,male
LUIGI,GASPAROTTO,male
CESARE,GAVINA,male
GALLIANO,GERVASI,male
GUSTAVO,GHIDINI,male
GUIDO,GIACOMETTI,male
MICHELE,GIUA,male
MICHELE,GORTANI,male
ACHILLE,GRANDI,male
RUGGERO,GRIECO,male
GIUSEPPE,GARGANI,male
GIROLAMO,GRISOLIA,male
STEFANO,JACINI,male
ARTURO,LABRIOLA,male
GIOVANNI,LOMBARDI,male
EMIDIO,LOPARDI,male
VIRGILIO MARIO,LUISETTI,male
EMILIO,LUSSU,male
FABRIZIO,MAFFI,male
ELISEO GIOVANNI,MAGRASSI,male
PIETRO,MANCINI,male
FRANCESCO,MARIANI,male
MARIO,MARINA,male
ODDO,MARINELLI,male
CESARE,MASSINI,male
PIETRO,MASTINO,male
NINO,MAZZONI,male
UMBERTO,MERLIN,male
ENRICO,MOLE',male
GUIDO,MOLINELLI,male
RICCARDO,MOMIGLIANO,male
PIERO,MONTAGNANI MARELLI,male
GABRIELE LUIGI,MONTEMARTINI,male
RODOLFO,MORANDI,male
ANTONIO,NEGRO,male
FRANCESCO SAVERIO,NITTI,male
TITO ORO,NOBILI,male
VITTORIO EMANUELE,ORLANDO,male
GIOVANNI,PALLASTRELLI,male
GIUSEPPE,PARATORE,male
FERRUCCIO,PARRI,male
REMO,GASPARI,male
ROSARIO,PASQUALINO VASSALLO,male
RAFFAELE,PASTORE,male
GIACOMO,PELLEGRINI,male
GIOVANNI,PERSICO,male
GIUSEPPE ERNESTO,PIEMONTE,male
FRANCESCO,PONTICELLI,male
GIOVANNI,PORZIO,male
ANTONIO,PRIOLO,male
ALBERTO MARIO,PUCCI,male
VITO,REALE,male
PIER CARLO,RESTAGNO,male
ANTONIO,ROMANO,male
GIUSEPPE,ROSSI,male
GIOVANNI,ROVEDA,male
ALFONSO,RUBILLI,male
BARTOLOMEO,RUINI,male
GIUSEPPE,SAPIENZA,male
MAURO,SCOCCIMARRO,male
PIETRO,SECCHIA,male
CARLO,SFORZA,male
ANTONIO,GAVA,male
NICOLA,SILES,male
ALDO,SPALLICCI,male
VELIO,SPANO,male
VITO MARIO,STAMPACCHIA,male
UMBERTO,TERRACINI,male
TIZIANO,TESSITORI,male
TOMMASO ANGELO,TONELLO,male
DOMENICO,TRIPEPI,male
UMBERTO,TUPINI,male
ALESSANDRO,TURCO,male
GIOVANNI,UBERTI,male
GIUSTINO,VALMARANA,male
EZIO,VANONI,male
DANTE,VERONI,male
GIUSEPPE,VILARDI,male
GUGLIELMO,VISOCCHI,male
FRANCESCO,ZANARDI,male
MARIO,ZOTTA,male
MICHELANGELO,AGRUSTI,male
GIORDANO,ANGELINI,male
GAVINO,ANGIUS,male
ITALO,BARGAGNA,male
SERGIO,ANDREIS,male
CUSTODE,FIORIELLO,male
VITTORIO,FOSSOMBRONI,male
SERGIO,FLAMIGNI,male
CORRADO,GEX,male
LUIGI,ANGRISANI,male
TOMMASO,LEONE-MARCHESANO,male
FILIPPO,LO GIUDICE,male
PIETRO,LOMBARI,male
MICHELE,MAGNO,male
PAOLO,MANUEL GISMONDI,male
LORIS,FORTUNA,male
DOMENICO,MARZI,male
LUIGI,MASINI,male
MARIO,FOSCARINI,male
ENRICO,MATTEI,male
LIONELLO,MATTEUCCI,male
GIOVANNI,MESSE,male
ARTURO,MICHELINI,male
ROBERTO,MIEVILLE,male
UGO GUIDO,MONDOLFO,male
NICOLA,MUSTO,male
ALCEO,NEGRI,male
ADRIANO,OLIVETTI,male
GERMANO,OLLIETTI,male
EDOARDO,ORIGLIA,male
PRIMO ROMOLO,PALENZONA,male
RAFFAELE,PAOLUCCI DI VALMAGGIORE,male
ENRICO,PARRI,male
GEROLAMO LINO,MORO,male
MARIO LAURO,PIETROSANTI,male
STEFANO,REGGIO D'ACI,male
LUIGI,ROCCO,male
NICOLA,ROMEO,male
MARIO,ROVEDA,male
LEOPOLDO,RUBINACCI,male
RAFFAELLO,RUSSO SPENA,male
GIOVANNI,SAMPIETRO,male
SALVATORE,FRASCA,male
GIOVANNI,SCANO,male
AMEDEO,SICA,male
TOMASO,SMITH,male
BRUNO,SPAMPANATO,male
EUGENIO,SPIAZZI,male
RAFFAELE,TERRANOVA,male
UMBERTO,TOMBA,male
GIULIANO,VASSALLI,male
CARLO,VISCHIA,male
ANGELO,VISENTIN,male
FRANCESCO,FROIO,male
MICHELE,VOCINO,male
GIOVANNI BATTISTA,MELIS,male
GIOVANNI,FURIA,male
LEANDRO,FUSARO,male
ANDREA,GALASSO,male
LUIGI MICHELE,GALLI,male
NUNZIO,CAROLEO,male
CARLO ALBERTO,GALLUZZI,male
PIETRO,GAMBOLATO,male
MARIO,GARBI,male
DARIO,ANTONIOZZI,male
MARIO,GARGANO,male
PIERO LUIGI,GASCO,male
ERALDO,GASTONE,male
UMBERTO,GENOVESI,male
MARIO DOMENICO,GEROLIMETTO,male
CORRADO,GRAZIADEI,male
ANTONIO,MAXIA,male
ANTONIO,PAVAN,male
NICOLA,PERROTTI,male
DOMENICO,PETTINI,male
GIORGIO,SPADACCIA,male
GIUSEPPE,AVELLONE,male
ANTONIO,BARGONE,male
LUIGI,BARUFFI,male
ANTONIO,BASSOLINO,male
DANILO,BERTOLI,male
PASQUALINO,BIAFORA,male
MARIO,BIASCI,male
VINCENZO,BINETTI,male
VITO,BONSIGNORE,male
WILLER,BORDON,male
GIANCARLO,BORRA,male
ANTONIO,BRUNO,male
PAOLO,BRUNO,male
ANDREA,BUFFONI,male
GIULIO,CAMBER,male
SALVATORE,CARDINALE,male
PIERLUIGI,CASTAGNETTI,male
LUCIANO EMILIO,CAVERI,male
GIULIANO,CELLINI,male
GIUSEPPE,CERUTTI,male
GIOVANNI,CERVETTI,male
VINCENZO,CIABARRI,male
FRANCO,CILIBERTI,male
TANCREDI,CIMMINO,male
ANTONIO,GIOLITTI,male
CESARE,CURSI,male
MASSIMO,D'ALEMA,male
SALVATORE,D'ALIA,male
CARLO,D'AMATO,male
STELIO,DE CAROLIS,male
SERGIO,DE JULIO,male
MAURO,DEL BUE,male
GIOVANNI,DI PIETRO,male
FERDINANDO,FACCHIANO,male
LUIGI,FARACE,male
LINO OSVALDO,FELISSARI,male
WILMO,FERRARI,male
PIETRO,FOLENA,male
FRANCESCO,FORLEO,male
ROBERTO,FORMIGONI,male
ANDREA SERGIO,GARAVINI,male
LUCIANO,GELPI,male
GIORGIO,GHEZZI,male
SETTIMO,GOTTARDO,male
RENATO,GRILLI,male
SALVATORE,GRILLO,male
FELICE,IOSSA,male
FERDINANDO,LATTERI,male
RANIERO LUIGI,LA VALLE,male
GIUSEPPE,LEONI,male
ANTONIO,LIA,male
AGAZIO,LOIERO,male
RENZO,LUSETTI,male
GIACOMO,MACCHERONI,male
GERMANO,MARRI,male
MASSIMO,MASSANO,male
PIER LUIGI,BERSANI,male
RAFFAELE,MASTRANTUONO,male
ENRICO,LETTA,male
DOMENICO,MINNITI,male
VANNINO,CHITI,male
IVO,COLLE',male
RICCARDO,ILLY,male
GIOVANNI,KESSLER,male
VANNI,LENNA,male
ALESSANDRO,MARAN,male
DANILO,MORETTI,male
GIUSEPPE FERRUCCIO,SARO,male
ALBERTO,STRAMACCIONI,male
GABRIELE,ALBONETTI,male
ALDO,BRANCHER,male
FEDERICO,BRICOLO,male
MAURO,BULGARELLI,male
FRANCESCO,CATANOSO GENOESE,male
MICHELE,COSSA,male
GIANPIERO,D'ALIA,male
RAFFAELLO,DE BRASI,male
REMO,DI GIANDOMENICO,male
GIOVANNI,DIDONE',male
FILIPPO MARIA,DRAGO,male
GIUSEPPE,DRAGO,male
FABIO,FATUZZO,male
DARIO,FRANCESCHINI,male
GIUSEPPE,GIANNI,male
RODOLFO,GIGLI,male
ALFIERO,GRANDI,male
UGO MARIA GIANFRANCO,GRIMALDI,male
GIULIO ANTONIO,LA STARZA,male
LUCA,MARCORA,male
PIETRO,MAURANDI,male
GIOVANNI,MAURO,male
ANTONIO,MEREU,male
MARCELLO,MEROI,male
GIUSEPPE,NARO,male
ITALICO,PERLINI,male
MASSIMO,POLLEDRI,male
RICCARDO,RICCIUTI,male
ROBERTO,RUTA,male
ALFREDO,SANDRI,male
GIULIO,SANTAGATA,male
BENITO,SAVO,male
COSIMO GIUSEPPE,SGOBIO,male
ANTONINO,STRANO,male
PIERANTONIO,ZANETTIN,male
GIOVANNI,BELLINI,male
LUCA,BELLOTTI,male
ANGELO,BOTTINO,male
GIUSEPPE,CAMINITI,male
ROBERTO,CARUSO,male
GIORGIO,CONTE,male
GIANFRANCO,COZZI,male
CESARE,ERCOLE,male
VITTORIO EMANUELE,FALSITTA,male
GIUSEPPE,FANFANI,male
MARCO,FILIPPESCHI,male
ALBERTO,FLUVI,male
CLAUDIO,FRANCI,male
GIUSEPPE,GERACI,male
NICCOLO',GHEDINI,male
FRANCO,GROTTO,male
GIOVANNI,JACINI,male
ANDREA,LULLI,male
GRAZIANO,MAZZARELLO,male
LUIGI GIUSEPPE,MEDURI,male
ROLANDO,NANNICINI,male
ANDREA GIORGIO FELICE MARIA,ORSINI,male
DOMENICO,PAPPATERRA,male
GIANCARLO,PITTELLI,male
MICHELE,RANIELI,male
ERMETE,REALACCI,male
MAURIZIO,SAIA,male
GIANNI FRANCESCO,MATTIOLI,male
BRUNO,ANTONUCCI,male
PIETRO,BATTAGLIA,male
ALBERTO,BERTUZZI,male
MICHELE,BOATO,male
BENITO  MARIO,BORTOLAMI,male
MARIO,BRANCACCIO,male
GIUSEPPE,BRESCIA,male
ARNALDO,BRUNETTO,male
GIOVANNI BATTISTA,BRUNI,male
VINCENZO,BUONOCORE,male
RENATO,CAPACCI,male
GIORGIO,CARDETTI,male
ANTONIO,CEDERNA,male
FULVIO,CEROFOLINI,male
GIANLUIGI,CERUTI,male
ROSARIO,CHIRIANO,male
FRANCESCO,CICERONE,male
VINCENZO,CICONTE,male
CARLO ALBERTO,CIOCCI,male
LUIGI,CIPRIANI,male
SALVATORE,CIVITA,male
ALESSANDRO,COSTA,male
UGO,CRESCENZI,male
PAOLO,CRISTONI,male
AMEDEO,D'ADDARIO,male
GUIDO,D'ANGELO,male
ALESSANDRO,DUCE,male
LUIGI,FIRPO,male
MARIO,FRASSON,male
MICHELE,GALANTE,male
GIUSEPPE,GUARINO,male
GIANNI,LANZINGER,male
GIUSEPPE,LAVORATO,male
GIOVANNI BATTISTA,LOI,male
GIUSEPPE,LUCENTI,male
GIUSEPPE,MANGIAPANE,male
GIOVANNI,MANZOLINI,male
PAOLO,MARTUSCELLI,male
ANTONIO,MASTROGIACOMO,male
GIOVANNI,GIADRESCO,male
GABRIELE,GIANNANTONI,male
MARIO,GIANNINI,male
ARNALDO,ARMANI,male
LUIGI,GIGLIA,male
GIOVANNI,GIOIA,male
ALBERTO,GIOMO,male
ALESSANDRO,GIORDANO,male
ALFREDO,GIOVANARDI,male
ROBERTO,GIOVANNINI,male
LUIGI,GIRARDIN,male
EPIFANIO CATALDO,GIUDICEANDREA,male
PAOLO,DE CASTRO,male
GIUSEPPE,GRAMEGNA,male
ANTONIO GIUSEPPE MARIA,VERRO,male
MARINO,ZORZATO,male
MASSIMO,ZUNINO,male
ANDREA,ANNUNZIATA,male
ANTONIO,BARBIERI,male
LUIGI,BORRELLI,male
FRANCESCO,BRUSCO,male
VINCENZO,CANELLI,male
GIOVANNI,CARBONELLA,male
MASSIMO,CIALENTE,male
EDMONDO,CIRIELLI,male
GENNARO,CORONELLA,male
NICOLA,CRISCI,male
ALESSANDRO,DE FRANCISCIS,male
RODOLFO,DE LAURENTIIS,male
VINCENZO,DE LUCA,male
CARMINE,DEGENNARO,male
GREGORIO,DELL'ANNA,male
RAFFAELE,DI GIOIA,male
VINCENZO,FASANO,male
GIUSEPPE,GALLO,male
AURELIO,GIRONDA VERALDI,male
BARBATO,IANNUZZI,male
LUIGI,LAZZARI,male
GIUSEPPE,LEZZA,male
UGO,LISI,male
ARNALDO,MARIOTTI,male
GUIDO,MILANESE,male
LORENZO,MONTECUOLLO,male
ANTONIO,ORICCHIO,male
LUIGI,PEPE,male
DONATO,PIGLIONICA,male
NICOLA,ROSSI,male
PAOLO,SANTULLI,male
LUCIANO MARIO,SARDELLI,male
DOMENICANTONIO,SPINA DIANA,male
PIETRO,SQUEGLIA,male
GIUSEPPE,TARANTINO,male
MICHELE,TUCCI,male
PASQUALE,VIESPOLI,male
ACHILLE,VILLANI MIGLIETTA,male
FRANCO,ANGIONI,male
DIEGO,CAMMARATA,male
VITTORIO MICHELE,CRAXI,male
NICOLO',CRISTALDI,male
GUIDO,CROSETTO,male
GIUSEPPE,FALLICA,male
DANIELE,GALLI,male
GIORGIO,GALVAGNO,male
GIANNI,MANCUSO,male
GIUSEPPE FRANCESCO MARIA,MARINELLO,male
RICCARDO,MILANA,male
VINCENZO,MILIOTO,male
ANTONINO,MORMINO,male
DONATO RENATO,MOSELLA,male
NICOLO',NICOLOSI,male
MARIO,PEPE,male
FRANCESCO SAVERIO,ROMANO,male
ANTONIO,RUGGHIA,male
GIUSEPPE,SCALIA,male
PIETRO PAOLO IGNAZIO,TESTONI,male
PIETRO,TIDEI,male
WALTER,TOCCI,male
GIACOMO ANGELO ROSARIO,VENTURA,male
VALTER,ZANETTA,male
CIRO,ALFANO,male
GIOACCHINO,ALFANO,male
CIRO,BORRIELLO,male
ENRICO,BUEMI,male
ANTONIO,CAPUANO,male
MAURO,CHIANALE,male
MARCO,CICALA,male
CIRO,FALANGA,male
SERGIO,IANNUCCILLI,male
RICCARDO,MARONE,male
OSVALDO,NAPOLI,male
BENEDETTO,NICOTRA,male
ALBERTO,NIGRA,male
ANTONIO,RUSSO,male
MARCELLO,TAGLIALATELA,male
RICCARDO,VILLARI,male
EMERENZIO,BARBIERI,male
LUIGI,CASERO,male
ANDREA RAFFAELE,DI TEODORO,male
PIERFRANCESCO EMILIO ROMANO,GAMBA,male
ANGELO MICHELE,IORIO,male
FABIO STEFANO,MINOLI ROTA,male
GIULIO,SCHMIDT,male
CARLO,TAORMINA,male
CLAUDIO,AZZOLINI,male
GIANFRANCO,BLASI,male
GIUSEPPE,MATULLI,male
GIOVANNI MARIO SALVINO,BURTONE,male
GIUSEPPE,CALDAROLA,male
BATTISTA,CALIGIURI,male
ANDREA,COLASIO,male
ROBERTO,DAMIANI,male
DOMENICO,DI VIRGILIO,male
GIUSEPPE MASSIMO,FERRO,male
GIANSTEFANO,FRIGERIO,male
FRANCO,GRILLINI,male
GIOVANNI,LOLLI,male
GIACOMO,MANCINI,male
GONARIO,NIEDDU,male
ALDO,PERROTTA,male
DENIS,VERDINI,male
GUIDO WALTER CESARE,VICECONTE,male
SALVATORE,ADDUCE,male
MARCO,AIRAGHI,male
ANGELINO,ALFANO,male
GIANANTONIO,ARNOLDI,male
SANDRO,BONDI,male
CESARE,CAMPA,male
RICCARDO,CONTI,male
GIUSEPPE,COSSIGA,male
LUIGI,D'AGRO',male
MAURIZIO,FISTAROL,male
GREGORIO,FONTANA,male
RENATO,GALEAZZI,male
FABIO,GARAGNANI,male
GIORGIO,LAINATI,male
IVANO,LECCISI,male
MAURIZIO,LEO,male
MARCO,LION,male
MAURIZIO ENZO,LUPI,male
LUIGI,MANINETTI,male
MARCELLO,PACINI,male
NITTO FRANCESCO,PALMA,male
ANTONIO,PALMIERI,male
MAURIZIO,PANIZ,male
MARIO,PESCANTE,male
ANTONIO,POTENZA,male
GIUSEPPE,ROMELE,male
ANDREA,RONCHI,male
ORLANDO,RUGGIERI,male
ANTONIO,RUSCONI,male
STEFANO,SAGLIA,male
ITALO,SANDI,male
GIANPIETRO,SCHERINI,male
MARCO,STRADIOTTO,male
MICHELE,VIANELLO,male
FRANCESCO,ZAMA,male
EGIDIO,BANTI,male
EOLO GIOVANNI,PARODI,male
ALBERTO,ARRIGHI,male
CARMELO,BRIGUGLIO,male
ENZO,CARRA,male
AGOSTINO,GHIGLIA,male
ROBERTO,GIACHETTI,male
DONATO,LAMORTE,male
PIERLUIGI,MANTINI,male
ANDREA,MARTELLA,male
ERMINIO ANGELO,QUARTIANI,male
ENZO,RAISI,male
ITALO,TANONI,male
FRANCESCO,TOLOTTI,male
FABIO,BARATELLA,male
MAURO,BETTA,male
GABRIELE,BOSCETTO,male
MILOS,BUDIN,male
GIUSEPPE,CONSOLO,male
LEOPOLDO,DI GIROLAMO,male
LUIGI,FABBRI,male
GAETANO,FASOLINO,male
ALESSANDRO,FORLANI,male
EGIDIO LUIGI,PONZO,male
ANDREA,RIGONI,male
ALEANDRO,LONGHI,male
ANTONIO,ROTONDO,male
GIUSEPPE,RUVOLO,male
ROBERTO,SALERNO,male
EGIDIO ENRICO,PEDRINI,male
FULVIO,TESSITORE,male
PAOLO,GENTILONI SILVERI,male
SANTINO ADAMO,LODDO,male
PIETRO,CANNELLA,male
TOMMASO,CORSINI,male
ROBERTO,ULIVI,male
PAOLO,UGGE',male
ETTORE,ROSATO,male
ELIO,MENSURATI,male
GIAN LUIGI,BOIARDI,male
MAURO MARIA,MARINO,male
ALBERTO,MICHELINI,male
ROBERTO,ZACCARIA,male
ANTONELLO,GIACOMELLI,male
SERGIO ANTONIO,D'ANTONI,male
ROBERTO,COTA,male
SILVANO,MOFFA,male
MASSIMO,DONADI,male
LUIGI,MOMBELLI,male
LUCIANO,PETTINARI,male
GIOVANNI,RAINISIO,male
PAOLO,DALLE FRATTE,male
RICCARDO,TAMBURRO,male
MICHELE,ZUIN,male
NICODEMO NAZZARENO,OLIVERIO,male
MICHELE POMPEO,META,male
ANTONIO,MAROTTA,male
FABIO,RAMPELLI,male
ROBERTO ROLANDO,NICCO,male
MAURO,PILI,male
LORENZO,CESA,male
EMANUELE,SANNA,male
PAOLO,FADDA,male
GIACOMO,BEZZI,male
RICARDO FRANCO,LEVI,male
FLAVIO,PERTOLDI,male
RENZO,TONDO,male
ENRICO,FARINONE,male
EMANUELE,FIANO,male
AUGUSTO,ROCCHI,male
PAOLO,GRIMOLDI,male
GIAMPIERO,CATONE,male
PIERANGELO,FERRARI,male
ANTONIO,MISIANI,male
ANDREA,ORLANDO,male
ROMOLO,BENVENUTO,male
GIOVANNI,SANGA,male
DANIELE,MARANTELLI,male
CARLO,CICCIOLI,male
REMIGIO,CERONI,male
MASSIMO,VANNUCCI,male
FABRIZIO,MORRI,male
ORIANO,GIOVANELLI,male
CLAUDIO,MADERLONI,male
VITO,LI CAUSI,male
ANGELO MARIA ROSARIO,LOMAGLIO,male
CARMELO,LO MONTE,male
ANGELO,CAPODICASA,male
IVANO,MIGLIOLI,male
MAINO,MARCHI,male
ANTONIO,LA FORGIA,male
GIULIANO,PEDULLI,male
SERGIO,GENTILI,male
GIUSEPPE,CHICCHI,male
SANDRO,BRANDOLINI,male
PAOLO,MONELLO,male
GIOVANNI,VERNETTI,male
DINO,MAZZA,male
FILIPPO,AMEDEO,male
PIETRO PAOLO,MENZIETTI,male
GIAN STEFANO,MILANI,male
STEFANO,ZARA,male
MASSIMO,TEDESCHI,male
LORENZO EMILIO,RIA,male
ANDREA,MITOLO,male
DOMENICO,MODUGNO,male
ALBERTO,MONACI,male
MASSIMILIANO,DE SENEEN,male
ROBERTO,ANTONIONE,male
MARIO,CAVALLARO,male
AMEDEO,CICCANTI,male
ANIELLO,FORMISANO,male
ANTONIO,GAGLIONE,male
PAOLO,GUZZANTI,male
GIUSEPPE,SCALERA,male
DOMENICO,SUDANO,male
PIETRO,LUNARDI,male
LUCIO,STANCA,male
FRANCESCO,MORO,male
GIOVANNI,LEGNINI,male
BALDASSARE,ARMATO,male
ERMANNO,VICHI,male
FRANCESCO,FERRARA,male
ANGELO,ALESSANDRI,male
MARCO,MARTINELLI,male
FRANCO,CECCUZZI,male
GIANPIERO,BOCCI,male
GINO,CAPOTOSTI,male
ANTONIO,RAZZI,male
MASSIMO,ROMAGNOLI,male
GUGLIELMO,PICCHI,male
FRANCO ADDOLORATO GIACINTO,NARDUCCI,male
ARNOLD,CASSOLA,male
GIOVANNI,FARINA,male
GIUSEPPE,ANGELI,male
RICARDO ANTONIO,MERLO,male
SALVATORE,FERRIGNO,male
GINO,BUCCHINO,male
MARCO,FEDI,male
SALVATORE,MARGIOTTA,male
LANFRANCO,TENAGLIA,male
DANTE,D'ELPIDIO,male
PAOLO,GAMBESCIA,male
LIONELLO,COSENTINO,male
WLADIMIRO,GUADAGNO,male
SALVATORE,CANNAVO',male
ADRIANO,MUSI,male
COSTANTINO,BOFFA,male
FRANCESCO,LARATTA,male
FRANCESCO SAVERIO,CARUSO,male
GIUSEPPE,MORRONE,male
PASQUALINO,GIUDITTA,male
CESARE,DAMIANO,male
SESTINO,GIACOMONI,male
GIORGIO,SIMEONI,male
MASSIMO,NARDI,male
MARIO,LOVELLI,male
MASSIMO,FIORIO,male
ENRICO,COSTA,male
VLADIMIRO,CRISAFULLI,male
FELICE,BELISARIO,male
NICOLA,LEANZA,male
FRANCESCO SAVERIO,GAROFANI,male
ANGELO,ZUCCHI,male
GIANFRANCO,BURCHIELLARO,male
FRANCESCO,ADENTI,male
MAURIZIO,BERNARDO,male
RAFFAELE,FITTO,male
SIMEONE,DI CAGNO ABBRESCIA,male
GIUSEPPE MARIA,REINA,male
PIETRO,FRANZOSO,male
ANTONIO,SATTA,male
VALENTINO,VALENTINI,male
ROCCO,PIGNATARO,male
MICHELE,BORDO,male
GEROLAMO,GRASSI,male
KHALED FOUAD BOUMEDIENE,ALLAM,male
LUDOVICO,VICO,male
SALVATORE,TOMASELLI,male
PAOLO,AFFRONTI,male
GIUSEPPE,DE CRISTOFARO,male
GIAN LUIGI,PEGOLO,male
MICHELE,PISACANE,male
GIANCARLO,LAURINI,male
SILVIO EMILIO,SIRCANA,male
PIETRO,MARCENARO,male
BENEDETTO,DELLA VEDOVA,male
ALESSANDRO,NACCARATO,male
GIAMPAOLO,FOGLIARDI,male
LEONE PIETRO ANTONIO,ZAPPIA,male
FRANCESCO,DE LUCA,male
DOMENICO,NANIA,male
GIANFRANCO,NAPPI,male
CARMINE,NARDONE,male
GIORGIO,OPPI,male
LUIGI,COGODI,male
NICOLA,TRANFAGLIA,male
ELIA,VACCA,male
MARCO,CALGARO,male
MASSIMO SAVERIO ENNIO,FUNDARO',male
MARIO,BARBI,male
FRANCESCO,PIRO,male
PAOLO,FERRERO,male
LUIGI,FEDELE,male
NICOLA,ADAMO,male
SALVATORE,MAZZARACCHIO,male
ANTONIO,BUONFIGLIO,male
SALVATORE,GRECO,male
DANIELE,CAPEZZONE,male
DOMENICO,ZINZI,male
ORAZIO ANTONIO,LICANDRO,male
GIUSEPPE,TREPICCIONE,male
RAFFAELE,AURISICCHIO,male
FRANCESCO,FORGIONE,male
SALVATORE,IACOMINO,male
SILVIO,CRAPOLICCHIO,male
ARTURO,SCOTTO,male
MAURIZIO,TURCO,male
BRUNO,CESARIO,male
SERGIO,D'ELIA,male
CAMILLO,PIAZZA,male
ANGELO,PIAZZA,male
ANTONIO,VERINI,male
MAURIZIO,ACERBO,male
MASSIMILIANO,SMERIGLIO,male
RAPISARDO,ANTINUCCI,male
ANGELO,BONELLI,male
ALI',KHALIL,male
LUIGI,CANCRINI,male
IACOPO,VENIER,male
LUCIANO,ROSSI,male
ANTONELLO,IANNARILLI,male
ARMANDO,DIONISI,male
SIMONE,BALDELLI,male
AMERICO,PORFIDIA,male
MARCO,BELTRANDI,male
FERDINANDO BENITO,PIGNATARO,male
ANDREA,RICCI,male
PAOLO,CACCIARI,male
MARCO,CAPPATO,male
FRANCESCO MARIA,GIRO,male
RODOLFO GIULIANO,VIOLA,male
GIORGIO,CALO',male
CARLO,MONGUZZI,male
SERGIO,OLIVIERI,male
FEDERICO,TESTA,male
VITTORIO,ADOLFO,male
EUGENIO,MINASSO,male
ROBERTO,SOFFRITTI,male
GIORGIO,HOLZMANN,male
GIAN LUCA,GALLETTI,male
SERGIO,PIZZOLANTE,male
GIOVANNI,PAGLIARINI,male
MARIO,RICCI,male
LUCIANO,D'ULIZIA,male
PIETRO,MARCAZZAN,male
ALBERTO,BURGIO,male
SANDRO,GOZI,male
IVANO,STRIZZOLO,male
ANTONIO,BORGHESI,male
LEONARDO,MARTINELLO,male
ANGELO,COMPAGNON,male
GIUSEPPE,ASTORE,male
DANIELE,FARINA,male
FRANCESCO,PROIETTI COSIMI,male
CARLO,COSTANTINI,male
GIUSEPPE,OSSORIO,male
LUCIO,BARANI,male
TOMMASO,PELLEGRINO,male
STEFANO,ALLASIA,male
COSIMO,MELE,male
FRANCESCO,NAPOLETANO,male
ENRICO,MONTANI,male
DOMENICO,LOMELO,male
AURELIO SALVATORE,MISITI,male
MASSIMO,GARAVAGLIA,male
LORENZO,BODEGA,male
GIOVANNI,FAVA,male
SALVATORE,RAITI,male
MAURIZIO,FUGATTI,male
FEDERICO,PALOMBA,male
ALBERTO,FILIPPI,male
MARCO,POTTINO,male
GIANLUCA,PINI,male
VINCENZO,OLIVA,male
GIUSEPPE,FINI,male
GENNARO,MIGLIORE,male
