nome,cognome,gender,legislatura
VINCENZO,CORGHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
DINO,DE POLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
UBALDO,DE PONTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIUSEPPE,CORTESE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
SALVATORE,DI BENEDETTO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ENY NICOLA,DI LISA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
BRUNO,CORTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIANCARLO,FERRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIUSEPPE,FRACASSI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIOVANNI,GATTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GUIDO,GONELLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIORGIO,GRANZOTTO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIANGIACOMO,LATTANZI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
LUCIANO,LENTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
BRUNO,LEPRE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ALDO,AMADEO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCO,LUBERTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
BENEDETTO,COTTONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
NERI,MARRACCINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RAFFAELE,MASCOLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ITALO,MAZZOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
DARIO,MENGOZZI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ALFREDO,COVELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
BENEDETTO,CRAXI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
PIETRO,NENNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RENZO,NICOLINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RENATO,OGNIBENE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
VITTORIO,ORILIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
TOMASO,PALMIOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ENNIO,PALMITESSA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCO,PASINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
NARCISO FRANCO,PATRINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIUSEPPE,PELLEGRINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
IGNAZIO,PIRASTU,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
CESARE SALVATORE,PIRISI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ANTONINO,PISCITELLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIULIO CESARE,POLOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
VITO,CUSUMANO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIUSEPPE,D'ALEMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIANFRANCO,ROSSINOVICH,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
WALTER,SABADINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
MAURO,SANTONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ALDO,D'ALESSIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIOVANNI BATTISTA,SCAGLIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
EUGENIO,SCALFARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
CORRADO,SCARDAVILLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
MICHELANGELO,DALL'ARMELLINA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
MICHELE,SCIANATICO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCESCO,DE MARTINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ANTONINO,SENESE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
LUIGI,GRANELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIUSEPPE,AMADEI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
FRANCESCO,COMPAGNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
FRANCO,CONCAS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ADRIANO,CIAFFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
DOMENICO,CONTE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
RENATO,CORA',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VITO,DAMICO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VINCENZO,CORGHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIUSEPPE,CORTESE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
BRUNO,CORTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
CLAUDIO BRUNO,CORVATTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIUSEPPE,COSTAMAGNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ALDO,AMADEO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
NICOLA,COTECCHIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
BENEDETTO,COTTONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ALFREDO,COVELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
BENEDETTO,CRAXI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
SERGIO,CUMINETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VITO,CUSUMANO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIUSEPPE,D'ALEMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ALDO,D'ALESSIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
MICHELANGELO,DALL'ARMELLINA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
FRANCO,CASTIGLIONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VITTORINO,COLOMBO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
FRANCESCO,DE MARTINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIOVANNI ANGELO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
LUIGI,GRANELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIUSEPPE,AMADEI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
FRANCESCO,COMPAGNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
RENATO,CORA',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
VINCENZO,CORGHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
GIUSEPPE,COSTAMAGNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
ALFREDO,COVELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
BENEDETTO,CRAXI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
SERGIO,CUMINETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
GIUSEPPE,D'ALEMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
ALDO,D'ALESSIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
FRANCO,CASTIGLIONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
ANTONINO,CUFFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
GERMANO,DE CINQUE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
FRANCESCO,DE MARTINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
GIOVANNI ANGELO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
LUIGI,GRANELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
GIUSEPPE,AMADEI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
RENATO,CORA',male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
BRUNO,CORTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
GIUSEPPE,COSTAMAGNA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
BENEDETTO,CRAXI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
SERGIO,CUMINETTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
VITO,CUSUMANO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
GIUSEPPE,D'ALEMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
FRANCO,BONFERRONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
FRANCESCO,COSSIGA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
LUIGI,COVATTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
ANTONINO,CUFFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
GERMANO,DE CINQUE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
FRANCESCO,DE MARTINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
CESARE,DUJANY,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
ELIO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
GIOVANNI ANGELO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_08
ADRIANO,CIAFFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
ADRIANO,CIAFFI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
BRUNO,CORTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
BENEDETTO,CRAXI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
FRANCO,BONFERRONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
ANTONINO,CUFFARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
CESARE,DUJANY,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
BRUNO,FERRARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
MICHELE,FLORINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
GIOVANNI ANGELO,FONTANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_09
LUIGI,D'AMATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
BENEDETTO,CRAXI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
ADOLFO LORIS,CRISTOFORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
ADOLFO,SARTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
GIULIO,ANDREOTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
FRANCO,BONFERRONI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
BRUNO,FERRARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
FILIPPO,DI FILIPPO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GIOVANNI,MANTOVANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
ENZO,SANTARELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIOVANNI,GEI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_10
GIOVANNI,LEONE,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
GIUSEPPE,SPATARO,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
LEO,VALIANI,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
GIUSEPPE,TOGNI,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
GAETANO,VIGO,male,http://dati.camera.it/ocd/legislatura.rdf/costituente
GIOVANNI,LEONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
GIUSEPPE,SPATARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
ALFONSO,TESAURO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
GIUSEPPE,TOGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
GIUSTO,TOLLOY,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
ATHOS,VALSECCHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
GAETANO,VIGO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
FRIEDRICH,VOLGGER,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
DANILO,DE' COCCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_01
GIOVANNI,LEONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GIUSEPPE,SPATARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
CESARE,POZZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
ALFONSO,TESAURO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
KARL,TINZL,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GIUSEPPE,TOGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GIUSTO,TOLLOY,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
ATHOS,VALSECCHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GIUSEPPE,VEDOVATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
GAETANO,VIGO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
DANILO,DE' COCCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_02
ANTONIO,GUARRA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
LUCIANO,LAMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
LUCIANO,LAMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
FRANCESCO,SOLIANO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIOVANNI,LEONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIUSEPPE,SPATARO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
ROLAND,RIZ,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
VINCENZO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
ALFONSO,TESAURO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIULIO BRUNO,TOGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIUSEPPE,TOGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
ATTILIO,TREBBI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
FERDINANDO,VACCHETTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
DARIO,VALORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
ATHOS,VALSECCHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIUSEPPE,VEDOVATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
GIORGIO,VESTRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
VITTORIO,VIDALI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
FAUSTINO,ZUGNO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
BERNARDO,D'AREZZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
DANILO,DE' COCCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
FRANCESCO,AMODIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
DONATO MARIO,DE LEONARDIS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
RAFFAELE,DELFINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_03
ANTONIO,GUARRA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
LUCIANO,LAMA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCESCO,SOLIANO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
GIOVANNI,LEONE,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
ETTORE,SPORA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
VINCENZO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
LUIGI,TAGLIAFERRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
RODOLFO,TAMBRONI ARMAROLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
LUIGI,BORSARI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
ALFONSO,TESAURO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
GIUSEPPE,TOGNI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
BRUNO,TRENTIN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
GIANNI,USVARDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
KARL,VAJA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
SALVATORE,VALITUTTI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
DARIO,VALORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
GIUSEPPE,VEDOVATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
GIORGIO,VESTRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
LANFRANCO,ZUCALLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
FAUSTINO,ZUGNO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
BERNARDO,D'AREZZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
DANILO,DE' COCCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
TULLIO,ABELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
COSTANTE,DEGAN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
FRANCESCO,AMODIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
DONATO MARIO,DE LEONARDIS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
RAFFAELE,DELFINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
LIBERO,DELLA BRIOTTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
RENATO,DELL'ANDRO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_04
ANTONIO,GUARRA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
LUCIO,LIBERTINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
PASQUALE,SPECCHIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ROLAND,RIZ,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ETTORE,SPORA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
VINCENZO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
VINCENZO,SQUICCIARINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
LUIGI,TAGLIAFERRI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCESCO,TAGLIARINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RODOLFO,TAMBRONI ARMAROLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
MARIO,TOROS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIANNI,USVARDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
DOMENICO,VALORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ALCIDE,VECCHI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
GIUSEPPE,VEDOVATO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
LUIGI,D'ANGELO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RAFFAELE,CAMBA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
EMANUELE,TERRANA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
SAVERIO,D'AQUINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RAFFAELE,ALLOCCA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
BERNARDO,D'AREZZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ANTONIO,D'AURIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ALFREDO,BIONDI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
DANILO,DE' COCCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
TULLIO,ABELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
COSTANTE,DEGAN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
FRANCESCO,AMODIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ANTONIO,DEL DUCA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
DONATO MARIO,DE LEONARDIS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RAFFAELE,DELFINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
LIBERO,DELLA BRIOTTA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
RENATO,DELL'ANDRO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_05
ANTONIO,GUARRA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_07
FERDINANDO,MARINELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ALDO,MASULLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
FRANCESCO,MAZZOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
FLAMINIO,PICCOLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ROLAND,RIZ,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
VINCENZO,RUSSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
PAOLO EMILIO,TAVIANI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
BRUNO,VISENTINI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIORGIO,AMENDOLA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
GIUSEPPE ANTONIO,DAL MASO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
CARLO ARISTIDE,DAL SASSO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
DOMENICO,VALORI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
LUIGI,D'ANGELO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ENNIO,D'ANIELLO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
SAVERIO,D'AQUINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
RAFFAELE,ALLOCCA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
BERNARDO,D'AREZZO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ANTONIO,D'AURIA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
SERGIO,DE CARNERI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
DANILO,DE' COCCI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
TULLIO,ABELLI,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
COSTANTE,DEGAN,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
FRANCESCO,AMODIO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
ANTONIO,DEL DUCA,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
DONATO MARIO,DE LEONARDIS,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
RAFFAELE,DELFINO,male,http://dati.camera.it/ocd/legislatura.rdf/repubblica_06
