gender,legislatura,Persona
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Francesco_Musotto
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Virgilio_Nasi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Aurelio_Natoli_Lamantea
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Raffaele_Numeroso
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Camillo_Orlando
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Achille_Pellizzari
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Tomaso_Perassi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Umberto_Pistoia
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giovanni_Ponti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Alfredo_Proia
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Renato_Puoti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Gioacchino_Quarello
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Quinto_Quintieri
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Giovanni_Battista_Raimondi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Vincenzo_Rivera
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Giuseppe_Romita
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Enrico_Roselli
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Luigi_Renato_Sansone
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ettore_Santi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Mario_Segala
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Antonio_Segni
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Albino_Ottavio_Stella
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Ferdinando_Targetti
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Tullio_Tomba
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Martino_Trulli
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Olindo_Vernocchi
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Oberdan_Vigna
male,http://dati.camera.it/ocd/legislatura.rdf/costituente,Bruno_Villabruna
