persona,nome,cognome,gender
http://dati.camera.it/ocd/persona.rdf/p1660,AURELIO,CIACCI,male
http://dati.camera.it/ocd/persona.rdf/p16630,GIOVANNI,ROSSINO,male
http://dati.camera.it/ocd/persona.rdf/p16710,ARMANDO,SARTI,male
http://dati.camera.it/ocd/persona.rdf/p16720,MAURO,SAVINO,male
http://dati.camera.it/ocd/persona.rdf/p16770,TOMMASO,SICOLO,male
http://dati.camera.it/ocd/persona.rdf/p16790,AGOSTINO,SPATARO,male
http://dati.camera.it/ocd/persona.rdf/p16800,LUIGI,SPAVENTA,male
http://dati.camera.it/ocd/persona.rdf/p16810,ALTIERO,SPINELLI,male
http://dati.camera.it/ocd/persona.rdf/p16820,GIUSEPPE,SPOSETTI,male
http://dati.camera.it/ocd/persona.rdf/p16830,CARLO,SQUERI,male
http://dati.camera.it/ocd/persona.rdf/p16840,ROLANDO,TAMBURINI,male
http://dati.camera.it/ocd/persona.rdf/p16860,NADIR,TEDESCHI,male
http://dati.camera.it/ocd/persona.rdf/p16870,ARISTIDE,TESINI,male
http://dati.camera.it/ocd/persona.rdf/p16880,GIANGIACOMO,TESSARI,male
http://dati.camera.it/ocd/persona.rdf/p16910,GIORGIO,TOMBESI,male
http://dati.camera.it/ocd/persona.rdf/p16920,FRANCESCO,TONI,male
http://dati.camera.it/ocd/persona.rdf/p16930,GIOVANNI,TORRI,male
http://dati.camera.it/ocd/persona.rdf/p16940,ALDO,TOZZETTI,male
http://dati.camera.it/ocd/persona.rdf/p16960,GIUSEPPE SIRO,TREZZINI,male
http://dati.camera.it/ocd/persona.rdf/p17000,NICOLA,VERNOLA,male
http://dati.camera.it/ocd/persona.rdf/p17010,ROSARIO,VILLARI,male
http://dati.camera.it/ocd/persona.rdf/p17070,ANTONIO,ZAVAGNIN,male
http://dati.camera.it/ocd/persona.rdf/p17090,MICHELE,ZUCCALA',male
http://dati.camera.it/ocd/persona.rdf/p17100,GUGLIELMO,ZUCCONI,male
http://dati.camera.it/ocd/persona.rdf/p1710,GIUSEPPE,CITTADINI,male
http://dati.camera.it/ocd/persona.rdf/p17120,DOMENICO,PINTO,male
http://dati.camera.it/ocd/persona.rdf/p1720,FABIO MARIA,CIUFFINI,male
http://dati.camera.it/ocd/persona.rdf/p17280,MARCO,BERTOLI,male
http://dati.camera.it/ocd/persona.rdf/p17340,ALBERTO,SPIGAROLI,male
http://dati.camera.it/ocd/persona.rdf/p17380,MICHELE,CASSANO,male
http://dati.camera.it/ocd/persona.rdf/p17530,CASIMIRO,BONFIGLIO,male
http://dati.camera.it/ocd/persona.rdf/p17580,ANGELO,CIAVARELLA,male
http://dati.camera.it/ocd/persona.rdf/p17590,GIOVANNINO,FIORI,male
http://dati.camera.it/ocd/persona.rdf/p1760,POMPEO,COLAJANNI,male
http://dati.camera.it/ocd/persona.rdf/p17870,TULLIO,BENEDETTI,male
http://dati.camera.it/ocd/persona.rdf/p1800,MICHELE,COLUMBU,male
http://dati.camera.it/ocd/persona.rdf/p18050,EMIDIO,BRUNI,male
http://dati.camera.it/ocd/persona.rdf/p18070,GIUSEPPE,BUFARDECI,male
http://dati.camera.it/ocd/persona.rdf/p18080,PRIMO,BUZZETTI,male
http://dati.camera.it/ocd/persona.rdf/p18090,OSVALDO,CAGNASSO,male
http://dati.camera.it/ocd/persona.rdf/p180,GIUSEPPE,AMADEI,male
http://dati.camera.it/ocd/persona.rdf/p18100,MARINO,CALVARESI,male
http://dati.camera.it/ocd/persona.rdf/p18110,ETTORE,CALVI,male
http://dati.camera.it/ocd/persona.rdf/p18130,FRANCESCO,CANDELLI,male
http://dati.camera.it/ocd/persona.rdf/p18150,ENZO,CAPALOZZA,male
http://dati.camera.it/ocd/persona.rdf/p18170,ANTONIO,CAPUA,male
http://dati.camera.it/ocd/persona.rdf/p18180,GIULIO,CERRETI,male
http://dati.camera.it/ocd/persona.rdf/p18200,ENNIO,CERVELLATI,male
http://dati.camera.it/ocd/persona.rdf/p1820,FRANCO,CONCAS,male
http://dati.camera.it/ocd/persona.rdf/p18230,ADRIANO,CIAFFI,male
http://dati.camera.it/ocd/persona.rdf/p18260,ALARICO,CARRASSI,male
http://dati.camera.it/ocd/persona.rdf/p18270,VINCENZO,CASATI,male
http://dati.camera.it/ocd/persona.rdf/p18290,GENNARO,CASSIANI,male
http://dati.camera.it/ocd/persona.rdf/p18310,ONORIO,CENGARLE,male
http://dati.camera.it/ocd/persona.rdf/p18330,TRISTANO,CODIGNOLA,male
http://dati.camera.it/ocd/persona.rdf/p18350,AURELIO,COLLEONI,male
http://dati.camera.it/ocd/persona.rdf/p18360,ARNALDO,COLLESELLI,male
http://dati.camera.it/ocd/persona.rdf/p18370,ARTURO RAFFAELLO,COLOMBI,male
http://dati.camera.it/ocd/persona.rdf/p18380,RENATO,COLOMBO,male
http://dati.camera.it/ocd/persona.rdf/p18390,CARLO,COLONNA DI PALIANO,male
http://dati.camera.it/ocd/persona.rdf/p18400,ANGELO,COMPAGNONI,male
http://dati.camera.it/ocd/persona.rdf/p18410,LUIGI,CONTE,male
http://dati.camera.it/ocd/persona.rdf/p18430,ACHILLE,CORONA,male
http://dati.camera.it/ocd/persona.rdf/p18450,ANTONIO,CREMISINI,male
http://dati.camera.it/ocd/persona.rdf/p18480,LUCIANO,DAL FALCO,male
http://dati.camera.it/ocd/persona.rdf/p18490,LUIGI,D'AMATO,male
http://dati.camera.it/ocd/persona.rdf/p18530,UMBERTO,DELLE FAVE,male
http://dati.camera.it/ocd/persona.rdf/p18550,FERNANDO,DE MARZI,male
http://dati.camera.it/ocd/persona.rdf/p18560,LUIGI,DE MICHELE,male
http://dati.camera.it/ocd/persona.rdf/p18600,ANTONIO,DE VITO,male
http://dati.camera.it/ocd/persona.rdf/p1860,GIUSEPPE,CORTESE,male
http://dati.camera.it/ocd/persona.rdf/p18620,SALVATORE,DI BENEDETTO,male
http://dati.camera.it/ocd/persona.rdf/p18660,LUIGI,DI PAOLANTONIO,male
http://dati.camera.it/ocd/persona.rdf/p18670,GIUSEPPE,DI PRISCO,male
http://dati.camera.it/ocd/persona.rdf/p18690,MARIO,DOSI,male
http://dati.camera.it/ocd/persona.rdf/p18700,GIUSEPPE,ERMINI,male
http://dati.camera.it/ocd/persona.rdf/p18760,GIUSEPPE,FRACASSI,male
http://dati.camera.it/ocd/persona.rdf/p18770,CARLO,FRANCAVILLA,male
http://dati.camera.it/ocd/persona.rdf/p18780,GIACINTO,FROGGIO,male
http://dati.camera.it/ocd/persona.rdf/p18810,GIUSEPPE,GARLATO,male
http://dati.camera.it/ocd/persona.rdf/p18840,EUGENIO,GATTO,male
http://dati.camera.it/ocd/persona.rdf/p18860,GIOVANNI BATTISTA,GIANQUINTO,male
http://dati.camera.it/ocd/persona.rdf/p18870,GIOVANNI,GIRAUDO,male
http://dati.camera.it/ocd/persona.rdf/p18890,GIUSEPPE,GOLINELLI,male
http://dati.camera.it/ocd/persona.rdf/p18900,MARIO,GOMEZ D'AYALA,male
http://dati.camera.it/ocd/persona.rdf/p18910,GUIDO,GONELLA,male
http://dati.camera.it/ocd/persona.rdf/p18920,ERMANNO,GORRIERI,male
http://dati.camera.it/ocd/persona.rdf/p18930,EZIO MARIA,GRAY,male
http://dati.camera.it/ocd/persona.rdf/p18950,GIOVANNI,GRONCHI,male
http://dati.camera.it/ocd/persona.rdf/p18970,ANGELO RAFFAELE,JERVOLINO,male
http://dati.camera.it/ocd/persona.rdf/p18980,FEDERICO,KUNTZE,male
http://dati.camera.it/ocd/persona.rdf/p18990,EDGARDO,LAMI STARNUTI,male
http://dati.camera.it/ocd/persona.rdf/p19000,ANTONINO,LA RUSSA,male
http://dati.camera.it/ocd/persona.rdf/p19010,DOMENICO,LATANZA,male
http://dati.camera.it/ocd/persona.rdf/p19070,FAUSTO MARIA,LIBERATORE,male
http://dati.camera.it/ocd/persona.rdf/p19080,DINO,LIMONI,male
http://dati.camera.it/ocd/persona.rdf/p19090,CARLO,LOMBARDI,male
http://dati.camera.it/ocd/persona.rdf/p190,ALDO,AMADEO,male
http://dati.camera.it/ocd/persona.rdf/p19110,UBALDO,LOPARDI,male
http://dati.camera.it/ocd/persona.rdf/p19140,ORLANDO,LUCCHI,male
http://dati.camera.it/ocd/persona.rdf/p19190,ANDREA,MARABINI,male
http://dati.camera.it/ocd/persona.rdf/p19200,SPARTACO,MARANGONI,male
http://dati.camera.it/ocd/persona.rdf/p1920,BENEDETTO,COTTONE,male
http://dati.camera.it/ocd/persona.rdf/p19230,MICHELE,MARTINA,male
http://dati.camera.it/ocd/persona.rdf/p19280,SILVIO,MELLO GRAND,male
http://dati.camera.it/ocd/persona.rdf/p19300,ALESSANDRO,MENCHINELLI,male
http://dati.camera.it/ocd/persona.rdf/p1930,ALFREDO,COVELLI,male
http://dati.camera.it/ocd/persona.rdf/p19330,MARIO,MONTAGNANA,male
http://dati.camera.it/ocd/persona.rdf/p19340,OTELLO,MONTANARI,male
http://dati.camera.it/ocd/persona.rdf/p19350,LODOVICO,MONTINI,male
http://dati.camera.it/ocd/persona.rdf/p19360,FRANCESCO,MORANINO,male
http://dati.camera.it/ocd/persona.rdf/p19370,ALBERICO,MOTOLESE,male
http://dati.camera.it/ocd/persona.rdf/p19380,FILIPPO,MURDACA,male
http://dati.camera.it/ocd/persona.rdf/p1940,BENEDETTO,CRAXI,male
http://dati.camera.it/ocd/persona.rdf/p19410,PIETRO,NENNI,male
http://dati.camera.it/ocd/persona.rdf/p19500,LUCIANO,PAOLICCHI,male
http://dati.camera.it/ocd/persona.rdf/p1950,ADOLFO LORIS,CRISTOFORI,male
http://dati.camera.it/ocd/persona.rdf/p19520,NARCISO FRANCO,PATRINI,male
http://dati.camera.it/ocd/persona.rdf/p19530,ANTONIO,PECORARO,male
http://dati.camera.it/ocd/persona.rdf/p19540,GIUSEPPE,PELLA,male
http://dati.camera.it/ocd/persona.rdf/p19550,GIUSEPPE,PELLEGRINO,male
http://dati.camera.it/ocd/persona.rdf/p19570,ANTONIO,PESENTI,male
http://dati.camera.it/ocd/persona.rdf/p19580,SECONDO,PESSI,male
http://dati.camera.it/ocd/persona.rdf/p19590,PARIDE,PIASENTI,male
http://dati.camera.it/ocd/persona.rdf/p19600,ATTILIO,PICCIONI,male
http://dati.camera.it/ocd/persona.rdf/p19610,GIOVANNI,PIERACCINI,male
http://dati.camera.it/ocd/persona.rdf/p19630,GASPARE,PIGNATELLI,male
http://dati.camera.it/ocd/persona.rdf/p19640,IGNAZIO,PIRASTU,male
http://dati.camera.it/ocd/persona.rdf/p19680,LUIGI,POLANO,male
http://dati.camera.it/ocd/persona.rdf/p19700,COSTANTINO,PREZIOSI,male
http://dati.camera.it/ocd/persona.rdf/p19710,ANSELMO,PUCCI,male
http://dati.camera.it/ocd/persona.rdf/p19720,VITTORIO,PUGLIESE,male
http://dati.camera.it/ocd/persona.rdf/p19740,CAMILLO,RIPAMONTI,male
http://dati.camera.it/ocd/persona.rdf/p19750,ANTONIO,ROASIO,male
http://dati.camera.it/ocd/persona.rdf/p19760,MARIO,ROFFI,male
http://dati.camera.it/ocd/persona.rdf/p19770,ANTONIO,ROMEO,male
http://dati.camera.it/ocd/persona.rdf/p19780,CARLO,RONZA,male
http://dati.camera.it/ocd/persona.rdf/p19790,EMILIO,ROSINI,male
http://dati.camera.it/ocd/persona.rdf/p19820,LUIGI,RUGGERI,male
http://dati.camera.it/ocd/persona.rdf/p19840,WALTER,SACCHETTI,male
http://dati.camera.it/ocd/persona.rdf/p19850,ENRICO,SAILIS,male
http://dati.camera.it/ocd/persona.rdf/p19860,REMO,SAMMARTINO,male
http://dati.camera.it/ocd/persona.rdf/p19880,EZIO,SANTARELLI,male
http://dati.camera.it/ocd/persona.rdf/p19910,GIUSEPPE,SARAGAT,male
http://dati.camera.it/ocd/persona.rdf/p19920,ADOLFO,SARTI,male
http://dati.camera.it/ocd/persona.rdf/p19940,GIOVANNI BATTISTA,SCAGLIA,male
http://dati.camera.it/ocd/persona.rdf/p19950,REMO,SCAPPINI,male
http://dati.camera.it/ocd/persona.rdf/p19980,SERGIO,SCARPA,male
http://dati.camera.it/ocd/persona.rdf/p19990,MARIO,SCELBA,male
http://dati.camera.it/ocd/persona.rdf/p20000,FERNANDO,SCHIAVETTI,male
http://dati.camera.it/ocd/persona.rdf/p200021,GIULIO,ANDREOTTI,male
http://dati.camera.it/ocd/persona.rdf/p200101,FRANCO,BONFERRONI,male
http://dati.camera.it/ocd/persona.rdf/p200107,GIORGIO,BORNACIN,male
http://dati.camera.it/ocd/persona.rdf/p200116,FRANCESCO,BOSI,male
http://dati.camera.it/ocd/persona.rdf/p200127,MATTEO,BRIGANDI',male
http://dati.camera.it/ocd/persona.rdf/p200147,ANTONIO,CABRAS,male
http://dati.camera.it/ocd/persona.rdf/p200156,GIUSEPPE,CAMO,male
http://dati.camera.it/ocd/persona.rdf/p200202,BRUNO,CAZZARO,male
http://dati.camera.it/ocd/persona.rdf/p20020,FRANCESCO,SCOTTI,male
http://dati.camera.it/ocd/persona.rdf/p200271,STEFANO,CUSUMANO,male
http://dati.camera.it/ocd/persona.rdf/p200291,RICCARDO,DE CORATO,male
http://dati.camera.it/ocd/persona.rdf/p200301,FRANCESCO,DE MARTINO,male
http://dati.camera.it/ocd/persona.rdf/p200331,ANTONIO,DI PIETRO,male
http://dati.camera.it/ocd/persona.rdf/p200361,ANTONIO,FALOMI,male
http://dati.camera.it/ocd/persona.rdf/p200365,AMINTORE,FANFANI,male
http://dati.camera.it/ocd/persona.rdf/p200378,BRUNO,FERRARI,male
http://dati.camera.it/ocd/persona.rdf/p200404,GIOVANNI LORENZO,FORCIERI,male
http://dati.camera.it/ocd/persona.rdf/p200414,NICOLA,FUSILLO,male
http://dati.camera.it/ocd/persona.rdf/p200419,SERGIO,GAMBINI,male
http://dati.camera.it/ocd/persona.rdf/p200432,BASILIO,GERMANA',male
http://dati.camera.it/ocd/persona.rdf/p18630,FILIPPO,DI FILIPPO,male
http://dati.camera.it/ocd/persona.rdf/p19180,GIOVANNI,MANTOVANI,male
http://dati.camera.it/ocd/persona.rdf/p19870,ENZO,SANTARELLI,male
http://dati.camera.it/ocd/persona.rdf/p200092,STEFANO,BOCO,male
http://dati.camera.it/ocd/persona.rdf/p200429,GIOVANNI,GEI,male
http://dati.camera.it/ocd/persona.rdf/p18730,FRANCESCO,FERRAROTTI,male
http://dati.camera.it/ocd/persona.rdf/p1810,FRANCESCO,COMPAGNA,male
http://dati.camera.it/ocd/persona.rdf/p18140,GIORGIO,CANESTRI,male
http://dati.camera.it/ocd/persona.rdf/p18160,DANTE,CAPPELLO,male
http://dati.camera.it/ocd/persona.rdf/p18190,CARLO,CERUTI,male
http://dati.camera.it/ocd/persona.rdf/p18210,GERARDO,CHIAROMONTE,male
http://dati.camera.it/ocd/persona.rdf/p18220,IVONE,CHINELLO,male
http://dati.camera.it/ocd/persona.rdf/p18250,EZEQUIEL STEFANO,CARRARA SUTOUR,male
http://dati.camera.it/ocd/persona.rdf/p18280,GIOVANNI,CASOLA,male
http://dati.camera.it/ocd/persona.rdf/p18300,RENATO,CEBRELLI,male
http://dati.camera.it/ocd/persona.rdf/p1830,DOMENICO,CONTE,male
http://dati.camera.it/ocd/persona.rdf/p18320,GAETANO,CINGARI,male
http://dati.camera.it/ocd/persona.rdf/p18340,NAPOLEONE,COLAJANNI,male
http://dati.camera.it/ocd/persona.rdf/p1840,RENATO,CORA',male
http://dati.camera.it/ocd/persona.rdf/p18460,GIOVANNI BATTISTA,DAGNINO,male
http://dati.camera.it/ocd/persona.rdf/p18500,VITO,DAMICO,male
http://dati.camera.it/ocd/persona.rdf/p1850,VINCENZO,CORGHI,male
http://dati.camera.it/ocd/persona.rdf/p18510,SIMONE,DE FLORIO,male
http://dati.camera.it/ocd/persona.rdf/p18520,GIUSEPPE,DE GRAZIA,male
http://dati.camera.it/ocd/persona.rdf/p18580,DINO,DE POLI,male
http://dati.camera.it/ocd/persona.rdf/p18590,UBALDO,DE PONTI,male
http://dati.camera.it/ocd/persona.rdf/p18610,FABIANO,DE ZAN,male
http://dati.camera.it/ocd/persona.rdf/p18640,ENY NICOLA,DI LISA,male
http://dati.camera.it/ocd/persona.rdf/p18650,SEBASTIANO,DI LORENZO,male
http://dati.camera.it/ocd/persona.rdf/p1870,BRUNO,CORTI,male
http://dati.camera.it/ocd/persona.rdf/p18710,ANNIBALE,FADA,male
http://dati.camera.it/ocd/persona.rdf/p18740,GIANCARLO,FERRI,male
http://dati.camera.it/ocd/persona.rdf/p18750,BENIAMINO,FINOCCHIARO,male
http://dati.camera.it/ocd/persona.rdf/p18800,VITTORIO,GALLUZZI,male
http://dati.camera.it/ocd/persona.rdf/p1880,CLAUDIO BRUNO,CORVATTA,male
http://dati.camera.it/ocd/persona.rdf/p18830,GIOVANNI,GATTI,male
http://dati.camera.it/ocd/persona.rdf/p18850,ENRICO,GHIO,male
http://dati.camera.it/ocd/persona.rdf/p18940,GIORGIO,GRANZOTTO,male
http://dati.camera.it/ocd/persona.rdf/p18960,GAETANO,ILLUMINATI,male
http://dati.camera.it/ocd/persona.rdf/p1900,GIUSEPPE,COSTAMAGNA,male
http://dati.camera.it/ocd/persona.rdf/p19020,GIANGIACOMO,LATTANZI,male
http://dati.camera.it/ocd/persona.rdf/p19030,LUCIANO,LENTI,male
http://dati.camera.it/ocd/persona.rdf/p19050,GIULIO,LEOPARDI DITTAIUTI,male
http://dati.camera.it/ocd/persona.rdf/p19060,BRUNO,LEPRE,male
http://dati.camera.it/ocd/persona.rdf/p1910,NICOLA,COTECCHIA,male
http://dati.camera.it/ocd/persona.rdf/p19120,GIOVANNINO,LORETI,male
http://dati.camera.it/ocd/persona.rdf/p19130,FRANCO,LUBERTI,male
http://dati.camera.it/ocd/persona.rdf/p19150,NELLO,LUSOLI,male
http://dati.camera.it/ocd/persona.rdf/p19170,ATTILIO,MANENTI,male
http://dati.camera.it/ocd/persona.rdf/p19210,GIORDANO,MARCHIANI,male
http://dati.camera.it/ocd/persona.rdf/p19220,NERI,MARRACCINI,male
http://dati.camera.it/ocd/persona.rdf/p19240,RAFFAELE,MASCOLO,male
http://dati.camera.it/ocd/persona.rdf/p19250,GIUSEPPE,MATARRESE,male
http://dati.camera.it/ocd/persona.rdf/p19270,ITALO,MAZZOLA,male
http://dati.camera.it/ocd/persona.rdf/p19290,DARIO,MENGOZZI,male
http://dati.camera.it/ocd/persona.rdf/p19390,VITTORIO,NALDINI,male
http://dati.camera.it/ocd/persona.rdf/p19420,RENZO,NICOLINI,male
http://dati.camera.it/ocd/persona.rdf/p19430,RENATO,OGNIBENE,male
http://dati.camera.it/ocd/persona.rdf/p19440,VITTORIO,ORILIA,male
http://dati.camera.it/ocd/persona.rdf/p19450,PIETRO,PALA,male
http://dati.camera.it/ocd/persona.rdf/p19460,VASCO,PALAZZESCHI,male
http://dati.camera.it/ocd/persona.rdf/p19480,TOMASO,PALMIOTTI,male
http://dati.camera.it/ocd/persona.rdf/p19490,ENNIO,PALMITESSA,male
http://dati.camera.it/ocd/persona.rdf/p19510,FRANCO,PASINI,male
http://dati.camera.it/ocd/persona.rdf/p19560,UGO,PERINELLI,male
http://dati.camera.it/ocd/persona.rdf/p1960,SERGIO,CUMINETTI,male
http://dati.camera.it/ocd/persona.rdf/p19620,MICHELE GAETANO,PIERANGELI,male
http://dati.camera.it/ocd/persona.rdf/p19650,CESARE SALVATORE,PIRISI,male
http://dati.camera.it/ocd/persona.rdf/p19660,ANTONINO,PISCITELLO,male
http://dati.camera.it/ocd/persona.rdf/p19670,PASQUALE,POERIO,male
http://dati.camera.it/ocd/persona.rdf/p19690,GIULIO CESARE,POLOTTI,male
http://dati.camera.it/ocd/persona.rdf/p1970,VITO,CUSUMANO,male
http://dati.camera.it/ocd/persona.rdf/p19730,VITO,RAIA,male
http://dati.camera.it/ocd/persona.rdf/p1980,GIUSEPPE,D'ALEMA,male
http://dati.camera.it/ocd/persona.rdf/p19810,GIANFRANCO,ROSSINOVICH,male
http://dati.camera.it/ocd/persona.rdf/p19830,WALTER,SABADINI,male
http://dati.camera.it/ocd/persona.rdf/p19900,MAURO,SANTONI,male
http://dati.camera.it/ocd/persona.rdf/p1990,ALDO,D'ALESSIO,male
http://dati.camera.it/ocd/persona.rdf/p19930,GIUSEPPE,SASSO,male
http://dati.camera.it/ocd/persona.rdf/p19960,EUGENIO,SCALFARI,male
http://dati.camera.it/ocd/persona.rdf/p19970,CORRADO,SCARDAVILLA,male
http://dati.camera.it/ocd/persona.rdf/p2000,MICHELANGELO,DALL'ARMELLINA,male
http://dati.camera.it/ocd/persona.rdf/p20010,MICHELE,SCIANATICO,male
http://dati.camera.it/ocd/persona.rdf/p200198,FRANCO,CASTIGLIONE,male
http://dati.camera.it/ocd/persona.rdf/p200225,VITTORINO,COLOMBO,male
http://dati.camera.it/ocd/persona.rdf/p200238,LUDOVICO,CORRAO,male
http://dati.camera.it/ocd/persona.rdf/p200246,FRANCESCO,COSSIGA,male
http://dati.camera.it/ocd/persona.rdf/p200251,LUIGI,COVATTA,male
http://dati.camera.it/ocd/persona.rdf/p200265,ANTONINO,CUFFARO,male
http://dati.camera.it/ocd/persona.rdf/p200289,GERMANO,DE CINQUE,male
http://dati.camera.it/ocd/persona.rdf/p20030,LORIS,SCRICCIOLO,male
http://dati.camera.it/ocd/persona.rdf/p200348,CESARE,DUJANY,male
http://dati.camera.it/ocd/persona.rdf/p200392,MICHELE,FLORINO,male
http://dati.camera.it/ocd/persona.rdf/p200399,ELIO,FONTANA,male
http://dati.camera.it/ocd/persona.rdf/p200400,GIOVANNI ANGELO,FONTANA,male
http://dati.camera.it/ocd/persona.rdf/p20040,ANTONINO,SENESE,male
http://dati.camera.it/ocd/persona.rdf/p200452,LUIGI,GRANELLI,male
http://dati.camera.it/ocd/persona.rdf/p200467,ANTONIO,GUARRA,male
http://dati.camera.it/ocd/persona.rdf/p200487,ENRICO,LA LOGGIA,male
http://dati.camera.it/ocd/persona.rdf/p200493,LUCIANO,LAMA,male
http://dati.camera.it/ocd/persona.rdf/p20050,FRANCESCO,SOLIANO,male
http://dati.camera.it/ocd/persona.rdf/p200511,GIOVANNI,LEONE,male
http://dati.camera.it/ocd/persona.rdf/p200514,LUCIO,LIBERTINI,male
http://dati.camera.it/ocd/persona.rdf/p200541,ERNESTO,MAGGI,male
http://dati.camera.it/ocd/persona.rdf/p200585,CESARE,MARINI,male
http://dati.camera.it/ocd/persona.rdf/p20060,GIUSEPPE,SPATARO,male
http://dati.camera.it/ocd/persona.rdf/p200613,CARLO,MEROLLI,male
http://dati.camera.it/ocd/persona.rdf/p200626,RICCARDO,MINARDO,male
http://dati.camera.it/ocd/persona.rdf/p200629,ADALBERTO,MINUCCI,male
http://dati.camera.it/ocd/persona.rdf/p200690,ANDREA,PAPINI,male
http://dati.camera.it/ocd/persona.rdf/p200709,RICCARDO,PEDRIZZI,male
http://dati.camera.it/ocd/persona.rdf/p20070,PASQUALE,SPECCHIO,male
http://dati.camera.it/ocd/persona.rdf/p200737,ENRICO,PIANETTA,male
http://dati.camera.it/ocd/persona.rdf/p200739,ANGELO,PICANO,male
http://dati.camera.it/ocd/persona.rdf/p200740,FLAMINIO,PICCOLI,male
http://dati.camera.it/ocd/persona.rdf/p200768,CESARE,POZZO,male
http://dati.camera.it/ocd/persona.rdf/p200769,ALDO,PREDA,male
http://dati.camera.it/ocd/persona.rdf/p200786,LUIGI,RAMPONI,male
http://dati.camera.it/ocd/persona.rdf/p200800,GIOVANNI,RICEVUTO,male
http://dati.camera.it/ocd/persona.rdf/p200806,ROLAND,RIZ,male
http://dati.camera.it/ocd/persona.rdf/p20080,ETTORE,SPORA,male
http://dati.camera.it/ocd/persona.rdf/p200816,CARLO,ROGNONI,male
http://dati.camera.it/ocd/persona.rdf/p200818,ETTORE,ROMOLI,male
http://dati.camera.it/ocd/persona.rdf/p200821,MAURIZIO,RONCONI,male
http://dati.camera.it/ocd/persona.rdf/p200825,SERGIO,ROSSI,male
http://dati.camera.it/ocd/persona.rdf/p200839,VINCENZO,RUSSO,male
http://dati.camera.it/ocd/persona.rdf/p200880,ANTONIO,SERENA,male
http://dati.camera.it/ocd/persona.rdf/p200901,UGO,SPOSETTI,male
http://dati.camera.it/ocd/persona.rdf/p20090,VINCENZO,SQUICCIARINI,male
http://dati.camera.it/ocd/persona.rdf/p200929,PAOLO EMILIO,TAVIANI,male
http://dati.camera.it/ocd/persona.rdf/p200951,GIUSEPPE,VALENTINO,male
http://dati.camera.it/ocd/persona.rdf/p200954,LEO,VALIANI,male
http://dati.camera.it/ocd/persona.rdf/p200958,GIUSEPPE CARLO FERDINANDO,VEGAS,male
http://dati.camera.it/ocd/persona.rdf/p200963,COSIMO,VENTUCCI,male
http://dati.camera.it/ocd/persona.rdf/p200966,SAVERIO,VERTONE GRIMALDI,male
http://dati.camera.it/ocd/persona.rdf/p200,GIORGIO,AMENDOLA,male
http://dati.camera.it/ocd/persona.rdf/p201001,GIULIANO,ZOSO,male
http://dati.camera.it/ocd/persona.rdf/p20100,LUIGI,TAGLIAFERRI,male
http://dati.camera.it/ocd/persona.rdf/p20110,FRANCESCO,TAGLIARINI,male
http://dati.camera.it/ocd/persona.rdf/p20120,RODOLFO,TAMBRONI ARMAROLI,male
http://dati.camera.it/ocd/persona.rdf/p20130,LUIGI,BORSARI,male
http://dati.camera.it/ocd/persona.rdf/p20140,ALFONSO,TESAURO,male
http://dati.camera.it/ocd/persona.rdf/p20150,KARL,TINZL,male
http://dati.camera.it/ocd/persona.rdf/p20160,GIULIO BRUNO,TOGNI,male
http://dati.camera.it/ocd/persona.rdf/p20170,GIUSEPPE,TOGNI,male
http://dati.camera.it/ocd/persona.rdf/p20180,GIUSTO,TOLLOY,male
http://dati.camera.it/ocd/persona.rdf/p20190,MARIO,TOROS,male
http://dati.camera.it/ocd/persona.rdf/p20200,ATTILIO,TREBBI,male
http://dati.camera.it/ocd/persona.rdf/p20210,BRUNO,TRENTIN,male
http://dati.camera.it/ocd/persona.rdf/p20220,GIANNI,USVARDI,male
http://dati.camera.it/ocd/persona.rdf/p20230,FERDINANDO,VACCHETTA,male
http://dati.camera.it/ocd/persona.rdf/p20240,KARL,VAJA,male
http://dati.camera.it/ocd/persona.rdf/p20250,SALVATORE,VALITUTTI,male
http://dati.camera.it/ocd/persona.rdf/p20260,DARIO,VALORI,male
http://dati.camera.it/ocd/persona.rdf/p20270,DOMENICO,VALORI,male
http://dati.camera.it/ocd/persona.rdf/p20280,ATHOS,VALSECCHI,male
http://dati.camera.it/ocd/persona.rdf/p20290,ALCIDE,VECCHI,male
http://dati.camera.it/ocd/persona.rdf/p20300,GIUSEPPE,VEDOVATO,male
http://dati.camera.it/ocd/persona.rdf/p2030,LUIGI,D'ANGELO,male
http://dati.camera.it/ocd/persona.rdf/p20310,GIORGIO,VESTRI,male
http://dati.camera.it/ocd/persona.rdf/p20320,VITTORIO,VIDALI,male
http://dati.camera.it/ocd/persona.rdf/p20330,GAETANO,VIGO,male
http://dati.camera.it/ocd/persona.rdf/p20340,FRIEDRICH,VOLGGER,male
http://dati.camera.it/ocd/persona.rdf/p20370,LANFRANCO,ZUCALLI,male
http://dati.camera.it/ocd/persona.rdf/p20380,FAUSTINO,ZUGNO,male
http://dati.camera.it/ocd/persona.rdf/p20440,ROBERTO,CICCIOMESSERE,male
http://dati.camera.it/ocd/persona.rdf/p20460,RAFFAELE,CAMBA,male
http://dati.camera.it/ocd/persona.rdf/p20470,EMANUELE,TERRANA,male
http://dati.camera.it/ocd/persona.rdf/p20480,MASSIMO,ABBATANGELO,male
http://dati.camera.it/ocd/persona.rdf/p20490,FABRIZIO,ABBATE,male
