"name","prizeName","year","gender","category"
"Jacobus Henricus van 't Hoff","The Nobel Prize in Chemistry 1901","1901","male","http://data.nobelprize.org/terms/Chemistry"
"Sully Prudhomme","The Nobel Prize in Literature 1901","1901","male","http://data.nobelprize.org/terms/Literature"
"Frédéric Passy","The Nobel Peace Prize 1901","1901","male","http://data.nobelprize.org/terms/Peace"
"Jean Henry Dunant","The Nobel Peace Prize 1901","1901","male","http://data.nobelprize.org/terms/Peace"
"Wilhelm Conrad Röntgen","The Nobel Prize in Physics 1901","1901","male","http://data.nobelprize.org/terms/Physics"
"Emil Adolf von Behring","The Nobel Prize in Physiology or Medicine 1901","1901","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Hermann Emil Fischer","The Nobel Prize in Chemistry 1902","1902","male","http://data.nobelprize.org/terms/Chemistry"
"Christian Matthias Theodor Mommsen","The Nobel Prize in Literature 1902","1902","male","http://data.nobelprize.org/terms/Literature"
"Charles Albert Gobat","The Nobel Peace Prize 1902","1902","male","http://data.nobelprize.org/terms/Peace"
"Élie Ducommun","The Nobel Peace Prize 1902","1902","male","http://data.nobelprize.org/terms/Peace"
"Hendrik Antoon Lorentz","The Nobel Prize in Physics 1902","1902","male","http://data.nobelprize.org/terms/Physics"
"Pieter Zeeman","The Nobel Prize in Physics 1902","1902","male","http://data.nobelprize.org/terms/Physics"
"Ronald Ross","The Nobel Prize in Physiology or Medicine 1902","1902","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Svante August Arrhenius","The Nobel Prize in Chemistry 1903","1903","male","http://data.nobelprize.org/terms/Chemistry"
"Bjørnstjerne Martinus Bjørnson","The Nobel Prize in Literature 1903","1903","male","http://data.nobelprize.org/terms/Literature"
"William Randal Cremer","The Nobel Peace Prize 1903","1903","male","http://data.nobelprize.org/terms/Peace"
"Marie Curie, née Sklodowska","The Nobel Prize in Physics 1903","1903","female","http://data.nobelprize.org/terms/Physics"
"Antoine Henri Becquerel","The Nobel Prize in Physics 1903","1903","male","http://data.nobelprize.org/terms/Physics"
"Pierre Curie","The Nobel Prize in Physics 1903","1903","male","http://data.nobelprize.org/terms/Physics"
"Niels Ryberg Finsen","The Nobel Prize in Physiology or Medicine 1903","1903","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir William Ramsay","The Nobel Prize in Chemistry 1904","1904","male","http://data.nobelprize.org/terms/Chemistry"
"Frédéric Mistral","The Nobel Prize in Literature 1904","1904","male","http://data.nobelprize.org/terms/Literature"
"José Echegaray y Eizaguirre","The Nobel Prize in Literature 1904","1904","male","http://data.nobelprize.org/terms/Literature"
"Lord Rayleigh (John William Strutt)","The Nobel Prize in Physics 1904","1904","male","http://data.nobelprize.org/terms/Physics"
"Ivan Petrovich Pavlov","The Nobel Prize in Physiology or Medicine 1904","1904","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Johann Friedrich Wilhelm Adolf von Baeyer","The Nobel Prize in Chemistry 1905","1905","male","http://data.nobelprize.org/terms/Chemistry"
"Henryk Sienkiewicz","The Nobel Prize in Literature 1905","1905","male","http://data.nobelprize.org/terms/Literature"
"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau","The Nobel Peace Prize 1905","1905","female","http://data.nobelprize.org/terms/Peace"
"Philipp Eduard Anton von Lenard","The Nobel Prize in Physics 1905","1905","male","http://data.nobelprize.org/terms/Physics"
"Robert Koch","The Nobel Prize in Physiology or Medicine 1905","1905","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Henri Moissan","The Nobel Prize in Chemistry 1906","1906","male","http://data.nobelprize.org/terms/Chemistry"
"Giosuè Carducci","The Nobel Prize in Literature 1906","1906","male","http://data.nobelprize.org/terms/Literature"
"Theodore Roosevelt Jr.","The Nobel Peace Prize 1906","1906","male","http://data.nobelprize.org/terms/Peace"
"Joseph John Thomson","The Nobel Prize in Physics 1906","1906","male","http://data.nobelprize.org/terms/Physics"
"Camillo Golgi","The Nobel Prize in Physiology or Medicine 1906","1906","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Santiago Ramón y Cajal","The Nobel Prize in Physiology or Medicine 1906","1906","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Eduard Buchner","The Nobel Prize in Chemistry 1907","1907","male","http://data.nobelprize.org/terms/Chemistry"
"Rudyard Kipling","The Nobel Prize in Literature 1907","1907","male","http://data.nobelprize.org/terms/Literature"
"Ernesto Teodoro Moneta","The Nobel Peace Prize 1907","1907","male","http://data.nobelprize.org/terms/Peace"
"Louis Renault","The Nobel Peace Prize 1907","1907","male","http://data.nobelprize.org/terms/Peace"
"Albert Abraham Michelson","The Nobel Prize in Physics 1907","1907","male","http://data.nobelprize.org/terms/Physics"
"Charles Louis Alphonse Laveran","The Nobel Prize in Physiology or Medicine 1907","1907","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Ernest Rutherford","The Nobel Prize in Chemistry 1908","1908","male","http://data.nobelprize.org/terms/Chemistry"
"Rudolf Christoph Eucken","The Nobel Prize in Literature 1908","1908","male","http://data.nobelprize.org/terms/Literature"
"Fredrik Bajer","The Nobel Peace Prize 1908","1908","male","http://data.nobelprize.org/terms/Peace"
"Klas Pontus Arnoldson","The Nobel Peace Prize 1908","1908","male","http://data.nobelprize.org/terms/Peace"
"Gabriel Lippmann","The Nobel Prize in Physics 1908","1908","male","http://data.nobelprize.org/terms/Physics"
"Ilya Ilyich Mechnikov","The Nobel Prize in Physiology or Medicine 1908","1908","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Paul Ehrlich","The Nobel Prize in Physiology or Medicine 1908","1908","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Wilhelm Ostwald","The Nobel Prize in Chemistry 1909","1909","male","http://data.nobelprize.org/terms/Chemistry"
"Selma Ottilia Lovisa Lagerlöf","The Nobel Prize in Literature 1909","1909","female","http://data.nobelprize.org/terms/Literature"
"Auguste Marie François Beernaert","The Nobel Peace Prize 1909","1909","male","http://data.nobelprize.org/terms/Peace"
"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque","The Nobel Peace Prize 1909","1909","male","http://data.nobelprize.org/terms/Peace"
"Guglielmo Marconi","The Nobel Prize in Physics 1909","1909","male","http://data.nobelprize.org/terms/Physics"
"Karl Ferdinand Braun","The Nobel Prize in Physics 1909","1909","male","http://data.nobelprize.org/terms/Physics"
"Emil Theodor Kocher","The Nobel Prize in Physiology or Medicine 1909","1909","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Otto Wallach","The Nobel Prize in Chemistry 1910","1910","male","http://data.nobelprize.org/terms/Chemistry"
"Paul Johann Ludwig Heyse","The Nobel Prize in Literature 1910","1910","male","http://data.nobelprize.org/terms/Literature"
"Johannes Diderik van der Waals","The Nobel Prize in Physics 1910","1910","male","http://data.nobelprize.org/terms/Physics"
"Albrecht Kossel","The Nobel Prize in Physiology or Medicine 1910","1910","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Marie Curie, née Sklodowska","The Nobel Prize in Chemistry 1911","1911","female","http://data.nobelprize.org/terms/Chemistry"
"Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck","The Nobel Prize in Literature 1911","1911","male","http://data.nobelprize.org/terms/Literature"
"Alfred Hermann Fried","The Nobel Peace Prize 1911","1911","male","http://data.nobelprize.org/terms/Peace"
"Tobias Michael Carel Asser","The Nobel Peace Prize 1911","1911","male","http://data.nobelprize.org/terms/Peace"
"Wilhelm Wien","The Nobel Prize in Physics 1911","1911","male","http://data.nobelprize.org/terms/Physics"
"Allvar Gullstrand","The Nobel Prize in Physiology or Medicine 1911","1911","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Paul Sabatier","The Nobel Prize in Chemistry 1912","1912","male","http://data.nobelprize.org/terms/Chemistry"
"Victor Grignard","The Nobel Prize in Chemistry 1912","1912","male","http://data.nobelprize.org/terms/Chemistry"
"Gerhart Johann Robert Hauptmann","The Nobel Prize in Literature 1912","1912","male","http://data.nobelprize.org/terms/Literature"
"Elihu Root","The Nobel Peace Prize 1912","1912","male","http://data.nobelprize.org/terms/Peace"
"Nils Gustaf Dalén","The Nobel Prize in Physics 1912","1912","male","http://data.nobelprize.org/terms/Physics"
"Alexis Carrel","The Nobel Prize in Physiology or Medicine 1912","1912","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Alfred Werner","The Nobel Prize in Chemistry 1913","1913","male","http://data.nobelprize.org/terms/Chemistry"
"Rabindranath Tagore","The Nobel Prize in Literature 1913","1913","male","http://data.nobelprize.org/terms/Literature"
"Henri La Fontaine","The Nobel Peace Prize 1913","1913","male","http://data.nobelprize.org/terms/Peace"
"Heike Kamerlingh Onnes","The Nobel Prize in Physics 1913","1913","male","http://data.nobelprize.org/terms/Physics"
"Charles Robert Richet","The Nobel Prize in Physiology or Medicine 1913","1913","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Theodore William Richards","The Nobel Prize in Chemistry 1914","1914","male","http://data.nobelprize.org/terms/Chemistry"
"Max von Laue","The Nobel Prize in Physics 1914","1914","male","http://data.nobelprize.org/terms/Physics"
"Robert Bárány","The Nobel Prize in Physiology or Medicine 1914","1914","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Richard Martin Willstätter","The Nobel Prize in Chemistry 1915","1915","male","http://data.nobelprize.org/terms/Chemistry"
"Romain Rolland","The Nobel Prize in Literature 1915","1915","male","http://data.nobelprize.org/terms/Literature"
"Sir William Henry Bragg","The Nobel Prize in Physics 1915","1915","male","http://data.nobelprize.org/terms/Physics"
"William Lawrence Bragg","The Nobel Prize in Physics 1915","1915","male","http://data.nobelprize.org/terms/Physics"
"Carl Gustaf Verner von Heidenstam","The Nobel Prize in Literature 1916","1916","male","http://data.nobelprize.org/terms/Literature"
"Henrik Pontoppidan","The Nobel Prize in Literature 1917","1917","male","http://data.nobelprize.org/terms/Literature"
"Karl Adolph Gjellerup","The Nobel Prize in Literature 1917","1917","male","http://data.nobelprize.org/terms/Literature"
"Charles Glover Barkla","The Nobel Prize in Physics 1917","1917","male","http://data.nobelprize.org/terms/Physics"
"Fritz Haber","The Nobel Prize in Chemistry 1918","1918","male","http://data.nobelprize.org/terms/Chemistry"
"Max Karl Ernst Ludwig Planck","The Nobel Prize in Physics 1918","1918","male","http://data.nobelprize.org/terms/Physics"
"Carl Friedrich Georg Spitteler","The Nobel Prize in Literature 1919","1919","male","http://data.nobelprize.org/terms/Literature"
"Thomas Woodrow Wilson","The Nobel Peace Prize 1919","1919","male","http://data.nobelprize.org/terms/Peace"
"Johannes Stark","The Nobel Prize in Physics 1919","1919","male","http://data.nobelprize.org/terms/Physics"
"Jules Bordet","The Nobel Prize in Physiology or Medicine 1919","1919","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Walther Hermann Nernst","The Nobel Prize in Chemistry 1920","1920","male","http://data.nobelprize.org/terms/Chemistry"
"Knut Pedersen Hamsun","The Nobel Prize in Literature 1920","1920","male","http://data.nobelprize.org/terms/Literature"
"Léon Victor Auguste Bourgeois","The Nobel Peace Prize 1920","1920","male","http://data.nobelprize.org/terms/Peace"
"Charles Edouard Guillaume","The Nobel Prize in Physics 1920","1920","male","http://data.nobelprize.org/terms/Physics"
"Schack August Steenberg Krogh","The Nobel Prize in Physiology or Medicine 1920","1920","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Frederick Soddy","The Nobel Prize in Chemistry 1921","1921","male","http://data.nobelprize.org/terms/Chemistry"
"Anatole France","The Nobel Prize in Literature 1921","1921","male","http://data.nobelprize.org/terms/Literature"
"Christian Lous Lange","The Nobel Peace Prize 1921","1921","male","http://data.nobelprize.org/terms/Peace"
"Karl Hjalmar Branting","The Nobel Peace Prize 1921","1921","male","http://data.nobelprize.org/terms/Peace"
"Albert Einstein","The Nobel Prize in Physics 1921","1921","male","http://data.nobelprize.org/terms/Physics"
"Francis William Aston","The Nobel Prize in Chemistry 1922","1922","male","http://data.nobelprize.org/terms/Chemistry"
"Jacinto Benavente","The Nobel Prize in Literature 1922","1922","male","http://data.nobelprize.org/terms/Literature"
"Fridtjof Nansen","The Nobel Peace Prize 1922","1922","male","http://data.nobelprize.org/terms/Peace"
"Niels Henrik David Bohr","The Nobel Prize in Physics 1922","1922","male","http://data.nobelprize.org/terms/Physics"
"Archibald Vivian Hill","The Nobel Prize in Physiology or Medicine 1922","1922","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Otto Fritz Meyerhof","The Nobel Prize in Physiology or Medicine 1922","1922","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Fritz Pregl","The Nobel Prize in Chemistry 1923","1923","male","http://data.nobelprize.org/terms/Chemistry"
"William Butler Yeats","The Nobel Prize in Literature 1923","1923","male","http://data.nobelprize.org/terms/Literature"
"Robert Andrews Millikan","The Nobel Prize in Physics 1923","1923","male","http://data.nobelprize.org/terms/Physics"
"Frederick Grant Banting","The Nobel Prize in Physiology or Medicine 1923","1923","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"John James Rickard Macleod","The Nobel Prize in Physiology or Medicine 1923","1923","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Wladyslaw Stanislaw Reymont","The Nobel Prize in Literature 1924","1924","male","http://data.nobelprize.org/terms/Literature"
"Karl Manne Georg Siegbahn","The Nobel Prize in Physics 1924","1924","male","http://data.nobelprize.org/terms/Physics"
"Willem Einthoven","The Nobel Prize in Physiology or Medicine 1924","1924","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Richard Adolf Zsigmondy","The Nobel Prize in Chemistry 1925","1925","male","http://data.nobelprize.org/terms/Chemistry"
"George Bernard Shaw","The Nobel Prize in Literature 1925","1925","male","http://data.nobelprize.org/terms/Literature"
"Charles Gates Dawes","The Nobel Peace Prize 1925","1925","male","http://data.nobelprize.org/terms/Peace"
"Sir Austen Chamberlain","The Nobel Peace Prize 1925","1925","male","http://data.nobelprize.org/terms/Peace"
"Gustav Ludwig Hertz","The Nobel Prize in Physics 1925","1925","male","http://data.nobelprize.org/terms/Physics"
"James Franck","The Nobel Prize in Physics 1925","1925","male","http://data.nobelprize.org/terms/Physics"
"The (Theodor) Svedberg","The Nobel Prize in Chemistry 1926","1926","male","http://data.nobelprize.org/terms/Chemistry"
"Grazia Deledda","The Nobel Prize in Literature 1926","1926","female","http://data.nobelprize.org/terms/Literature"
"Aristide Briand","The Nobel Peace Prize 1926","1926","male","http://data.nobelprize.org/terms/Peace"
"Gustav Stresemann","The Nobel Peace Prize 1926","1926","male","http://data.nobelprize.org/terms/Peace"
"Jean Baptiste Perrin","The Nobel Prize in Physics 1926","1926","male","http://data.nobelprize.org/terms/Physics"
"Johannes Andreas Grib Fibiger","The Nobel Prize in Physiology or Medicine 1926","1926","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Heinrich Otto Wieland","The Nobel Prize in Chemistry 1927","1927","male","http://data.nobelprize.org/terms/Chemistry"
"Henri Bergson","The Nobel Prize in Literature 1927","1927","male","http://data.nobelprize.org/terms/Literature"
"Ferdinand Buisson","The Nobel Peace Prize 1927","1927","male","http://data.nobelprize.org/terms/Peace"
"Ludwig Quidde","The Nobel Peace Prize 1927","1927","male","http://data.nobelprize.org/terms/Peace"
"Arthur Holly Compton","The Nobel Prize in Physics 1927","1927","male","http://data.nobelprize.org/terms/Physics"
"Charles Thomson Rees Wilson","The Nobel Prize in Physics 1927","1927","male","http://data.nobelprize.org/terms/Physics"
"Julius Wagner-Jauregg","The Nobel Prize in Physiology or Medicine 1927","1927","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Adolf Otto Reinhold Windaus","The Nobel Prize in Chemistry 1928","1928","male","http://data.nobelprize.org/terms/Chemistry"
"Sigrid Undset","The Nobel Prize in Literature 1928","1928","female","http://data.nobelprize.org/terms/Literature"
"Owen Willans Richardson","The Nobel Prize in Physics 1928","1928","male","http://data.nobelprize.org/terms/Physics"
"Charles Jules Henri Nicolle","The Nobel Prize in Physiology or Medicine 1928","1928","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Arthur Harden","The Nobel Prize in Chemistry 1929","1929","male","http://data.nobelprize.org/terms/Chemistry"
"Hans Karl August Simon von Euler-Chelpin","The Nobel Prize in Chemistry 1929","1929","male","http://data.nobelprize.org/terms/Chemistry"
"Thomas Mann","The Nobel Prize in Literature 1929","1929","male","http://data.nobelprize.org/terms/Literature"
"Frank Billings Kellogg","The Nobel Peace Prize 1929","1929","male","http://data.nobelprize.org/terms/Peace"
"Prince Louis-Victor Pierre Raymond de Broglie","The Nobel Prize in Physics 1929","1929","male","http://data.nobelprize.org/terms/Physics"
"Christiaan Eijkman","The Nobel Prize in Physiology or Medicine 1929","1929","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Frederick Gowland Hopkins","The Nobel Prize in Physiology or Medicine 1929","1929","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Hans Fischer","The Nobel Prize in Chemistry 1930","1930","male","http://data.nobelprize.org/terms/Chemistry"
"Sinclair Lewis","The Nobel Prize in Literature 1930","1930","male","http://data.nobelprize.org/terms/Literature"
"Lars Olof Jonathan (Nathan) Söderblom","The Nobel Peace Prize 1930","1930","male","http://data.nobelprize.org/terms/Peace"
"Sir Chandrasekhara Venkata Raman","The Nobel Prize in Physics 1930","1930","male","http://data.nobelprize.org/terms/Physics"
"Karl Landsteiner","The Nobel Prize in Physiology or Medicine 1930","1930","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Carl Bosch","The Nobel Prize in Chemistry 1931","1931","male","http://data.nobelprize.org/terms/Chemistry"
"Friedrich Bergius","The Nobel Prize in Chemistry 1931","1931","male","http://data.nobelprize.org/terms/Chemistry"
"Erik Axel Karlfeldt","The Nobel Prize in Literature 1931","1931","male","http://data.nobelprize.org/terms/Literature"
"Jane Addams","The Nobel Peace Prize 1931","1931","female","http://data.nobelprize.org/terms/Peace"
"Nicholas Murray Butler","The Nobel Peace Prize 1931","1931","male","http://data.nobelprize.org/terms/Peace"
"Otto Heinrich Warburg","The Nobel Prize in Physiology or Medicine 1931","1931","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Irving Langmuir","The Nobel Prize in Chemistry 1932","1932","male","http://data.nobelprize.org/terms/Chemistry"
"John Galsworthy","The Nobel Prize in Literature 1932","1932","male","http://data.nobelprize.org/terms/Literature"
"Werner Karl Heisenberg","The Nobel Prize in Physics 1932","1932","male","http://data.nobelprize.org/terms/Physics"
"Edgar Douglas Adrian","The Nobel Prize in Physiology or Medicine 1932","1932","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Charles Scott Sherrington","The Nobel Prize in Physiology or Medicine 1932","1932","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Ivan Alekseyevich Bunin","The Nobel Prize in Literature 1933","1933","male","http://data.nobelprize.org/terms/Literature"
"Sir Norman Angell (Ralph Lane)","The Nobel Peace Prize 1933","1933","male","http://data.nobelprize.org/terms/Peace"
"Erwin Schrödinger","The Nobel Prize in Physics 1933","1933","male","http://data.nobelprize.org/terms/Physics"
"Paul Adrien Maurice Dirac","The Nobel Prize in Physics 1933","1933","male","http://data.nobelprize.org/terms/Physics"
"Thomas Hunt Morgan","The Nobel Prize in Physiology or Medicine 1933","1933","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Harold Clayton Urey","The Nobel Prize in Chemistry 1934","1934","male","http://data.nobelprize.org/terms/Chemistry"
"Luigi Pirandello","The Nobel Prize in Literature 1934","1934","male","http://data.nobelprize.org/terms/Literature"
"Arthur Henderson","The Nobel Peace Prize 1934","1934","male","http://data.nobelprize.org/terms/Peace"
"George Hoyt Whipple","The Nobel Prize in Physiology or Medicine 1934","1934","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"George Richards Minot","The Nobel Prize in Physiology or Medicine 1934","1934","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"William Parry Murphy","The Nobel Prize in Physiology or Medicine 1934","1934","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Irène Joliot-Curie","The Nobel Prize in Chemistry 1935","1935","female","http://data.nobelprize.org/terms/Chemistry"
"Frédéric Joliot","The Nobel Prize in Chemistry 1935","1935","male","http://data.nobelprize.org/terms/Chemistry"
"Carl von Ossietzky","The Nobel Peace Prize 1935","1935","male","http://data.nobelprize.org/terms/Peace"
"James Chadwick","The Nobel Prize in Physics 1935","1935","male","http://data.nobelprize.org/terms/Physics"
"Hans Spemann","The Nobel Prize in Physiology or Medicine 1935","1935","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Petrus (Peter) Josephus Wilhelmus Debye","The Nobel Prize in Chemistry 1936","1936","male","http://data.nobelprize.org/terms/Chemistry"
"Eugene Gladstone O'Neill","The Nobel Prize in Literature 1936","1936","male","http://data.nobelprize.org/terms/Literature"
"Carlos Saavedra Lamas","The Nobel Peace Prize 1936","1936","male","http://data.nobelprize.org/terms/Peace"
"Carl David Anderson","The Nobel Prize in Physics 1936","1936","male","http://data.nobelprize.org/terms/Physics"
"Victor Franz Hess","The Nobel Prize in Physics 1936","1936","male","http://data.nobelprize.org/terms/Physics"
"Otto Loewi","The Nobel Prize in Physiology or Medicine 1936","1936","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Henry Hallett Dale","The Nobel Prize in Physiology or Medicine 1936","1936","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Paul Karrer","The Nobel Prize in Chemistry 1937","1937","male","http://data.nobelprize.org/terms/Chemistry"
"Walter Norman Haworth","The Nobel Prize in Chemistry 1937","1937","male","http://data.nobelprize.org/terms/Chemistry"
"Roger Martin du Gard","The Nobel Prize in Literature 1937","1937","male","http://data.nobelprize.org/terms/Literature"
"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood","The Nobel Peace Prize 1937","1937","male","http://data.nobelprize.org/terms/Peace"
"Clinton Joseph Davisson","The Nobel Prize in Physics 1937","1937","male","http://data.nobelprize.org/terms/Physics"
"George Paget Thomson","The Nobel Prize in Physics 1937","1937","male","http://data.nobelprize.org/terms/Physics"
"Albert von Szent-Györgyi Nagyrápolt","The Nobel Prize in Physiology or Medicine 1937","1937","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Richard Kuhn","The Nobel Prize in Chemistry 1938","1938","male","http://data.nobelprize.org/terms/Chemistry"
"Pearl Buck","The Nobel Prize in Literature 1938","1938","female","http://data.nobelprize.org/terms/Literature"
"Enrico Fermi","The Nobel Prize in Physics 1938","1938","male","http://data.nobelprize.org/terms/Physics"
"Corneille Jean François Heymans","The Nobel Prize in Physiology or Medicine 1938","1938","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Adolf Friedrich Johann Butenandt","The Nobel Prize in Chemistry 1939","1939","male","http://data.nobelprize.org/terms/Chemistry"
"Leopold Ruzicka","The Nobel Prize in Chemistry 1939","1939","male","http://data.nobelprize.org/terms/Chemistry"
"Frans Eemil Sillanpää","The Nobel Prize in Literature 1939","1939","male","http://data.nobelprize.org/terms/Literature"
"Ernest Orlando Lawrence","The Nobel Prize in Physics 1939","1939","male","http://data.nobelprize.org/terms/Physics"
"Gerhard Domagk","The Nobel Prize in Physiology or Medicine 1939","1939","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"George de Hevesy","The Nobel Prize in Chemistry 1943","1943","male","http://data.nobelprize.org/terms/Chemistry"
"Otto Stern","The Nobel Prize in Physics 1943","1943","male","http://data.nobelprize.org/terms/Physics"
"Edward Adelbert Doisy","The Nobel Prize in Physiology or Medicine 1943","1943","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Henrik Carl Peter Dam","The Nobel Prize in Physiology or Medicine 1943","1943","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Otto Hahn","The Nobel Prize in Chemistry 1944","1944","male","http://data.nobelprize.org/terms/Chemistry"
"Johannes Vilhelm Jensen","The Nobel Prize in Literature 1944","1944","male","http://data.nobelprize.org/terms/Literature"
"Isidor Isaac Rabi","The Nobel Prize in Physics 1944","1944","male","http://data.nobelprize.org/terms/Physics"
"Herbert Spencer Gasser","The Nobel Prize in Physiology or Medicine 1944","1944","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Joseph Erlanger","The Nobel Prize in Physiology or Medicine 1944","1944","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Artturi Ilmari Virtanen","The Nobel Prize in Chemistry 1945","1945","male","http://data.nobelprize.org/terms/Chemistry"
"Gabriela Mistral","The Nobel Prize in Literature 1945","1945","female","http://data.nobelprize.org/terms/Literature"
"Cordell Hull","The Nobel Peace Prize 1945","1945","male","http://data.nobelprize.org/terms/Peace"
"Wolfgang Pauli","The Nobel Prize in Physics 1945","1945","male","http://data.nobelprize.org/terms/Physics"
"Ernst Boris Chain","The Nobel Prize in Physiology or Medicine 1945","1945","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Alexander Fleming","The Nobel Prize in Physiology or Medicine 1945","1945","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Howard Walter Florey","The Nobel Prize in Physiology or Medicine 1945","1945","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"James Batcheller Sumner","The Nobel Prize in Chemistry 1946","1946","male","http://data.nobelprize.org/terms/Chemistry"
"John Howard Northrop","The Nobel Prize in Chemistry 1946","1946","male","http://data.nobelprize.org/terms/Chemistry"
"Wendell Meredith Stanley","The Nobel Prize in Chemistry 1946","1946","male","http://data.nobelprize.org/terms/Chemistry"
"Hermann Hesse","The Nobel Prize in Literature 1946","1946","male","http://data.nobelprize.org/terms/Literature"
"Emily Greene Balch","The Nobel Peace Prize 1946","1946","female","http://data.nobelprize.org/terms/Peace"
"John Raleigh Mott","The Nobel Peace Prize 1946","1946","male","http://data.nobelprize.org/terms/Peace"
"Percy Williams Bridgman","The Nobel Prize in Physics 1946","1946","male","http://data.nobelprize.org/terms/Physics"
"Hermann Joseph Muller","The Nobel Prize in Physiology or Medicine 1946","1946","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Robert Robinson","The Nobel Prize in Chemistry 1947","1947","male","http://data.nobelprize.org/terms/Chemistry"
"André Paul Guillaume Gide","The Nobel Prize in Literature 1947","1947","male","http://data.nobelprize.org/terms/Literature"
"Sir Edward Victor Appleton","The Nobel Prize in Physics 1947","1947","male","http://data.nobelprize.org/terms/Physics"
"Gerty Theresa Cori, née Radnitz","The Nobel Prize in Physiology or Medicine 1947","1947","female","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Bernardo Alberto Houssay","The Nobel Prize in Physiology or Medicine 1947","1947","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Carl Ferdinand Cori","The Nobel Prize in Physiology or Medicine 1947","1947","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Arne Wilhelm Kaurin Tiselius","The Nobel Prize in Chemistry 1948","1948","male","http://data.nobelprize.org/terms/Chemistry"
"Thomas Stearns Eliot","The Nobel Prize in Literature 1948","1948","male","http://data.nobelprize.org/terms/Literature"
"Patrick Maynard Stuart Blackett","The Nobel Prize in Physics 1948","1948","male","http://data.nobelprize.org/terms/Physics"
"Paul Hermann Müller","The Nobel Prize in Physiology or Medicine 1948","1948","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"William Francis Giauque","The Nobel Prize in Chemistry 1949","1949","male","http://data.nobelprize.org/terms/Chemistry"
"William Faulkner","The Nobel Prize in Literature 1949","1949","male","http://data.nobelprize.org/terms/Literature"
