Persona,gender,graduated
Giulio_Marini,male,no
Lido_Scarpetti,male,no
Giorgio_Clelio_Stracquadanio,male,no
Marcello_De_Angelis,male,no
Antonio_De_Poli,male,no
Mauro_Libe',male,no
Nedo_Lorenzo_Poli,male,no
Salvatore_Ruggeri,male,no
Diego_Novelli,male,no
Bruno_Mellano,male,no
Roberto_Poletti,male,no
Ezio_Locatelli,male,no
Francesco_Pionati,male,no
Giorgio_D'ambrosio,male,no
Matteo_Salvini,male,no
Vinicio_Giuseppe_Guido_Peluffo,male,no
Savino_Pezzotta,male,no
Gian_Carlo_Abelli,male,no
Luciano_Pizzetti,male,no
Marco_Carra,male,no
Marco_Rondini,male,no
Jonny_Crosio,male,no
Pierguido_Vanalli,male,no
Sandro_Mario_Biasotti,male,no
Raffaele_Volpi,male,no
Mario_Tullo,male,no
Walter_Verini,male,no
Antonio_Michele_Boccuzzi,male,no
Stefano_Esposito,male,no
Giacomo_Portas,male,no
Vincenzo_Piso,male,no
Pierluigi_Polverari,male,no
Aldo_Rebecchi,male,no
Vincenzo_Recchia,male,no
Giovanni_Rivera,male,no
Filippo_Piccone,male,no
Achille_Totaro,male,no
Massimo_Nicolucci,male,no
Amedeo_Laboccetta,male,no
Pasquale_Vessa,male,no
Alessandro_Montagnoli,male,no
Gian_Pietro_Dal_Moro,male,no
Gianluca_Buonanno,male,no
Roberto_Simonetti,male,no
Francesco_Biava,male,no
Siro_Marrocu,male,no
Fabio_Rainieri,male,no
Salvatore_Vassallo,male,no
Massimo_Marchignoli,male,no
Pier_Paolo_Baretta,male,no
Luca_Sani,male,no
Corrado_Callegari,male,no
Massimo_Parisi,male,no
Riccardo_Mazzoni,male,no
Luciano_Agostini,male,no
Pierdomenico_Martino,male,no
Angelo_Cera,male,no
Amato_Libero_Berardi,male,no
Giovanni_Dima,male,no
Antonino_Salvatore_Germana',male,no
Giuseppe_Berretta,male,no
Tommaso_Ginoble,male,no
Antonio_Angelucci,male,no
Luca_Giorgio_Barbareschi,male,no
Antonino_Russo,male,no
Alessio_Bonciani,male,no
Maurizio_Del_Tenno,male,no
Rocco_Girlanda,male,no
Isidoro_Gottardo,male,no
Gaetano_Nastri,male,no
Gianfranco_Paglia,male,no
Gianfranco_Sammarco,male,no
Michele_Traversa,male,no
Renato_Walter_Togni,male,no
Nunziante_Consiglio,male,no
Giovanni_Paladini,male,no
Gianluca_Forcolin,male,no
Guido_Bonino,male,no
Sergio_Michele_Piffari,male,no
Ivan_Rota,male,no
Roberto_Mario_Sergio_Commercio,male,no
Angelo_Salvatore_Lombardo,male,no
Antonio_Milo,male,no
Raffaele_Calabro',male,no
Antonio_Grilli,male,no
Marco_Desiderati,male,no
Davide_Cavallotto,male,no
Gian_Carlo_Di_Vizia,male,no
Maurizio_Grassano,male,no
Roberto_Zaffini,male,no
Domenico_De_Siano,male,no
Eraldo_Isidori,male,no
Valerio_Cattaneo,male,no
Marco_Botta,male,no
Roberto_Marmo,male,no
Luca_D'alessandro,male,no
Fabio_Meroni,male,no
Lino_Miserotti,male,no
Pier_Paolo_Pizzimbone,male,no
Eugenio_Randi,male,no
Cristian_Invernizzi,male,no
Mario_Sberna,male,no
Claudio_Cominardi,male,no
Ivan_Catalano,male,no
Cosimo_Petraroli,male,no
Mauro_Ottobre,male,no
Marco_Brugnerotto,male,no
Orazio_Benito_Sapienza,male,no
Roberto_Caon,male,no
Davide_Zoggia,male,no
Diego_Zardini,male,no
Michele_Mognato,male,no
Roger_De_Menech,male,no
Oreste_Pastorelli,male,no
Marco_Marcolin,male,no
Walter_Rizzetto,male,no
Aris_Prodani,male,no
Andrea_De_Maria,male,no
Matteo_Richetti,male,no
Matteo_Mantero,male,no
Sergio_Battelli,male,no
Simone_Valente,male,no
Lorenzo_Basso,male,no
Alessandro_Mazzoli,male,no
Cristian_Iannuzzi,male,no
Luca_Frusone,male,no
Emanuele_Lodolini,male,no
Marco_Marchetti,male,no
Bruno_Solaroli,male,no
Carlo_Tognoli,male,no
Giuseppe_Torchio,male,no
Quarto_Trabacchini,male,no
Walter_Veltroni,male,no
Giuseppe_Serra,male,no
Renato_Andreani,male,no
Marco_Taradash,male,no
Vincenzo_Alaimo,male,no
Giuseppe_Albertini,male,no
Giuseppe_Alveti,male,no
Stefano_Apuzzo,male,no
Giulio_Arrighini,male,no
Roberto_Asquini,male,no
Angelo_Azzolina,male,no
Maurizio_Balocchi,male,no
Paolo_Bampo,male,no
Alfredo_Bianchini,male,no
Andriano_Biasutti,male,no
Ugo_Boghetta,male,no
Mario_Gerolamo_Giovanni_Boi,male,no
Stefano_Vignaroli,male,no
Massimo_Enrico_Baroni,male,no
Matteo_Orfini,male,no
Marco_Miccoli,male,no
Marco_Di_Maio,male,no
Alessandro_Furnari,male,no
Daniele_Montroni,male,no
Emanuele_Scagliusi,male,no
Massimo_Paolucci,male,no
Massimiliano_Manfredi,male,no
Giorgio_Piccolo,male,no
Luciano_Cimmino,male,no
Tiziano_Arlotti,male,no
Luigi_Di_Maio,male,no
Angelo_Gioachino_Gaetano_Attaguile,male,no
Angelo_Antonio_D'agostino,male,no
Salvatore_Capone,male,no
Vincenzo_Amendola,male,no
Michele_Anzaldi,male,no
Davide_Baruffi,male,no
Michele_Ragosta,male,no
Roberto_Marti,male,no
Vincenzo_Folino,male,no
Michele_Dell'orco,male,no
Bruno_Molea,male,no
Giacomino_Taricco,male,no
Luigi_Taranto,male,no
Francesco_Ribaudo,male,no
Antonino_Moscatt,male,no
Rudi_Franco_Marguerettaz,male,no
Paolo_Nicolo'_Romano,male,no
Riccardo_Nuti,male,no
Nicola_Bianchi,male,no
Emanuele_Cani,male,no
Daniele_Del_Grosso,male,no
Roberto_Capelli,male,no
Itzhak_Yoram_Gutgeld,male,no
Alfonso_Bonafede,male,no
Gianluca_Rizzo,male,no
Massimo_Artini,male,no
Marco_Baldassarre,male,no
Fausto_Raciti,male,no
Giuseppe_Zappulla,male,no
Paolo_Parentela,male,no
Marco_Donati,male,no
Dario_Nardella,male,no
Giuseppe_Castiglione,male,no
Filippo_Fossati,male,no
Paolo_Beni,male,no
Edoardo_Nesi,male,no
Giuseppe_Civati,male,no
Ezio_Primo_Casati,male,no
Massimo_Felice_De_Rosa,male,no
Davide_Tripiedi,male,no
Mario_Caruso,male,no
Franco_Bordo,male,no
Andrea_Causin,male,no
Andrea_Ferro,male,no
Nazzareno_Pilozzi,male,no
Khalid_Chaouki,male,no
Giancarlo_Giordano,male,no
Ferdinando_Aiello,male,no
Antonino_Bosco,male,no
Guido_Guidesi,male,no
Marco_Di_Stefano,male,no
Giuseppe_Guglielmino,male,no
Cesare_Pietro_Margotto,male,no
Gian_Aldo_Arnaud,male,no
Giuseppe_Iperico,male,no
Angelo_Maria_Jacazzi,male,no
Angelo_La_Bella,male,no
Mauro_Bonato,male,no
Umberto_Bossi,male,no
Mario_Brunetti,male,no
Teodoro_Buontempo,male,no
Alessio_Butti,male,no
Luca_Carli,male,no
Guido_Castellotti,male,no
Marco_Cellai,male,no
Antonio_Ciampaglia,male,no
Giorgio_Conca,male,no
Michele_Cortese,male,no
Luciano_Costantini,male,no
Federico_Crippa,male,no
Piergiuseppe_D'andreamatteo,male,no
Paolo_De_Paoli,male,no
Andrea_Carmine_De_Simone,male,no
Cosimo_Damiano_Francesco_Di_Giuseppe,male,no
Fernando_Di_Laura_Frattura,male,no
Giovanni_Di_Mauro,male,no
Giovanni_Dolino,male,no
Martino_Dorigo,male,no
Giovanni_Guido_Elsner,male,no
Giuseppe_Farassino,male,no
Enzo_Flego,male,no
Giuseppe_Mario_Albino_Fortunato,male,no
Riccardo_Fragassi,male,no
Angelo_Fredda,male,no
Giuseppe_Garesio,male,no
Maurizio_Gasparri,male,no
Vasco_Giannotti,male,no
Giacomo_Gualco,male,no
Renzo_Innocenti,male,no
Vito_Leccese,male,no
Luca_Leoni_Orsenigo,male,no
Franco_Longo,male,no
Silvio_Magistroni,male,no
Antonio_Magnabosco,male,no
Antonio_Magri,male,no
Lucio_Manisco,male,no
Leone_Manti,male,no
Ramon_Mantovani,male,no
Andrea_Marcucci,male,no
Francesco_Marenco,male,no
Angelo_Mazzola,male,no
Corrado_Metri,male,no
Mauro_Michielon,male,no
Angelo_Muzio,male,no
Riccardo_Nencini,male,no
Gaspare_Nuccio,male,no
Gerardo_Mario_Oliverio,male,no
Rosario_Olivo,male,no
Giovanni_Ongaro,male,no
Benito_Orgiana,male,no
Maurizio_Pagani,male,no
Maurizio_Paladini,male,no
Calogero_Piscitello,male,no
Antonio_Pizzinato,male,no
Salvatore_Pollichino,male,no
Bruno_Randazzo,male,no
Pio_Rapagna',male,no
Augusto_Rizzi,male,no
Franco_Rocchetta,male,no
Oreste_Rossi,male,no
Massimo_Salvadori,male,no
Attilio_Santoro,male,no
Giovanni_Sarritzu,male,no
Romano_Scarfagna,male,no
Angelino_Sollazzo,male,no
Salvatore_Stornello,male,no
Flavio_Tattarini,male,no
Mauro_Vannoni,male,no
Luigi_Longo,male,no
Salvatore_Vozza,male,no
Johann_Georg_Widmann,male,no
Alfredo_Zagatti,male,no
Salvatore_La_Marca,male,no
Achille_Lauro,male,no
Mario_Adriano_Lavagnoli,male,no
Livio_Ligori,male,no
Mario_Lizzero,male,no
Concetto_Lo_Bello,male,no
Orfeo_Goracci,male,no
Mauro_Guerra,male,no
Goffredo_Maria_Bettini,male,no
Alberto_Acierno,male,no
Vittorio_Aliprandi,male,no
Angelo_Altea,male,no
Giacomo_Archiutti,male,no
Rosario_Ardica,male,no
Eugenio_Baresi,male,no
Luca_Basso,male,no
Salvatore_Bellomi,male,no
Roberto_Bernardelli,male,no
Fausto_Bertinotti,male,no
Vincenzo_Bianchi,male,no
Valter_Bielli,male,no
Luciano_Angelo_Bistaffa,male,no
Vincenzo_Arturo_Vittorio_Bizzarri,male,no
Giuliano_Massimo_Boffardi,male,no
Mario_Bortoloso,male,no
Enrico_Boselli,male,no
Alberto_Maria_Bosisio,male,no
Domenico_Bova,male,no
Giovanni_Brunale,male,no
Michele_Caccavale,male,no
Riccardo_Calleri,male,no
Carlo_Carli,male,no
Umberto_Cecchi,male,no
Cesare_Cefaratti,male,no
Aldo_Cennamo,male,no
Sergio_Chiesa,male,no
Luciano_Ciocchetti,male,no
Roberto_Cipriani,male,no
Italo_Cocci,male,no
Manlio_Collavini,male,no
Armando_Cossutta,male,no
Alberto_Cova,male,no
Nicolo'_Antonio_Cuscuna',male,no
Giuseppe_Lorenzo_Dallara,male,no
Giacomo_De_Angelis,male,no
Ottaviano_Del_Turco,male,no
Modesto_Mario_Della_Rosa,male,no
Paolo_Devecchi,male,no
Franco_Maria_Malfatti,male,no
Roberto_Ignazio_Di_Rosa,male,no
Gianpaolo_Dozzo,male,no
Eugenio_Duca,male,no
Vittorio_Emiliani,male,no
Vincenzo_Epifani,male,no
Ilario_Floresta,male,no
Sebastiano_Fogliato,male,no
Stefano_Gaggioli,male,no
Primo_Galdelli,male,no
Paolo_Galletti,male,no
Giovenale_Gerbaudo,male,no
Enzo_Giorgio_Ghigo,male,no
Francesco_Ghiroldi,male,no
Giuseppe_Giacovazzo,male,no
Michele_Giardiello,male,no
Giuliano_Godino,male,no
Silvano_Gori,male,no
Domenico_Gramazio,male,no
Claudio_Graticola,male,no
Roberto_Grugnetti,male,no
Mario_Landolfi,male,no
Roberto_Luigi_Lavagnini,male,no
Lucio_Leonardelli,male,no
Giuseppe_Lombardo,male,no
Emanuele_Macaluso,male,no
Giuseppe_Averardi,male,no
Guglielmo_Mancinelli,male,no
Giuseppe_Mancuso,male,no
Guido_Mantella,male,no
Giuseppe_Lumia,male,no
Paolo_Mammola,male,no
Angelo_Raffaele_Manca,male,no
Lucio_Marengo,male,no
Achille_Enoc_Mariano,male,no
Piergiorgio_Martinelli,male,no
Diego_Masi,male,no
Giovanni_Giuseppe_Angelo_Mastrangelo,male,no
Salvatore_Francesco_Mastroluca,male,no
Amedeo_Gennaro_Raniero_Matacena,male,no
Maurizio_Menegon,male,no
Giovanni_Micciche',male,no
Francesco_Miroglio,male,no
Paolo_Sandro_Molinaro,male,no
Antonio_Mormone,male,no
Stefano_Morselli,male,no
Gualberto_Niccolini,male,no
Paolo_Oberti,male,no
Fedele_Pampo,male,no
Benito_Paolone,male,no
Nicola_Parenti,male,no
Antonio_Domenico_Pasinato,male,no
Claudio_Percivalle,male,no
Sante_Perticaro,male,no
Mario_Pezzoli,male,no
Marco_Pezzoni,male,no
Giovanni_Pilo,male,no
Paolo_Raffaelli,male,no
Michele_Rallo,male,no
Gianfranco_Rastrelli,male,no
Paolo_Romani,male,no
Roberto_Ronchi,male,no
Daniele_Roscia,male,no
Antonio_Rotundo,male,no
Alessandro_Rubino,male,no
Elvio_Ruffino,male,no
Fabrizio_Sacerdoti,male,no
Renato_Massari,male,no
Roberto_Sciacca,male,no
Giuseppe_Scotto_Di_Luzio,male,no
Gustavo_Selva,male,no
Luigi_Sidoti,male,no
Stefano_Signorini,male,no
Onofrio_Spagnoletti_Zeuli,male,no
Francesco_Storace,male,no
Alvaro_Superchi,male,no
Adriano_Teso,male,no
Palmiro_Ucchielli,male,no
Carlo_Usiglio,male,no
Antonio_Valiante,male,no
Fabrizio_Vigni,male,no
Francesco_Paolo_Voccoli,male,no
Vincenzo_Zaccheo,male,no
Secondo_Zani,male,no
Andrea_Merlotti,male,no
Aristide_Marchetti,male,no
Mario_Dino_Marocco,male,no
Marco_Baccalini,male,no
Decimo_Martelli,male,no
Domenico_Bacchi,male,no
Antonio_Mario_Franco_Mazzarrino,male,no
Lorenzo_Menichino,male,no
Vincenzo_Miceli,male,no
Federico_Pietro_Mignani,male,no
Giorgio_Milani,male,no
Giuseppe_Miroglio,male,no
Karl_Mitterdorfer,male,no
Giovanni_Mosca,male,no
Isacco_Nahoum,male,no
Cesarino_Niccolai,male,no
Franco_Nicolazzi,male,no
Angelo_Nicosia,male,no
Gianfranco_Orsini,male,no
Gian_Carlo_Pajetta,male,no
Giovanni_Pellicani,male,no
Michele_Pellicani,male,no
Leonello_Raffaelli,male,no
Leandro_Rampa,male,no
Vincenzo_Raucci,male,no
Alfredo_Reichlin,male,no
Salvatore_Buglio,male,no
Luigi_Massa,male,no
Mario_Lucio_Barral,male,no
Renzo_Penna,male,no
Roberto_Alboni,male,no
Marco_Fumagalli,male,no
Francesco_Giordano,male,no
Sabatino_Aracu,male,no
Giuseppe_Mario_Molinari,male,no
Pietro_Natale_Gasperoni,male,no
Mauro_Cutrufo,male,no
Massimo_Pompili,male,no
Enzo_Ceremigna,male,no
Angelo_Santori,male,no
Vincenzo_Maria_Vita,male,no
Mario_Masiero,male,no
Gianni_Risari,male,no
Renato_Monti,male,no
Roberto_Baldassari,male,no
Bruno_Niccoli,male,no
Vincenzo_Baldassi,male,no
Giuseppe_Noberasco,male,no
Francesco_Patriarca,male,no
Vincenzo_Pavone,male,no
Emilio_Pegoraro,male,no
Sergio_Pellizzari,male,no
Renato_Ballarin,male,no
Francesco_Petronio,male,no
Natale_Pisicchio,male,no
Ferruccio_Pisoni,male,no
Michele_Pistillo,male,no
Mario_Pochetti,male,no
Franco_Raffaldini,male,no
Carlo_Ambrogio_Frigerio,male,no
Paolo_Colombo,male,no
Mario_Alberto_Taborelli,male,no
Ettore_Pietro_Pirovano,male,no
Silvestro_Terzi,male,no
Giacomo_Stucchi,male,no
Diego_Antonio_Alborghetti,male,no
Francesco_Ferrari,male,no
Roberto_Gottardo_Faustinelli,male,no
Rinaldo_Bosco,male,no
Daniele_Franz,male,no
Pieralfonso_Fratta_Pasini,male,no
Daniele_Apolloni,male,no
Luigino_Mario_Vascon,male,no
Piero_Ruzzante,male,no
Sergio_Manzato,male,no
Gabriele_Frigato,male,no
Francesco_Bonato,male,no
Luciano_Dussin,male,no
Giuseppe_Covre,male,no
Fabio_Calzavara,male,no
Giorgio_Malentacchi,male,no
Marco_Susini,male,no
Sauro_Sedioli,male,no
Roberto_Guerzoni,male,no
Tommaso_Foti,male,no
Michele_Ricci,male,no
Vittorio_Angelici,male,no
Giancarlo_Cito,male,no
Ugo_Malagnino,male,no
Antonio_Lorusso,male,no
Cosimo_Faggiano,male,no
Massimo_Mauro,male,no
Rocco_Antonio_Gaetani,male,no
Massimo_Grillo,male,no
Gaspare_Giudice,male,no
Filippo_Misuraca,male,no
Giovanni_Marras,male,no
Giuseppe_Aleffi,male,no
Giulio_Savelli,male,no
Cesare_Rizzi,male,no
Leone_Delfino,male,no
Paolo_Ricciotti,male,no
Umberto_Chincarini,male,no
Franco_Chiusoli,male,no
Giovanni_Crema,male,no
Francesco_Di_Comite,male,no
Giuseppe_Marco_Follini,male,no
Alessandro_Galeazzi,male,no
Pietro_Giannattasio,male,no
Luigi_Martini,male,no
Mario_Michelangeli,male,no
Luigi_Occhionero,male,no
Edo_Rossi,male,no
Osvaldo_Scrivani,male,no
Stefano_Stefani,male,no
Francesco_Pietro_Stradella,male,no
Giacomo_Chiappori,male,no
Walter_De_Cesaris,male,no
Gianclaudio_Bressa,male,no
Antonio_Luongo,male,no
Michele_Ventura,male,no
Enrico_Rizzi,male,no
Gennaro_Barboni,male,no
Angelo_Salizzoni,male,no
Renato_Sandri,male,no
Mario_Bardelli,male,no
Gianni_Savoldi,male,no
Primo_Schiavon,male,no
Vinicio_Scipioni,male,no
Donato_Scutari,male,no
Pietro_Serrentino,male,no
Francesco_Servello,male,no
Giuseppe_Sinesio,male,no
Albino_Skerk,male,no
Carlo_Stella,male,no
Danilo_Tani,male,no
Giovanni_Traversa,male,no
Ferdinando_Truzzi,male,no
Giacinto_Urso,male,no
Salvatore_Urso,male,no
Romano_Baccarini,male,no
Giorgio_Brambilla,male,no
Antonio_Carcarino,male,no
Graziano_Cioni,male,no
Maurizio_Giraldi,male,no
Rocco_Larizza,male,no
Angelo_Lauricella,male,no
Bruno_Matteja,male,no
Filippo_Micheli,male,no
Claudio_Petruccioli,male,no
Vittorio_Sbardella,male,no
Girolamo_Tripodi,male,no
Sandro_Saccucci,male,no
Egizio_Sandomenico,male,no
Sergio_Segre,male,no
Piero_Francesco_Bargellini,male,no
Aldo_Spinelli,male,no
Mario_Andrea_Bartolini,male,no
Artemio_Strazzi,male,no
Mario_Tamini,male,no
Sergio_Tesi,male,no
Rubes_Triva,male,no
Mario_Vaghi,male,no
Guido_Venegoni,male,no
Roberto_Visentin,male,no
Paolo_Volponi,male,no
Ruggero_Villa,male,no
Sebastiano_Vincelli,male,no
Giuseppe_Zamberletti,male,no
Amos_Zanibelli,male,no
Michele_Zolla,male,no
Pietro_Zoppi,male,no
Giuseppe_Alberganti,male,no
Luigi_Amato,male,no
Giuseppe_Arcaini,male,no
Luigi_Bacciconi,male,no
Gino_Baldassari,male,no
Giovanni_Baltaro,male,no
Orazio_Barbieri,male,no
Vittorio_Bardini,male,no
Ezio_Beccastrini,male,no
Angelo_Bellato,male,no
Raffaello_Bellucci,male,no
Luigi_Filippo_Benedettini,male,no
Antonio_Bernieri,male,no
Francesco_Giorgio_Bettiol,male,no
Giuseppe_Biancani,male,no
Bruno_Bianchi,male,no
Teodoro_Bigi,male,no
Giuseppe_Bogoni,male,no
Bartolomeo_Bolla,male,no
Giovanni_Bottonelli,male,no
Cesare_Bensi,male,no
Pacifico_Calandrone,male,no
Giuseppe_Sebastiano_Calasso,male,no
Renato_Cappugi,male,no
Nerino_Cavallari,male,no
Severino_Cavazzini,male,no
Egidio_Chiarini,male,no
Claudio_Cianca,male,no
Amerigo_Clocchiatti,male,no
Epicarmo_Corbino,male,no
Ivano_Curti,male,no
Antonino_Cuttitta,male,no
Pietro_Dal_Pozzo,male,no
Michele_D'amico,male,no
Fabio_De_Felice,male,no
Luigi_Di_Mauro,male,no
Giuseppe_Venturoli,male,no
Veraldo_Vespignani,male,no
Peppino_Aldrovandi,male,no
Ugo_Vetere,male,no
Mario_Beccaria,male,no
Renzo_Zaffanella,male,no
Alfeo_Zanini,male,no
Francesco_Zoppetti,male,no
Giuseppe_Zurlo,male,no
Corrado_Belci,male,no
Giuseppe_Abbruzzese,male,no
Edgardo_Alboni,male,no
Giuseppe_Amasio,male,no
Enea_Baldini,male,no
Ezio_Battistella,male,no
Ermanno_Benocci,male,no
Massimo_Alesi,male,no
Giuseppe_Brighenti,male,no
Antonino_Calamo,male,no
Enrico_Berlinguer,male,no
Alfio_Caponi,male,no
Guido_Bernardi,male,no
Eude_Mario_Cicerone,male,no
Bruno_Bernini,male,no
Renato_Degli_Esposti,male,no
Enrico_Michele_Demarchi,male,no
Vittorio_De_Stasio,male,no
Johann_Hans_Dietl,male,no
Nino_D'ippolito,male,no
Augusto_Cesare_Fanelli,male,no
Bruno_Fassina,male,no
Francesco_Ferrari,male,no
Enrico_Fogliazza,male,no
Matteo_Fornale,male,no
Raffaele_Franco,male,no
Concetto_Gallo,male,no
Oreste_Gelmini,male,no
Antonio_Giacone,male,no
Vittorio_Giorgi,male,no
Dante_Gorreri,male,no
Luigi_Grezzi,male,no
Giovanni_Grilli,male,no
Gabriele_Invernizzi,male,no
Francesco_Lami,male,no
Romolo_Landi,male,no
Francesco_Leone,male,no
Ivan_Matteo_Lombardo,male,no
Tarcisio_Longoni,male,no
Catullo_Maffioli,male,no
Aristodemo_Maniera,male,no
Pierraimondo_Manzini,male,no
Anselmo_Martoni,male,no
Umberto_Paolo_Massola,male,no
Giancarlo_Matteotti,male,no
Ottorino_Momoli,male,no
Silvano_Montanari,male,no
Vittorino_Monte,male,no
Vincenzo_Moscatelli,male,no
Arrigo_Boldrini,male,no
Italo_Nicoletto,male,no
Giuliano_Pajetta,male,no
Giovanni_Parente,male,no
Danilo_Paris,male,no
Bortolo_Manlio_Pat,male,no
Filippo_Pelosi,male,no
Renzo_Pigni,male,no
Giuseppe_Rapelli,male,no
Giuseppe_Ferraris,male,no
Alfredo_Bianchi,male,no
Argeo_Gambelli_Fenili,male,no
Nelusco_Giachini,male,no
Bruno_Gombi,male,no
Rodolfo_Guerrini,male,no
Davide_Ulisse_Lajolo,male,no
Alfredo_Bisignani,male,no
Francesco_Malfatti,male,no
Gennaro_Alfano,male,no
Arturo_Marzano,male,no
Pasquale_Maulini,male,no
Guido_Mazzoni,male,no
Vincenzo_Misefari,male,no
Francesco_Mogliacci,male,no
Antonio_Montanti,male,no
Rino_Nanni,male,no
Otello_Nannuzzi,male,no
Luigi_Napolitano,male,no
Giacomo_Bologna,male,no
Gilberto_Bonalumi,male,no
Tullio_Pietrobono,male,no
Emo_Bonifazi,male,no
Giuseppe_Luciano_Calogero_Provenzano,male,no
Mauro_Antonio_Donato_Laus,male,no
Alessandro_Cattaneo,male,no
Luciano_Cantone,male,no
Roberto_Pella,male,no
Piero_De_Luca,male,no
Massimiliano_Panizzut,male,no
Nicola_Zingaretti,male,no
Nicola_Care',male,no
Pasqualino_Penza,male,no
Fabrizio_Cecchetti,male,no
Andrea_Di_Giuseppe,male,no
Paolo_Barelli,male,no
Rossano_Sasso,male,no
Vincenzo_Amich,male,no
Paolo_Rossi,male,no
Giuseppe_Romanini,male,no
Michele_Casino,male,no
Alessandro_Amitrano,male,no
Davide_Galantino,male,no
Giovanni_Battista_Tombolato,male,no
Vincenzo_Spadafora,male,no
Filippo_Giuseppe_Perconti,male,no
Luca_Migliorino,male,no
Giorgio_Lovecchio,male,no
Emanuele_Cestari,male,no
Santi_Cappellani,male,no
Serse_Soverini,male,no
Gavino_Manca,male,no
Federico_Mollicone,male,no
Lorenzo_Fioramonti,male,no
Massimiliano_De_Toma,male,no
Luigi_D'eramo,male,no
Luca_Rizzo_Nervo,male,no
Antonio_Tasso,male,no
Luciano_Nobili,male,no
Roberto_Novelli,male,no
Luigi_Iovino,male,no
Paolo_Giuliodori,male,no
Leonardo_Donno,male,no
Antonio_Martino,male,no
Andrea_Caso,male,no
Andrea_Rossi,male,no
Marco_Silvestroni,male,no
Salvatore_Deidda,male,no
Raffaele_Bruno,male,no
Francesco_Critelli,male,no
Marcello_Gemmato,male,no
Felice_Mariani,male,no
Francesco_Silvestri,male,no
Carlo_Fatuzzo,male,no
Diego_Binelli,male,no
Flavio_Gastaldi,male,no
Luigi_Casciello,male,no
Francesco_Zicchieri,male,no
Piergiorgio_Cortelazzo,male,no
Roberto_Rosso,male,no
Andrea_Dara,male,no
Claudio_Mancini,male,no
Vito_Comencini,male,no
Germano_Racchella,male,no
Igor_Giancarlo_Iezzi,male,no
Riccardo_Tucci,male,no
Mario_Morgoni,male,no
Stefano_Ceccanti,male,no
Erik_Umberto_Pretto,male,no
Gualtiero_Caffaratto,male,no
Claudio_Pedrazzini,male,no
Leonardo_Tarantino,male,no
Fabio_Massimo_Boniardi,male,no
Davide_Serritella,male,no
Cosimo_Adelizzi,male,no
Nicola_Pellicani,male,no
Giuseppe_Cesare_Donina,male,no
Carlo_Fidanza,male,no
Luca_De_Carlo,male,no
Stefano_Benigni,male,no
Lino_Pettazzi,male,no
Marzio_Liuni,male,no
Guido_Della_Frera,male,no
Graziano_Musella,male,no
Daniele_Belotti,male,no
Mirco_Badole,male,no
Paolo_Formentini,male,no
Alessandro_Giglio_Vigna,male,no
Raffaele_Baratto,male,no
Alex_Bazzaro,male,no
Matteo_Luigi_Bianchi,male,no
Dimitri_Coin,male,no
Jari_Colla,male,no
Eugenio_Zoffili,male,no
Paolo_Paternoster,male,no
Riccardo_Olgiati,male,no
Roberto_Paolo_Ferrari,male,no
Claudio_Durigon,male,no
Mauro_Lucentini,male,no
Andrea_Frailis,male,no
Riccardo_Zucconi,male,no
Andrea_Barabotti,male,no
Salvatore_Marcello_Di_Mattina,male,no
Stefano_Candiani,male,no
Gian_Antonio_Girelli,male,no
Fabio_Roscani,male,no
Bachisio_Silvio_Lai,male,no
Flavio_Tosi,male,no
Francesco_Mura,male,no
Giorgio_Fede,male,no
Dario_Carotenuto,male,no
Marco_Padovani,male,no
Stefano_Vaccari,male,no
Massimo_Milani,male,no
Alessandro_Urzi',male,no
Francesco_Bruzzone,male,no
Aldo_Mattia,male,no
Francesco_Emilio_Borrelli,male,no
Fabrizio_Sala,male,no
Marco_Cerreto,male,no
Davide_Bergamini,male,no
Dario_Giagoni,male,no
Alfonso_Colucci,male,no
Marco_Simiani,male,no
Francesco_Mari,male,no
Attilio_Pierro,male,no
Fausto_Guilherme_Longo,male,no
Eugenio_Sangregorio,male,no
Umberto_Buratti,male,no
Maurizio_Carrara,male,no
Daniele_Moschioni,male,no
Felice_Maurizio_D'ettore,male,no
Mario_Lolini,male,no
Sergio_Torromino,male,no
Giuseppe_Brescia,male,no
Pietro_Battaglia,male,no
Giovanni_Manzolini,male,no
Ivan_Della_Valle,male,no
Alberto_Tridente,male,no
Fulvio_Cerofolini,male,no
Giovanni_De_Totto,male,no
Maurizio_Zipponi,male,no
Andrea_Vecchio,male,no
Vincenzo_D'Arienzo,male,no
Emilio_Vesce,male,no
Luigi_Cipriani,male,no
Ettore_Viola,male,no
Giulio_Quercini,male,no
Andreino_Carrara,male,no
Paolo_Bolognesi,male,no
Stefano_Bottini,male,no
Benito_Pavoni,male,no
Giorgio_Cardetti,male,no
Gino_Paoli,male,no
Sebastiano_Montali,male,no
Vincenzo_Pietrini,male,no
Francesco_Nerli,male,no
Massimo_Ruspandini,male,no
Paolo_Cristoni,male,no
Giuseppe_Mangiapane,male,no
Giuseppe_Lavorato,male,no
Giuseppe_Orciari,male,no
Giuseppe_Sales,male,NaN
Carlo_Petrone,male,NaN
Giuseppe_Anzilotti,male,NaN
Filippo_Di_Filippo,male,NaN
Giovanni_Mantovani,male,NaN
Aldo_Gregorelli,male,NaN
Gaetano_Zanotti,male,NaN
Ludovico_Boetti_Villanis,male,NaN
Domenico_Pettini,male,NaN
Giorgio_Spadaccia,male,NaN
